id,name
D.1616.PERC,Active Power AC %
D.1657.ENERGY,Active Power ENERGY
D.1657.PERC,Active Power %
D.1658.DELTA,Energy AC DELTA
D.1658.EH,Ore equivalenti (Energy AC)
D.1669.ENERGY,Active Power AC ENERGY
D.1669.PERC,Active Power AC %
D.1679.ENERGY,Active Power AC ENERGY
D.1679.PERC,Active Power AC %
D.1689.ENERGY,Active Power AC ENERGY
D.1689.PERC,Active Power AC %
D.171.ISIRR,Irraggiamento Moduli ISIRR
D.171.STDDEV,Irraggiamento Moduli STDDEV
D.1730.ENERGY,Active Power ENERGY
D.1730.PERC,Active Power %
D.1731.DELTA,Energy AC DELTA
D.1731.EH,Ore equivalenti (Energy AC)
D.1742.ENERGY,Active Power AC ENERGY
D.1742.PERC,Active Power AC %
D.1752.ENERGY,Active Power AC ENERGY
D.1752.PERC,Active Power AC %
D.1762.ENERGY,Active Power AC ENERGY
D.1762.PERC,Active Power AC %
D.1803.ENERGY,Active Power ENERGY
D.1803.PERC,Active Power %
D.1804.DELTA,Energy AC DELTA
D.1804.EH,Ore equivalenti (Energy AC)
D.1815.ENERGY,Active Power AC ENERGY
D.1815.PERC,Active Power AC %
D.182.ENERGY,Active Power ENERGY
D.182.PERC,Active Power %
D.1825.ENERGY,Active Power AC ENERGY
D.1825.PERC,Active Power AC %
D.183.DELTA,Energy AC DELTA
D.183.EH,Ore equivalenti (Energy AC)
D.1835.ENERGY,Active Power AC ENERGY
D.1835.PERC,Active Power AC %
D.1876.ENERGY,Active Power ENERGY
D.1876.PERC,Active Power %
D.1877.DELTA,Energy AC DELTA
D.1877.EH,Ore equivalenti (Energy AC)
D.1888.ENERGY,Active Power AC ENERGY
D.1888.PERC,Active Power AC %
D.1898.ENERGY,Active Power AC ENERGY
D.1898.PERC,Active Power AC %
D.19.DELTA,Energy AC DELTA
D.19.EH,Ore equivalenti (Energy AC)
D.1908.ENERGY,Active Power AC ENERGY
D.1908.PERC,Active Power AC %
D.194.ENERGY,Active Power AC ENERGY
D.194.PERC,Active Power AC %
D.1949.ENERGY,Active Power ENERGY
D.1949.PERC,Active Power %
D.1950.DELTA,Energy AC DELTA
D.1950.EH,Ore equivalenti (Energy AC)
D.1961.ENERGY,Active Power AC ENERGY
D.1961.PERC,Active Power AC %
D.1971.ENERGY,Active Power AC ENERGY
D.1971.PERC,Active Power AC %
D.1981.ENERGY,Active Power AC ENERGY
D.1981.PERC,Active Power AC %
D.2022.ENERGY,Active Power AC ENERGY
D.2022.PERC,Active Power AC %
D.2026.DELTA,Energy AC DELTA
D.2026.EH,Ore equivalenti (Energy AC)
D.204.ENERGY,Active Power AC ENERGY
D.204.PERC,Active Power AC %
D.2078.ENERGY,Active Power ENERGY
D.2078.PERC,Active Power %
D.2079.DELTA,Energy AC DELTA
D.2079.EH,Ore equivalenti (Energy AC)
D.2090.ENERGY,Active Power AC ENERGY
D.2090.PERC,Active Power AC %
D.2100.ENERGY,Active Power AC ENERGY
D.2100.PERC,Active Power AC %
D.2110.ENERGY,Active Power AC ENERGY
D.2110.PERC,Active Power AC %
D.214.ENERGY,Active Power AC ENERGY
D.214.PERC,Active Power AC %
D.2151.ENERGY,Active Power ENERGY
D.2151.PERC,Active Power %
D.2152.DELTA,Energy AC DELTA
D.2152.EH,Ore equivalenti (Energy AC)
D.2163.ENERGY,Active Power AC ENERGY
D.2163.PERC,Active Power AC %
D.2173.ENERGY,Active Power AC ENERGY
D.2173.PERC,Active Power AC %
D.2183.ENERGY,Active Power AC ENERGY
D.2183.PERC,Active Power AC %
D.2224.ENERGY,Active Power ENERGY
D.2224.PERC,Active Power %
D.2225.DELTA,Energy AC DELTA
D.2225.EH,Ore equivalenti (Energy AC)
D.2236.ENERGY,Active Power AC ENERGY
D.2236.PERC,Active Power AC %
D.2246.ENERGY,Active Power AC ENERGY
D.2246.PERC,Active Power AC %
D.2256.ENERGY,Active Power AC ENERGY
D.2256.PERC,Active Power AC %
D.2370.ENERGY,Active Power ENERGY
D.2370.PERC,Active Power %
D.2371.DELTA,Energy AC DELTA
D.2371.EH,Ore equivalenti (Energy AC)
D.2382.ENERGY,Active Power AC ENERGY
D.2382.PERC,Active Power AC %
D.2392.ENERGY,Active Power AC ENERGY
D.2392.PERC,Active Power AC %
D.2402.ENERGY,Active Power AC ENERGY
D.2402.PERC,Active Power AC %
D.2443.ENERGY,Active Power ENERGY
D.2443.PERC,Active Power %
D.2444.DELTA,Energy AC DELTA
D.2444.EH,Ore equivalenti (Energy AC)
D.2455.ENERGY,Active Power AC ENERGY
D.2455.PERC,Active Power AC %
D.2465.ENERGY,Active Power AC ENERGY
D.2465.PERC,Active Power AC %
D.2475.ENERGY,Active Power AC ENERGY
D.2475.PERC,Active Power AC %
D.2516.ENERGY,Active Power ENERGY
D.2516.PERC,Active Power %
D.2517.DELTA,Energy AC DELTA
D.2517.EH,Ore equivalenti (Energy AC)
D.2528.ENERGY,Active Power AC ENERGY
D.2528.PERC,Active Power AC %
D.2538.ENERGY,Active Power AC ENERGY
D.2538.PERC,Active Power AC %
D.2548.ENERGY,Active Power AC ENERGY
D.2548.PERC,Active Power AC %
D.257.ENERGY,Active Power ENERGY
D.257.PERC,Active Power %
D.258.DELTA,Energy AC DELTA
D.258.EH,Ore equivalenti (Energy AC)
D.2589.ENERGY,Active Power ENERGY
D.2589.PERC,Active Power %
D.2590.DELTA,Energy AC DELTA
D.2590.EH,Ore equivalenti (Energy AC)
D.2601.ENERGY,Active Power AC ENERGY
D.2601.PERC,Active Power AC %
D.2611.ENERGY,Active Power AC ENERGY
D.2611.PERC,Active Power AC %
D.2621.ENERGY,Active Power AC ENERGY
D.2621.PERC,Active Power AC %
D.2661.ENERGY,Active Power ENERGY
D.2661.PERC,Active Power %
D.2662.DELTA,Energy AC DELTA
D.2662.EH,Ore equivalenti (Energy AC)
D.2673.ENERGY,Active Power AC ENERGY
D.2673.PERC,Active Power AC %
D.2683.ENERGY,Active Power AC ENERGY
D.2683.PERC,Active Power AC %
D.269.ENERGY,Active Power AC ENERGY
D.269.PERC,Active Power AC %
D.2693.ENERGY,Active Power AC ENERGY
D.2693.PERC,Active Power AC %
D.2733.ENERGY,Active Power ENERGY
D.2733.PERC,Active Power %
D.2734.DELTA,Energy AC DELTA
D.2734.EH,Ore equivalenti (Energy AC)
D.2745.ENERGY,Active Power AC ENERGY
D.2745.PERC,Active Power AC %
D.2755.ENERGY,Active Power AC ENERGY
D.2755.PERC,Active Power AC %
D.2765.ENERGY,Active Power AC ENERGY
D.2765.PERC,Active Power AC %
D.279.ENERGY,Active Power AC ENERGY
D.279.PERC,Active Power AC %
D.2806.ENERGY,Active Power ENERGY
D.2806.PERC,Active Power %
D.2807.DELTA,Energy AC DELTA
D.2807.EH,Ore equivalenti (Energy AC)
D.2818.ENERGY,Active Power AC ENERGY
D.2818.PERC,Active Power AC %
D.2828.ENERGY,Active Power AC ENERGY
D.2828.PERC,Active Power AC %
D.2838.ENERGY,Active Power AC ENERGY
D.2838.PERC,Active Power AC %
D.2879.ENERGY,Active Power ENERGY
D.2879.PERC,Active Power %
D.2880.DELTA,Energy AC DELTA
D.2880.EH,Ore equivalenti (Energy AC)
D.289.ENERGY,Active Power AC ENERGY
D.289.PERC,Active Power AC %
D.2891.ENERGY,Active Power AC ENERGY
D.2891.PERC,Active Power AC %
D.2901.ENERGY,Active Power AC ENERGY
D.2901.PERC,Active Power AC %
D.2911.ENERGY,Active Power AC ENERGY
D.2911.PERC,Active Power AC %
D.2952.ENERGY,Active Power ENERGY
D.2952.PERC,Active Power %
D.2953.DELTA,Energy AC DELTA
D.2953.EH,Ore equivalenti (Energy AC)
D.2964.ENERGY,Active Power AC ENERGY
D.2964.PERC,Active Power AC %
D.2974.ENERGY,Active Power AC ENERGY
D.2974.PERC,Active Power AC %
D.2984.ENERGY,Active Power AC ENERGY
D.2984.PERC,Active Power AC %
D.3025.ENERGY,Active Power AC ENERGY
D.3025.PERC,Active Power AC %
D.3029.DELTA,Energy AC DELTA
D.3029.EH,Ore equivalenti (Energy AC)
D.331.ENERGY,Active Power ENERGY
D.331.PERC,Active Power %
D.332.DELTA,Energy AC DELTA
D.332.EH,Ore equivalenti (Energy AC)
D.343.ENERGY,Active Power AC ENERGY
D.343.PERC,Active Power AC %
D.353.ENERGY,Active Power AC ENERGY
D.353.PERC,Active Power AC %
D.363.ENERGY,Active Power AC ENERGY
D.363.PERC,Active Power AC %
D.405.ENERGY,Active Power ENERGY
D.405.PERC,Active Power %
D.406.DELTA,Energy AC DELTA
D.406.EH,Ore equivalenti (Energy AC)
D.417.ENERGY,Active Power AC ENERGY
D.417.PERC,Active Power AC %
D.427.ENERGY,Active Power AC ENERGY
D.427.PERC,Active Power AC %
D.437.ENERGY,Active Power AC ENERGY
D.437.PERC,Active Power AC %
D.479.ENERGY,Active Power ENERGY
D.479.PERC,Active Power %
D.480.DELTA,Energy AC DELTA
D.480.EH,Ore equivalenti (Energy AC)
D.491.ENERGY,Active Power AC ENERGY
D.491.PERC,Active Power AC %
D.501.ENERGY,Active Power AC ENERGY
D.501.PERC,Active Power AC %
D.511.ENERGY,Active Power AC ENERGY
D.511.PERC,Active Power AC %
D.553.ENERGY,Active Power ENERGY
D.553.PERC,Active Power %
D.554.DELTA,Energy AC DELTA
D.554.EH,Ore equivalenti (Energy AC)
D.565.ENERGY,Active Power AC ENERGY
D.565.PERC,Active Power AC %
D.575.ENERGY,Active Power AC ENERGY
D.575.PERC,Active Power AC %
D.585.ENERGY,Active Power AC ENERGY
D.585.PERC,Active Power AC %
D.627.ENERGY,Active Power ENERGY
D.627.PERC,Active Power %
D.628.DELTA,Energy AC DELTA
D.628.EH,Ore equivalenti (Energy AC)
D.639.ENERGY,Active Power AC ENERGY
D.639.PERC,Active Power AC %
D.649.ENERGY,Active Power AC ENERGY
D.649.PERC,Active Power AC %
D.659.ENERGY,Active Power AC ENERGY
D.659.PERC,Active Power AC %
D.701.ENERGY,Active Power ENERGY
D.701.PERC,Active Power %
D.702.DELTA,Energy AC DELTA
D.702.EH,Ore equivalenti (Energy AC)
D.713.ENERGY,Active Power AC ENERGY
D.713.PERC,Active Power AC %
D.723.ENERGY,Active Power AC ENERGY
D.723.PERC,Active Power AC %
D.733.ENERGY,Active Power AC ENERGY
D.733.PERC,Active Power AC %
D.775.ENERGY,Active Power ENERGY
D.775.PERC,Active Power %
D.776.DELTA,Energy AC DELTA
D.776.EH,Ore equivalenti (Energy AC)
D.787.ENERGY,Active Power AC ENERGY
D.787.PERC,Active Power AC %
D.797.ENERGY,Active Power AC ENERGY
D.797.PERC,Active Power AC %
D.8.ENERGY,Active Power AC ENERGY
D.8.PERC,Active Power AC %
D.807.ENERGY,Active Power AC ENERGY
D.807.PERC,Active Power AC %
D.81.DELTA,Energy AC DELTA
D.81.EH,Ore equivalenti (Energy AC)
D.850.ENERGY,Active Power ENERGY
D.850.PERC,Active Power %
D.851.DELTA,Energy AC DELTA
D.851.EH,Ore equivalenti (Energy AC)
D.86.ENERGY,Active Power AC ENERGY
D.86.PERC,Active Power AC %
D.862.ENERGY,Active Power AC ENERGY
D.862.PERC,Active Power AC %
D.872.ENERGY,Active Power AC ENERGY
D.872.PERC,Active Power AC %
D.882.ENERGY,Active Power AC ENERGY
D.882.PERC,Active Power AC %
D.9.ENERGY,Active Power ENERGY
D.9.PERC,Active Power %
D.925.ENERGY,Active Power ENERGY
D.925.PERC,Active Power %
D.926.DELTA,Energy AC DELTA
D.926.EH,Ore equivalenti (Energy AC)
D.937.ENERGY,Active Power AC ENERGY
D.937.PERC,Active Power AC %
D.947.ENERGY,Active Power AC ENERGY
D.947.PERC,Active Power AC %
D.95.ENERGY,Active Power AC ENERGY
D.95.PERC,Active Power AC %
D.957.ENERGY,Active Power AC ENERGY
D.957.PERC,Active Power AC %
D.999.ENERGY,Active Power ENERGY
D.999.PERC,Active Power %
D.V1052.EH,Ore equivalenti (DC Energy Delta)
D.V1052.INTEGRAL,DC Energy Delta INTEGRAL
D.V1067.EH,Ore equivalenti (DC Energy Delta)
D.V1067.INTEGRAL,DC Energy Delta INTEGRAL
D.V1126.EH,Ore equivalenti (DC Energy Delta)
D.V1126.INTEGRAL,DC Energy Delta INTEGRAL
D.V1142.EH,Ore equivalenti (DC Energy Delta)
D.V1142.INTEGRAL,DC Energy Delta INTEGRAL
D.V117.EH,Ore equivalenti (DC Energy Delta)
D.V1199.EH,Ore equivalenti (DC Energy Delta)
D.V1199.INTEGRAL,DC Energy Delta INTEGRAL
D.V1215.EH,Ore equivalenti (DC Energy Delta)
D.V1215.INTEGRAL,DC Energy Delta INTEGRAL
D.V1272.EH,Ore equivalenti (DC Energy Delta)
D.V1272.INTEGRAL,DC Energy Delta INTEGRAL
D.V1288.EH,Ore equivalenti (DC Energy Delta)
D.V1288.INTEGRAL,DC Energy Delta INTEGRAL
D.V1345.EH,Ore equivalenti (DC Energy Delta)
D.V1345.INTEGRAL,DC Energy Delta INTEGRAL
D.V1361.EH,Ore equivalenti (DC Energy Delta)
D.V1361.INTEGRAL,DC Energy Delta INTEGRAL
D.V1418.EH,Ore equivalenti (DC Energy Delta)
D.V1418.INTEGRAL,DC Energy Delta INTEGRAL
D.V1434.EH,Ore equivalenti (DC Energy Delta)
D.V1434.INTEGRAL,DC Energy Delta INTEGRAL
D.V144.EH,Ore equivalenti (DC Energy Delta)
D.V144.INTEGRAL,DC Energy Delta INTEGRAL
D.V1491.EH,Ore equivalenti (DC Energy Delta)
D.V1491.INTEGRAL,DC Energy Delta INTEGRAL
D.V1507.EH,Ore equivalenti (DC Energy Delta)
D.V1507.INTEGRAL,DC Energy Delta INTEGRAL
D.V1564.EH,Ore equivalenti (DC Energy Delta)
D.V1564.INTEGRAL,DC Energy Delta INTEGRAL
D.V1580.EH,Ore equivalenti (DC Energy Delta)
D.V1580.INTEGRAL,DC Energy Delta INTEGRAL
D.V1637.EH,Ore equivalenti (DC Energy Delta)
D.V1637.INTEGRAL,DC Energy Delta INTEGRAL
D.V1653.EH,Ore equivalenti (DC Energy Delta)
D.V1653.INTEGRAL,DC Energy Delta INTEGRAL
D.V1710.EH,Ore equivalenti (DC Energy Delta)
D.V1710.INTEGRAL,DC Energy Delta INTEGRAL
D.V1726.EH,Ore equivalenti (DC Energy Delta)
D.V1726.INTEGRAL,DC Energy Delta INTEGRAL
D.V1784.EH,Ore equivalenti (DC Energy Delta)
D.V1784.INTEGRAL,DC Energy Delta INTEGRAL
D.V1799.EH,Ore equivalenti (DC Energy Delta)
D.V1799.INTEGRAL,DC Energy Delta INTEGRAL
D.V1856.EH,Ore equivalenti (DC Energy Delta)
D.V1856.INTEGRAL,DC Energy Delta INTEGRAL
D.V1872.EH,Ore equivalenti (DC Energy Delta)
D.V1872.INTEGRAL,DC Energy Delta INTEGRAL
D.V1929.EH,Ore equivalenti (DC Energy Delta)
D.V1929.INTEGRAL,DC Energy Delta INTEGRAL
D.V1945.EH,Ore equivalenti (DC Energy Delta)
D.V1945.INTEGRAL,DC Energy Delta INTEGRAL
D.V2002.EH,Ore equivalenti (DC Energy Delta)
D.V2002.INTEGRAL,DC Energy Delta INTEGRAL
D.V2018.EH,Ore equivalenti (DC Energy Delta)
D.V2018.INTEGRAL,DC Energy Delta INTEGRAL
D.V2131.EH,Ore equivalenti (DC Energy Delta)
D.V2131.INTEGRAL,DC Energy Delta INTEGRAL
D.V2147.EH,Ore equivalenti (DC Energy Delta)
D.V2147.INTEGRAL,DC Energy Delta INTEGRAL
D.V2204.EH,Ore equivalenti (DC Energy Delta)
D.V2204.INTEGRAL,DC Energy Delta INTEGRAL
D.V2220.EH,Ore equivalenti (DC Energy Delta)
D.V2220.INTEGRAL,DC Energy Delta INTEGRAL
D.V2277.EH,Ore equivalenti (DC Energy Delta)
D.V2277.INTEGRAL,DC Energy Delta INTEGRAL
D.V2293.EH,Ore equivalenti (DC Energy Delta)
D.V2293.INTEGRAL,DC Energy Delta INTEGRAL
D.V2350.EH,Ore equivalenti (DC Energy Delta)
D.V2350.INTEGRAL,DC Energy Delta INTEGRAL
D.V236.EH,Ore equivalenti (DC Energy Delta)
D.V236.INTEGRAL,DC Energy Delta INTEGRAL
D.V2366.EH,Ore equivalenti (DC Energy Delta)
D.V2366.INTEGRAL,DC Energy Delta INTEGRAL
D.V2423.EH,Ore equivalenti (DC Energy Delta)
D.V2423.INTEGRAL,DC Energy Delta INTEGRAL
D.V2439.EH,Ore equivalenti (DC Energy Delta)
D.V2439.INTEGRAL,DC Energy Delta INTEGRAL
D.V2496.EH,Ore equivalenti (DC Energy Delta)
D.V2496.INTEGRAL,DC Energy Delta INTEGRAL
D.V2512.EH,Ore equivalenti (DC Energy Delta)
D.V2512.INTEGRAL,DC Energy Delta INTEGRAL
D.V252.EH,Ore equivalenti (DC Energy Delta)
D.V252.INTEGRAL,DC Energy Delta INTEGRAL
D.V2569.EH,Ore equivalenti (DC Energy Delta)
D.V2569.INTEGRAL,DC Energy Delta INTEGRAL
D.V2585.EH,Ore equivalenti (DC Energy Delta)
D.V2585.INTEGRAL,DC Energy Delta INTEGRAL
D.V2642.EH,Ore equivalenti (DC Energy Delta)
D.V2642.INTEGRAL,DC Energy Delta INTEGRAL
D.V2657.EH,Ore equivalenti (DC Energy Delta)
D.V2657.INTEGRAL,DC Energy Delta INTEGRAL
D.V2714.EH,Ore equivalenti (DC Energy Delta)
D.V2714.INTEGRAL,DC Energy Delta INTEGRAL
D.V2729.EH,Ore equivalenti (DC Energy Delta)
D.V2729.INTEGRAL,DC Energy Delta INTEGRAL
D.V2787.EH,Ore equivalenti (DC Energy Delta)
D.V2787.INTEGRAL,DC Energy Delta INTEGRAL
D.V2802.EH,Ore equivalenti (DC Energy Delta)
D.V2802.INTEGRAL,DC Energy Delta INTEGRAL
D.V2859.EH,Ore equivalenti (DC Energy Delta)
D.V2859.INTEGRAL,DC Energy Delta INTEGRAL
D.V2875.EH,Ore equivalenti (DC Energy Delta)
D.V2875.INTEGRAL,DC Energy Delta INTEGRAL
D.V2932.EH,Ore equivalenti (DC Energy Delta)
D.V2932.INTEGRAL,DC Energy Delta INTEGRAL
D.V2948.EH,Ore equivalenti (DC Energy Delta)
D.V2948.INTEGRAL,DC Energy Delta INTEGRAL
D.V3005.EH,Ore equivalenti (DC Energy Delta)
D.V3005.INTEGRAL,DC Energy Delta INTEGRAL
D.V3021.EH,Ore equivalenti (DC Energy Delta)
D.V3021.INTEGRAL,DC Energy Delta INTEGRAL
D.V310.EH,Ore equivalenti (DC Energy Delta)
D.V310.INTEGRAL,DC Energy Delta INTEGRAL
D.V326.EH,Ore equivalenti (DC Energy Delta)
D.V326.INTEGRAL,DC Energy Delta INTEGRAL
D.V384.EH,Ore equivalenti (DC Energy Delta)
D.V384.INTEGRAL,DC Energy Delta INTEGRAL
D.V400.EH,Ore equivalenti (DC Energy Delta)
D.V400.INTEGRAL,DC Energy Delta INTEGRAL
D.V458.EH,Ore equivalenti (DC Energy Delta)
D.V458.INTEGRAL,DC Energy Delta INTEGRAL
D.V474.EH,Ore equivalenti (DC Energy Delta)
D.V474.INTEGRAL,DC Energy Delta INTEGRAL
D.V532.EH,Ore equivalenti (DC Energy Delta)
D.V532.INTEGRAL,DC Energy Delta INTEGRAL
D.V548.EH,Ore equivalenti (DC Energy Delta)
D.V548.INTEGRAL,DC Energy Delta INTEGRAL
D.V606.EH,Ore equivalenti (DC Energy Delta)
D.V606.INTEGRAL,DC Energy Delta INTEGRAL
D.V622.EH,Ore equivalenti (DC Energy Delta)
D.V622.INTEGRAL,DC Energy Delta INTEGRAL
D.V680.EH,Ore equivalenti (DC Energy Delta)
D.V680.INTEGRAL,DC Energy Delta INTEGRAL
D.V696.EH,Ore equivalenti (DC Energy Delta)
D.V696.INTEGRAL,DC Energy Delta INTEGRAL
D.V754.EH,Ore equivalenti (DC Energy Delta)
D.V754.INTEGRAL,DC Energy Delta INTEGRAL
D.V770.EH,Ore equivalenti (DC Energy Delta)
D.V770.INTEGRAL,DC Energy Delta INTEGRAL
D.V828.EH,Ore equivalenti (DC Energy Delta)
D.V828.INTEGRAL,DC Energy Delta INTEGRAL
D.V844.EH,Ore equivalenti (DC Energy Delta)
D.V844.INTEGRAL,DC Energy Delta INTEGRAL
D.V903.EH,Ore equivalenti (DC Energy Delta)
D.V903.INTEGRAL,DC Energy Delta INTEGRAL
D.V919.EH,Ore equivalenti (DC Energy Delta)
D.V919.INTEGRAL,DC Energy Delta INTEGRAL
D.V978.EH,Ore equivalenti (DC Energy Delta)
D.V978.INTEGRAL,DC Energy Delta INTEGRAL
D.V993.EH,Ore equivalenti (DC Energy Delta)
D.V993.INTEGRAL,DC Energy Delta INTEGRAL
V1001,Expected Power AC
V1015,Expected Power AC
V1025,Expected Power AC
V1035,Expected Power AC
V1052,DC Energy Delta
V1053,DC Power
V1055,Power Ratio
V1067,DC Energy Delta
V1068,DC Power
V1070,Power Ratio
V1072,Performance Ratio
V1075,Expected Power AC
V1089,Expected Power AC
V1099,Expected Power AC
V1109,Expected Power AC
V1126,DC Energy Delta
V1127,DC Power
V1129,Power Ratio
V1142,DC Energy Delta
V1143,DC Power
V1145,Power Ratio
V1148,Expected Power AC
V116,DC Power
V1162,Expected Power AC
V117,DC Energy Delta
V1172,Expected Power AC
V1182,Expected Power AC
V1199,DC Energy Delta
V1200,DC Power
V1202,Power Ratio
V1215,DC Energy Delta
V1216,DC Power
V1218,Power Ratio
V1221,Expected Power AC
V1235,Expected Power AC
V1245,Expected Power AC
V1255,Expected Power AC
V1272,DC Energy Delta
V1273,DC Power
V1275,Power Ratio
V1288,DC Energy Delta
V1289,DC Power
V1291,Power Ratio
V1294,Expected Power AC
V1308,Expected Power AC
V1318,Expected Power AC
V1328,Expected Power AC
V1345,DC Energy Delta
V1346,DC Power
V1348,Power Ratio
V1361,DC Energy Delta
V1362,DC Power
V1364,Power Ratio
V1367,Expected Power AC
V1381,Expected Power AC
V1391,Expected Power AC
V1401,Expected Power AC
V1418,DC Energy Delta
V1419,DC Power
V1421,Power Ratio
V143,DC Power
V1434,DC Energy Delta
V1435,DC Power
V1437,Power Ratio
V144,DC Energy Delta
V1440,Expected Power AC
V1454,Expected Power AC
V1464,Expected Power AC
V1474,Expected Power AC
V1491,DC Energy Delta
V1492,DC Power
V1494,Power Ratio
V1507,DC Energy Delta
V1508,DC Power
V1510,Power Ratio
V1513,Expected Power AC
V1527,Expected Power AC
V1537,Expected Power AC
V1547,Expected Power AC
V1564,DC Energy Delta
V1565,DC Power
V1567,Power Ratio
V1580,DC Energy Delta
V1581,DC Power
V1583,Power Ratio
V1586,Expected Power AC
V1600,Expected Power AC
V1610,Expected Power AC
V1620,Expected Power AC
V163,Power Ratio
V1637,DC Energy Delta
V1638,DC Power
V164,Power Ratio
V1640,Power Ratio
V165,Performance Ratio
V1653,DC Energy Delta
V1654,DC Power
V1656,Power Ratio
V1659,Expected Power AC
V166,Expected Power AC
V167,Expected Power AC
V1673,Expected Power AC
V168,Expected Power AC
V1683,Expected Power AC
V169,Expected Power AC
V1693,Expected Power AC
V170,Expected Power AC
V1710,DC Energy Delta
V1711,DC Power
V1713,Power Ratio
V1726,DC Energy Delta
V1727,DC Power
V1729,Power Ratio
V1732,Expected Power AC
V1746,Expected Power AC
V1756,Expected Power AC
V1766,Expected Power AC
V1784,DC Energy Delta
V1785,DC Power
V1787,Power Ratio
V1799,DC Energy Delta
V1800,DC Power
V1802,Power Ratio
V1805,Expected Power AC
V1819,Expected Power AC
V1829,Expected Power AC
V1839,Expected Power AC
V184,Expected Power AC
V1856,DC Energy Delta
V1857,DC Power
V1859,Power Ratio
V1872,DC Energy Delta
V1873,DC Power
V1875,Power Ratio
V1878,Expected Power AC
V1892,Expected Power AC
V1902,Expected Power AC
V1912,Expected Power AC
V1929,DC Energy Delta
V1930,DC Power
V1932,Power Ratio
V1945,DC Energy Delta
V1946,DC Power
V1948,Power Ratio
V1951,Expected Power AC
V1965,Expected Power AC
V1975,Expected Power AC
V198,Expected Power AC
V1985,Expected Power AC
V2002,DC Energy Delta
V2003,DC Power
V2005,Power Ratio
V2018,DC Energy Delta
V2019,DC Power
V2021,Power Ratio
V2027,Expected Power AC
V2065,Performance Ratio
V2066,Performance Ratio
V2067,Performance Ratio
V2068,Performance Ratio
V2069,Performance Ratio
V2070,Performance Ratio
V2071,Performance Ratio
V2072,Performance Ratio
V2073,Performance Ratio
V2074,Performance Ratio
V2075,Performance Ratio
V2076,Performance Ratio
V2077,Performance Ratio
V208,Expected Power AC
V2080,Expected Power AC
V2094,Expected Power AC
V2104,Expected Power AC
V2114,Expected Power AC
V2131,DC Energy Delta
V2132,DC Power
V2134,Power Ratio
V2147,DC Energy Delta
V2148,DC Power
V2150,Power Ratio
V2153,Expected Power AC
V2167,Expected Power AC
V2177,Expected Power AC
V218,Expected Power AC
V2187,Expected Power AC
V2204,DC Energy Delta
V2205,DC Power
V2207,Power Ratio
V2220,DC Energy Delta
V2221,DC Power
V2223,Power Ratio
V2226,Expected Power AC
V2240,Expected Power AC
V2250,Expected Power AC
V2260,Expected Power AC
V2277,DC Energy Delta
V2278,DC Power
V2280,Power Ratio
V2293,DC Energy Delta
V2294,DC Power
V2296,Power Ratio
V2299,Expected Power AC
V2313,Expected Power AC
V2323,Expected Power AC
V2333,Expected Power AC
V2350,DC Energy Delta
V2351,DC Power
V2353,Power Ratio
V236,DC Energy Delta
V2366,DC Energy Delta
V2367,DC Power
V2369,Power Ratio
V237,DC Power
V2372,Expected Power AC
V2386,Expected Power AC
V239,Power Ratio
V2396,Expected Power AC
V2406,Expected Power AC
V2423,DC Energy Delta
V2424,DC Power
V2426,Power Ratio
V2439,DC Energy Delta
V2440,DC Power
V2442,Power Ratio
V2445,Expected Power AC
V2459,Expected Power AC
V2469,Expected Power AC
V2479,Expected Power AC
V2496,DC Energy Delta
V2497,DC Power
V2499,Power Ratio
V2512,DC Energy Delta
V2513,DC Power
V2515,Power Ratio
V2518,Expected Power AC
V252,DC Energy Delta
V253,DC Power
V2532,Expected Power AC
V2542,Expected Power AC
V255,Power Ratio
V2552,Expected Power AC
V256,Performance Ratio
V2569,DC Energy Delta
V2570,DC Power
V2572,Power Ratio
V2585,DC Energy Delta
V2586,DC Power
V2588,Power Ratio
V259,Expected Power AC
V2591,Expected Power AC
V2605,Expected Power AC
V2615,Expected Power AC
V2625,Expected Power AC
V2642,DC Energy Delta
V2643,DC Power
V2645,Power Ratio
V2657,DC Energy Delta
V2658,DC Power
V2660,Power Ratio
V2663,Expected Power AC
V2677,Expected Power AC
V2687,Expected Power AC
V2697,Expected Power AC
V2714,DC Energy Delta
V2715,DC Power
V2717,Power Ratio
V2729,DC Energy Delta
V273,Expected Power AC
V2730,DC Power
V2732,Power Ratio
V2735,Expected Power AC
V2749,Expected Power AC
V2759,Expected Power AC
V2769,Expected Power AC
V2787,DC Energy Delta
V2788,DC Power
V2790,Power Ratio
V2802,DC Energy Delta
V2803,DC Power
V2805,Power Ratio
V2808,Expected Power AC
V2822,Expected Power AC
V283,Expected Power AC
V2832,Expected Power AC
V2842,Expected Power AC
V2859,DC Energy Delta
V2860,DC Power
V2862,Power Ratio
V2875,DC Energy Delta
V2876,DC Power
V2878,Power Ratio
V2881,Expected Power AC
V2895,Expected Power AC
V2905,Expected Power AC
V2915,Expected Power AC
V293,Expected Power AC
V2932,DC Energy Delta
V2933,DC Power
V2935,Power Ratio
V2948,DC Energy Delta
V2949,DC Power
V2951,Power Ratio
V2954,Expected Power AC
V2968,Expected Power AC
V2978,Expected Power AC
V2988,Expected Power AC
V3005,DC Energy Delta
V3006,DC Power
V3008,Power Ratio
V3021,DC Energy Delta
V3022,DC Power
V3024,Power Ratio
