ID,Name,Type,Description,OID,Properties,Source,Visible,Enabled
80,IN24 - Libero,DIGITAL_INPUT,,1.1.17:80,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'mask': 'AND', 'mask_value': '80', 'register': '30003', 'sampling_period': '-1', 'shift': '', 'skc': '0'}",sundra,True,True
800,Current L3,CURRENT,,1.1.10.3:800,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
802,Grid Frequency,GRID_FREQUENCY,,1.1.10.3:802,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
803,Module Board Temperature,TEMPERATURE,,1.1.10.3:803,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3307C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
804,Voltage L1,GRID_VOLTAGE,,1.1.10.3:804,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
805,Voltage L2,GRID_VOLTAGE,,1.1.10.3:805,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
806,Voltage L3,GRID_VOLTAGE,,1.1.10.3:806,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33073', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
807,Active Power AC,AC_ACTIVE_POWER,,1.1.10.4:807,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.807.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.807.PERC', 'register': '34077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
808,Current L1,CURRENT,,1.1.10.4:808,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
809,Current L2,CURRENT,,1.1.10.4:809,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
81,Energy AC,AC_ACTIVE_ENERGY,,1.1.14:81,"{'c_high_pass': '', 'c_low_pass': '', 'cast': 'U32', 'copy_to': '', 'counter_link': '', 'data_age_lmt': '0', 'eh_link': 'D.81.EH', 'endian': 'BE', 'energy_alerts': '1', 'energy_heuristic': '0', 'energy_link': 'D.81.DELTA', 'is_raw': '1', 'mask': '', 'mask_value': '1', 'register': '3C65C', 'sampling_period': '300', 'shift': ''}",sundra,True,True
810,Current L3,CURRENT,,1.1.10.4:810,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
812,Grid Frequency,GRID_FREQUENCY,,1.1.10.4:812,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
813,Module Board Temperature,TEMPERATURE,,1.1.10.4:813,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3407C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
814,Voltage L1,GRID_VOLTAGE,,1.1.10.4:814,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
815,Voltage L2,GRID_VOLTAGE,,1.1.10.4:815,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
816,Voltage L3,GRID_VOLTAGE,,1.1.10.4:816,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34073', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
817,DC Current 01,DC_CURRENT,,1.1.10.5:817,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301062', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
818,DC Current 02,DC_CURRENT,,1.1.10.5:818,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301063', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
819,DC Current 03,DC_CURRENT,,1.1.10.5:819,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301064', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
82,Grid Frequency,GRID_FREQUENCY,,1.1.1.1:82,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'copy_to': '', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '\t31050', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
820,DC Current 04,DC_CURRENT,,1.1.10.5:820,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301065', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
821,DC Current 05,DC_CURRENT,,1.1.10.5:821,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301066', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
822,DC Current 06,DC_CURRENT,,1.1.10.5:822,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301067', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
823,DC Current 07,DC_CURRENT,,1.1.10.5:823,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301068', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
824,DC Current 08,DC_CURRENT,,1.1.10.5:824,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301069', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
825,DC Current 09,DC_CURRENT,,1.1.10.5:825,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106A', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
826,DC Current 10,DC_CURRENT,,1.1.10.5:826,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106B', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
827,DC Current 11,DC_CURRENT,,1.1.10.5:827,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106C', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
83,Voltage L1,GRID_VOLTAGE,,1.1.1.1:83,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'copy_to': '', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31051', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
830,DC Voltage,VOLTAGE,,1.1.10.5:830,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'register': '301060', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
832,DC Current 01,DC_CURRENT,,1.1.10.6:832,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301062', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
833,DC Current 02,DC_CURRENT,,1.1.10.6:833,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301063', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
834,DC Current 03,DC_CURRENT,,1.1.10.6:834,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301064', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
835,DC Current 04,DC_CURRENT,,1.1.10.6:835,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301065', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
836,DC Current 05,DC_CURRENT,,1.1.10.6:836,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301066', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
837,DC Current 06,DC_CURRENT,,1.1.10.6:837,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301067', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
838,DC Current 07,DC_CURRENT,,1.1.10.6:838,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301068', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
839,DC Current 08,DC_CURRENT,,1.1.10.6:839,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301069', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
84,Voltage L2,GRID_VOLTAGE,,1.1.1.1:84,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'copy_to': '', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31052', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
840,DC Current 09,DC_CURRENT,,1.1.10.6:840,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106A', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
841,DC Current 10,DC_CURRENT,,1.1.10.6:841,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106B', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
842,DC Current 11,DC_CURRENT,,1.1.10.6:842,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106C', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
846,DC Voltage,VOLTAGE,,1.1.10.6:846,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'register': '301060', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
849,DC Current 12,DC_CURRENT,,1.1.10.5:849,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'capacity': '4.6', 'cast': 'U16', 'copy_to': '', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '30106D', 'sampling_period': '300', 'shift': '', 'skc_link': '', 'string_count': '1', 'sun_filter': '1', 'virtuals': '1', 'voltage_link': ''}",sundra,True,True
85,Voltage L3,GRID_VOLTAGE,,1.1.1.1:85,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'copy_to': '', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31053', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
850,Active Power,AC_ACTIVE_POWER,,1.1.11.1:850,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'energy_link': 'D.850.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'power_link': 'D.850.PERC', 'register': '31057', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
851,Energy AC,AC_ACTIVE_ENERGY,,1.1.11.1:851,"{'c_high_pass': '', 'c_low_pass': '', 'cast': 'U32', 'counter_link': '', 'data_age_lmt': '0', 'eh_link': 'D.851.EH', 'endian': 'BE', 'energy_alerts': '1', 'energy_heuristic': '0', 'energy_link': 'D.851.DELTA', 'is_raw': '1', 'mask': '', 'mask_value': '1', 'register': '31095', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
853,Grid Frequency,GRID_FREQUENCY,,1.1.11.1:853,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '\t31050', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
854,System - Alarms,STATUS,,1.1.11.1:854,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31040', 'sampling_period': '-1', 'shift': '', 'status_map': '7', 'sun_filter': '1'}",sundra,True,True
855,System - States,STATUS,,1.1.11.1:855,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31020', 'sampling_period': '-1', 'shift': '', 'status_map': '5', 'sun_filter': '1'}",sundra,True,True
856,System - Warnings,STATUS,,1.1.11.1:856,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31030', 'sampling_period': '-1', 'shift': '', 'status_map': '6', 'sun_filter': '1'}",sundra,True,True
857,Temperature,TEMPERATURE,,1.1.11.1:857,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31064', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
858,Voltage L1,GRID_VOLTAGE,,1.1.11.1:858,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31051', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
859,Voltage L2,GRID_VOLTAGE,,1.1.11.1:859,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31052', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
86,Active Power AC,AC_ACTIVE_POWER,,1.1.1.2:86,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.86.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.86.PERC', 'register': '32077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
