,172,D.156.DELTA,D.171.ISIRR,SARAH DNI - backwards,SARAH Diffuse Shortwave Radiation,SARAH Diffuse Shortwave Radiation@,SARAH Direct Shortwave Radiation,SARAH Direct Shortwave Radiation@,SARAH Global tilted radiation GTI,SARAH Photosynthetic active radiation,SARAH Photosynthetic photon flux density,SARAH Shortwave Radiation,NEMS4 Sunshine Duration,NEMS4 Cloud Cover Total,SARAH Clearsky Shortwave
2022-03-18 07:00:00,3.226,440.0,675.62,,,0.0,,0.0,,,,,53.939396,10.0,
2022-03-18 08:00:00,4.607,3344.0,836.143,763.0,142.0,358.4164,437.0,266.91025,818.3952,277.91998,1270.0944,579.0,53.939396,10.0,579.0
2022-03-18 09:00:00,5.69,3572.0,939.744,795.0,151.0,345.48233,507.0,362.23257,937.14185,315.84,1443.3888,658.0,0.0,100.0,658.0
2022-03-18 10:00:00,6.827,3452.0,972.46,817.0,156.0,319.09464,561.0,417.26657,1025.3832,344.16,1572.8113,717.0,0.0,100.0,717.0
2022-03-18 11:00:00,7.632,3040.0,792.876,818.0,157.0,279.25143,561.0,427.8242,1027.3708,344.63998,1575.0048,718.0,19.999998,66.0,718.0
2022-03-18 12:00:00,7.811,2232.0,594.932,602.0,216.0,184.3537,388.0,384.14148,830.81683,289.91998,1324.9343,604.0,25.454548,57.0,660.0
2022-03-18 13:00:00,7.346,1480.0,426.254,461.0,224.0,117.632866,251.0,304.03952,633.31396,228.0,1041.9601,475.0,0.0,100.0,549.0
2022-03-18 14:00:00,6.457,836.0,223.692,491.0,152.0,61.42701,208.0,229.19995,484.69626,172.8,789.69604,360.0,0.0,100.0,396.0
2022-03-18 15:00:00,4.978,148.0,45.06,404.0,99.0,65.7965,100.0,63.0082,262.7844,95.52,436.5264,199.0,25.454548,57.0,219.0
2022-03-18 16:00:00,2.83,0.0,0.506,183.0,26.0,8.891928,22.0,0.08224964,64.55677,23.039999,105.2928,48.0,56.9697,5.0,50.0
2022-03-18 17:00:00,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.717844,16.0,0.0
2022-03-18 18:00:00,-0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 19:00:00,-0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 20:00:00,-2.626,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 21:00:00,-2.165,0.0,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 22:00:00,-0.284,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 23:00:00,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 00:00:00,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 01:00:00,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 02:00:00,-1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 03:00:00,-2.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 04:00:00,-3.249,44.0,24.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 05:00:00,-1.194,476.0,148.949,121.0,28.0,53.482742,15.0,21.029343,45.252193,20.64,94.3248,43.0,46.283333,0.0,51.0
2022-03-19 06:00:00,1.91,1456.0,416.758,234.0,101.0,187.13426,69.0,83.95305,208.56941,81.6,372.91202,170.0,60.0,0.0,220.0
2022-03-19 07:00:00,3.512,2060.0,538.542,542.0,148.0,308.949,223.0,159.20032,494.0672,178.08,813.8256,371.0,60.0,0.0,398.0
2022-03-19 08:00:00,3.929,1268.0,330.197,277.0,242.0,165.54477,147.0,278.4651,481.5077,186.72,853.3104,389.0,32.727272,45.0,551.0
2022-03-19 09:00:00,4.669,1660.0,431.006,49.0,303.0,152.39522,31.0,206.52873,353.29544,160.31999,732.6624,334.0,35.757576,40.0,664.0
2022-03-19 10:00:00,5.455,2212.0,679.565,276.0,306.0,132.29301,192.0,378.94202,627.391,239.04,1092.4128,498.0,10.30303,82.0,723.0
2022-03-19 11:00:00,6.228,2680.0,761.217,448.0,296.0,183.7896,309.0,411.95496,803.7258,290.4,1327.128,605.0,7.878789,86.0,723.0
2022-03-19 12:00:00,7.584,3300.0,862.51,798.0,151.0,228.31398,514.0,397.76416,944.2182,319.19998,1458.744,665.0,60.0,0.0,665.0
2022-03-19 13:00:00,7.942,2388.0,674.626,751.0,139.0,166.717,415.0,325.49615,781.745,265.91998,1215.2544,554.0,21.818182,63.0,554.0
2022-03-19 14:00:00,7.933,1476.0,394.782,613.0,127.0,92.77293,263.0,222.75366,540.2468,187.2,855.504,390.0,29.09091,51.0,401.0
2022-03-19 15:00:00,7.221,516.0,156.504,527.0,83.0,59.285625,140.0,86.121704,301.15515,107.04,489.17282,223.0,43.636364,27.0,223.0
2022-03-19 16:00:00,5.224,8.0,4.104,185.0,27.0,9.978865,23.0,0.116189,65.814354,24.0,109.68001,50.0,60.0,0.0,53.0
2022-03-19 17:00:00,2.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.416666,0.0,0.0
2022-03-19 18:00:00,1.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 19:00:00,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 20:00:00,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 21:00:00,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 22:00:00,-0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 23:00:00,-1.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 00:00:00,-2.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 01:00:00,-2.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 02:00:00,-2.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 03:00:00,-3.191,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 04:00:00,-2.704,32.0,22.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 05:00:00,-0.287,528.0,172.997,183.0,27.0,57.31486,24.0,22.594746,54.475994,24.48,111.873604,51.0,48.15,0.0,55.0
2022-03-20 06:00:00,3.607,1404.0,376.874,481.0,92.0,191.56009,127.0,86.35886,284.5093,105.119995,480.3984,219.0,60.0,0.0,226.0
2022-03-20 07:00:00,6.255,2176.0,616.4,477.0,163.0,294.24118,203.0,165.86041,476.22995,175.68,802.8576,366.0,38.181816,36.0,404.0
2022-03-20 08:00:00,8.564,2892.0,754.704,708.0,154.0,352.62427,399.0,277.52228,764.8974,265.44,1213.0609,553.0,58.18182,3.0,563.0
2022-03-20 09:00:00,9.292,3176.0,838.596,511.0,252.0,250.51965,327.0,371.1577,770.08777,277.91998,1270.0944,579.0,60.0,0.0,673.0
2022-03-20 10:00:00,10.931,3304.0,964.398,821.0,158.0,322.3998,571.0,425.66837,1030.8127,349.91998,1599.1344,729.0,52.121212,13.0,729.0
2022-03-20 11:00:00,11.358,3472.0,914.833,790.0,170.0,274.00363,550.0,434.92264,1015.5138,345.6,1579.3921,720.0,33.939392,43.0,729.0
2022-03-20 12:00:00,11.542,2680.0,705.927,800.0,151.0,229.57387,519.0,401.3791,946.07275,321.6,1469.712,670.0,60.0,0.0,670.0
2022-03-20 13:00:00,11.794,2228.0,588.287,662.0,170.0,152.56865,366.0,324.04187,739.92737,257.28,1175.7697,536.0,60.0,0.0,558.0
2022-03-20 14:00:00,11.931,1148.0,337.153,534.0,147.0,52.803146,231.0,253.6617,505.57208,181.44,829.18085,378.0,60.0,0.0,405.0
2022-03-20 15:00:00,10.555,284.0,71.044,285.0,110.0,72.490166,74.0,48.345924,223.47351,88.32,403.6224,184.0,60.0,0.0,227.0
2022-03-20 16:00:00,8.12,4.0,1.156,137.0,31.0,10.081146,16.0,0.1059227,55.074684,22.56,103.099205,47.0,60.0,0.0,55.0
2022-03-20 17:00:00,5.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0
2022-03-20 18:00:00,1.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 19:00:00,-0.41,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 20:00:00,-1.07,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 21:00:00,-1.918,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 22:00:00,-1.837,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20 23:00:00,-2.519,0.0,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 00:00:00,-3.524,0.0,1.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 01:00:00,-2.623,0.0,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 02:00:00,-2.781,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 03:00:00,-2.787,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 04:00:00,-2.437,40.0,25.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 05:00:00,0.943,588.0,191.33,188.0,29.0,61.20835,25.0,24.19226,56.6734,25.92,118.45441,54.0,50.016666,0.0,58.0
2022-03-21 06:00:00,4.533,1636.0,435.967,536.0,85.0,195.97006,147.0,88.777405,302.59854,111.36,508.91522,232.0,40.606064,32.0,232.0
2022-03-21 07:00:00,7.457,2392.0,658.483,675.0,119.0,317.32822,291.0,165.01614,556.9071,196.8,899.37604,410.0,60.0,0.0,410.0
2022-03-21 08:00:00,9.904,3224.0,843.209,757.0,140.0,366.1375,429.0,279.8011,788.1381,273.12,1248.1584,569.0,39.39394,34.0,569.0
2022-03-21 09:00:00,12.145,3504.0,955.301,801.0,152.0,349.9247,524.0,375.2961,945.9602,324.47998,1482.8735,676.0,39.999996,33.0,676.0
2022-03-21 10:00:00,13.011,2896.0,900.113,630.0,235.0,267.08615,441.0,426.3168,917.3678,324.47998,1482.8735,676.0,24.242424,59.0,734.0
2022-03-21 11:00:00,14.618,3624.0,988.392,793.0,170.0,275.8843,556.0,438.8909,1018.7395,348.47998,1592.5536,726.0,27.272726,54.0,734.0
2022-03-21 12:00:00,15.104,3144.0,832.031,801.0,152.0,230.84898,523.0,404.97827,947.6237,324.0,1480.68,675.0,38.78788,35.0,675.0
2022-03-21 13:00:00,16.052,2380.0,691.566,755.0,139.0,169.08081,424.0,331.94037,784.80664,270.24,1234.9968,563.0,53.939396,10.0,563.0
2022-03-21 14:00:00,15.468,844.0,196.284,366.0,171.0,89.017746,166.0,184.7712,422.37643,161.76,739.2432,337.0,38.181816,36.0,409.0
2022-03-21 15:00:00,14.36,180.0,45.078,240.0,119.0,74.050316,65.0,47.621025,218.48776,88.32,403.6224,184.0,32.121212,46.0,231.0
2022-03-21 16:00:00,12.403,4.0,0.649,106.0,33.0,10.53406,13.0,0.111515045,52.109,22.08,100.9056,46.0,19.393942,67.0,58.0
2022-03-21 17:00:00,11.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.065993,71.0,0.0
2022-03-21 18:00:00,11.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
2022-03-21 19:00:00,11.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
2022-03-21 20:00:00,10.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 21:00:00,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 22:00:00,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21 23:00:00,7.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 00:00:00,6.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 01:00:00,6.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 02:00:00,6.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 03:00:00,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 04:00:00,6.409,40.0,20.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 05:00:00,7.92,568.0,183.841,211.0,31.0,65.16089,29.0,25.821213,61.93605,28.8,131.616,60.0,51.883335,0.0,65.0
2022-03-22 06:00:00,10.817,1584.0,425.026,563.0,84.0,200.36555,156.0,91.20949,310.4272,115.2,526.464,240.0,0.0,100.0,238.0
2022-03-22 07:00:00,12.923,2292.0,645.208,678.0,120.0,320.84912,296.0,168.44318,560.1585,199.68,912.5376,416.0,0.0,100.0,416.0
2022-03-22 08:00:00,15.107,3180.0,826.851,758.0,141.0,362.16257,429.0,285.25406,783.9032,273.6,1250.352,570.0,0.0,100.0,570.0
2022-03-22 09:00:00,16.314,3536.0,925.838,803.0,153.0,351.45825,529.0,379.59583,948.6637,327.36,1496.0352,682.0,60.0,0.0,682.0
2022-03-22 10:00:00,17.021,3328.0,962.565,824.0,159.0,324.79135,581.0,433.95468,1035.0382,355.19998,1623.264,740.0,60.0,0.0,740.0
2022-03-22 11:00:00,16.933,3568.0,940.763,824.0,158.0,283.14575,580.0,443.37982,1033.6483,354.24,1618.8768,738.0,0.0,100.0,738.0
2022-03-22 12:00:00,17.356,3040.0,795.514,803.0,152.0,232.15715,528.0,408.53766,949.4513,326.4,1491.6481,680.0,60.0,0.0,680.0
2022-03-22 13:00:00,16.897,2276.0,639.496,792.0,127.0,176.27368,449.0,336.71295,801.62866,276.47998,1263.5135,576.0,60.0,0.0,568.0
2022-03-22 14:00:00,15.25,1552.0,400.973,639.0,127.0,98.85514,280.0,232.46292,552.5104,195.36,892.7952,407.0,60.0,0.0,414.0
2022-03-22 15:00:00,13.584,540.0,150.711,539.0,86.0,59.59963,150.0,97.48816,308.95065,113.28,517.68964,236.0,60.0,0.0,236.0
2022-03-22 16:00:00,11.389,12.0,4.08,245.0,32.0,14.893345,30.0,0.34479046,76.90281,29.76,136.0032,62.0,60.0,0.0,63.0
2022-03-22 17:00:00,9.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1734,4.0,0.0
2022-03-22 18:00:00,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 19:00:00,6.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 20:00:00,4.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 21:00:00,4.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 22:00:00,2.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22 23:00:00,2.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 00:00:00,2.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 01:00:00,2.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 02:00:00,2.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 03:00:00,1.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 04:00:00,1.58,48.0,25.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 05:00:00,3.762,608.0,195.279,223.0,33.0,69.16555,32.0,27.478996,65.969246,31.199999,142.584,65.0,53.75,0.0,69.0
2022-03-23 06:00:00,8.353,1652.0,441.685,547.0,88.0,204.7441,156.0,93.6537,309.86703,117.119995,535.2384,244.0,60.0,0.0,244.0
2022-03-23 07:00:00,12.049,2360.0,670.285,682.0,121.0,323.63504,302.0,172.5758,564.7703,203.04,927.8928,423.0,60.0,0.0,423.0
2022-03-23 08:00:00,14.02,3232.0,849.352,760.0,141.0,363.4982,435.0,289.70602,787.1074,276.47998,1263.5135,576.0,60.0,0.0,576.0
2022-03-23 09:00:00,15.254,3588.0,956.991,805.0,154.0,353.01675,534.0,383.871,951.3517,330.24,1509.1968,688.0,60.0,0.0,688.0
2022-03-23 10:00:00,16.085,3344.0,986.024,826.0,159.0,326.53137,587.0,438.06384,1037.9694,358.08,1636.4257,746.0,60.0,0.0,746.0
2022-03-23 11:00:00,16.996,3532.0,951.571,825.0,159.0,285.9745,586.0,447.37848,1037.819,357.6,1634.232,745.0,60.0,0.0,745.0
2022-03-23 12:00:00,17.333,3132.0,831.371,804.0,154.0,234.28137,532.0,412.2234,952.1349,329.28,1504.8097,686.0,60.0,0.0,686.0
2022-03-23 13:00:00,17.426,2444.0,645.062,759.0,141.0,172.21613,432.0,338.4869,788.60614,275.04,1256.9329,573.0,60.0,0.0,573.0
2022-03-23 14:00:00,16.987,1392.0,407.765,679.0,120.0,103.93099,298.0,237.00534,566.24994,200.64,916.9248,418.0,60.0,0.0,418.0
2022-03-23 15:00:00,16.012,544.0,150.664,543.0,87.0,59.76631,153.0,101.00688,310.97952,115.2,526.464,240.0,60.0,0.0,240.0
2022-03-23 16:00:00,12.333,16.0,3.956,253.0,32.0,16.22217,32.0,0.41404915,78.09323,30.72,140.3904,64.0,60.0,0.0,66.0
2022-03-23 17:00:00,6.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0
2022-03-23 18:00:00,4.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 19:00:00,3.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 20:00:00,4.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 21:00:00,2.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 22:00:00,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 23:00:00,0.326,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 00:00:00,-1.153,0.0,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 01:00:00,-0.957,0.0,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 02:00:00,-1.371,0.0,1.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 03:00:00,-1.53,0.0,1.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 04:00:00,-1.258,52.0,28.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 05:00:00,3.692,588.0,183.133,241.0,36.0,73.21682,34.0,29.163544,69.658485,33.6,153.552,70.0,55.616665,0.0,74.0
2022-03-24 06:00:00,8.402,1568.0,420.526,553.0,89.0,209.10463,161.0,96.10939,313.6848,120.0,548.4,250.0,60.0,0.0,250.0
2022-03-24 07:00:00,13.556,2240.0,643.503,685.0,122.0,326.39346,307.0,176.7052,567.9474,205.92,941.05444,429.0,60.0,0.0,429.0
2022-03-24 08:00:00,16.977,3064.0,817.619,763.0,142.0,364.8619,440.0,294.13162,789.93256,279.36,1276.6752,582.0,60.0,0.0,582.0
2022-03-24 09:00:00,19.405,3384.0,930.157,807.0,154.0,354.59836,540.0,388.12326,954.30365,333.12,1522.3584,694.0,58.18182,3.0,694.0
2022-03-24 10:00:00,21.241,3188.0,971.689,828.0,159.0,327.289,592.0,442.13123,1030.9335,360.47998,1647.3936,751.0,60.0,0.0,751.0
2022-03-24 11:00:00,22.539,3324.0,918.449,827.0,159.0,287.03036,591.0,451.18088,1030.8024,360.0,1645.2001,750.0,60.0,0.0,750.0
2022-03-24 12:00:00,23.342,2832.0,767.334,806.0,154.0,235.62172,537.0,415.75073,953.9086,331.68,1515.7776,691.0,60.0,0.0,691.0
2022-03-24 13:00:00,23.708,2016.0,583.125,760.0,142.0,173.80101,436.0,341.74377,790.4671,277.44,1267.9009,578.0,60.0,0.0,578.0
2022-03-24 14:00:00,23.238,1316.0,348.388,681.0,121.0,105.64726,302.0,240.02678,568.68195,203.04,927.8928,423.0,60.0,0.0,423.0
2022-03-24 15:00:00,21.529,400.0,110.041,547.0,88.0,59.90224,156.0,104.565216,317.90332,117.119995,535.2384,244.0,60.0,0.0,244.0
2022-03-24 16:00:00,17.141,12.0,1.928,258.0,34.0,18.092638,34.0,0.5323105,81.32205,32.64,149.16481,68.0,60.0,0.0,69.0
2022-03-24 17:00:00,15.757,0.0,1.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.766666,0.0,0.0
2022-03-24 18:00:00,14.238,0.0,1.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-03-24 19:00:00,13.362,0.0,1.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 20:00:00,11.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 21:00:00,9.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2022-03-24 22:00:00,7.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24 23:00:00,7.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25 00:00:00,7.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25 01:00:00,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25 02:00:00,6.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25 03:00:00,5.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25 04:00:00,5.559,56.0,25.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25 05:00:00,9.215,580.0,183.074,184.0,41.0,77.310165,27.0,30.8732,65.69939,32.64,149.16481,68.0,57.483334,0.0,79.0
2022-03-25 06:00:00,12.536,1368.0,374.065,472.0,104.0,213.44588,140.0,98.57585,295.3993,117.119995,535.2384,244.0,60.0,0.0,256.0
2022-03-25 07:00:00,14.218,2108.0,616.737,664.0,129.0,329.12576,301.0,180.83054,561.8468,206.4,943.248,430.0,60.0,0.0,435.0
2022-03-25 08:00:00,15.18,2100.0,565.211,620.0,194.0,322.7564,361.0,304.71936,724.41046,266.4,1217.448,555.0,0.0,100.0,594.0
2022-03-25 09:00:00,14.015,620.0,116.827,41.0,243.0,199.32182,26.0,88.3376,273.71716,129.12,590.0784,269.0,53.939396,10.0,699.0
2022-03-25 10:00:00,11.756,380.0,82.844,0.0,171.0,168.70113,0.0,6.425873,151.72498,82.08,375.10562,171.0,16.969696,71.0,757.0
2022-03-25 11:00:00,11.964,776.0,199.062,0.0,162.0,154.75331,0.0,4.686844,143.23209,77.759995,355.3632,162.0,0.0,100.0,756.0
2022-03-25 12:00:00,10.912,484.0,108.615,1.0,200.0,180.15068,0.0,8.423981,179.52808,96.0,438.72003,200.0,0.0,100.0,695.0
2022-03-25 13:00:00,10.38,788.0,201.117,1.0,168.0,143.95398,0.0,6.003296,149.3763,80.64,368.5248,168.0,0.0,100.0,582.0
2022-03-25 14:00:00,10.929,364.0,104.751,186.0,173.0,133.6844,79.0,72.634735,283.6266,120.96,552.78723,252.0,0.0,100.0,427.0
2022-03-25 15:00:00,10.342,220.0,58.394,230.0,115.0,80.478905,65.0,41.580406,207.70776,86.4,394.84802,180.0,0.0,100.0,248.0
2022-03-25 16:00:00,8.554,16.0,2.336,162.0,40.0,16.856756,20.0,0.40049744,65.09984,28.8,131.616,60.0,0.0,100.0,72.0
2022-03-25 17:00:00,7.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94394,30.0,0.0
2022-03-25 18:00:00,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
2022-03-25 19:00:00,6.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
