,172,D.156.DELTA,D.171.ISIRR,SARAH DNI - backwards,SARAH Diffuse Shortwave Radiation,SARAH Diffuse Shortwave Radiation@,SARAH Direct Shortwave Radiation,SARAH Direct Shortwave Radiation@,SARAH Global tilted radiation GTI,SARAH Photosynthetic active radiation,SARAH Photosynthetic photon flux density,SARAH Shortwave Radiation,NEMS4 Sunshine Duration,NEMS4 Cloud Cover Total,SARAH Clearsky Shortwave
2022-10-07 20:00:00,16.144,0.0,2.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0
2022-10-07 21:00:00,14.877,0.0,2.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07 22:00:00,13.871,0.0,2.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07 23:00:00,14.316,0.0,2.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08 00:00:00,14.079,0.0,2.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2000003,0.0
2022-10-08 01:00:00,13.936,0.0,2.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08 02:00:00,13.466,0.0,2.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0
2022-10-08 03:00:00,12.902,0.0,2.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08 04:00:00,13.288,44.0,32.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2022-10-08 05:00:00,14.974,584.0,212.442,150.0,29.0,49.68794,18.0,19.491177,71.71153,22.56,103.099205,47.0,42.217777,6.6000004,52.0
2022-10-08 06:00:00,17.286,1508.0,447.3,517.0,77.0,176.4253,136.0,78.54817,351.56058,102.24,467.23682,213.0,54.909092,8.400001,213.0
2022-10-08 07:00:00,19.575,2308.0,656.308,654.0,107.0,289.68887,268.0,147.12466,593.142,180.0,822.60004,375.0,57.454544,4.2000003,375.0
2022-10-08 08:00:00,21.798,2840.0,819.382,729.0,125.0,327.3919,384.0,249.7287,793.56195,244.31999,1116.5424,509.0,60.0,0.0,509.0
2022-10-08 09:00:00,23.077,3104.0,904.97,769.0,134.0,308.22824,465.0,329.55386,928.709,287.52,1313.9664,599.0,60.0,0.0,599.0
2022-10-08 10:00:00,23.649,3136.0,917.116,784.0,138.0,276.65833,498.0,368.0396,983.8565,305.28,1395.1296,636.0,42.424244,29.0,636.0
2022-10-08 11:00:00,24.636,2712.0,855.868,777.0,136.0,233.38475,481.0,363.2536,954.8675,296.16,1353.4513,617.0,60.0,0.0,617.0
2022-10-08 12:00:00,24.778,2520.0,716.56,778.0,117.0,183.75797,432.0,318.64352,856.78534,263.52,1204.2864,549.0,60.0,0.0,543.0
2022-10-08 13:00:00,24.617,1808.0,513.208,682.0,114.0,116.43597,307.0,238.92542,657.76483,202.08,923.5056,421.0,60.0,0.0,421.0
2022-10-08 14:00:00,23.708,848.0,269.009,552.0,90.0,49.807987,173.0,138.94403,416.79388,126.24,576.9168,263.0,60.0,0.0,265.0
2022-10-08 15:00:00,20.916,36.0,33.237,250.0,52.0,32.01707,39.0,3.3725777,143.19852,43.68,199.61761,91.0,60.0,0.0,99.0
2022-10-08 16:00:00,17.201,0.0,2.326,10.0,2.0,0.0,0.0,0.0,1.6947939,0.96,4.3872,2.0,39.433334,0.0,2.0
2022-10-08 17:00:00,15.008,0.0,2.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08 18:00:00,13.595,0.0,2.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08 19:00:00,13.55,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08 20:00:00,13.572,0.0,2.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
2022-10-08 21:00:00,12.83,0.0,2.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
2022-10-08 22:00:00,12.396,0.0,2.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400001,0.0
2022-10-08 23:00:00,11.533,0.0,2.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400001,0.0
2022-10-09 00:00:00,10.658,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7000003,0.0
2022-10-09 01:00:00,10.408,0.0,2.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0
2022-10-09 02:00:00,9.962,0.0,2.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
2022-10-09 03:00:00,9.415,0.0,2.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2000003,0.0
2022-10-09 04:00:00,8.325,64.0,34.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
2022-10-09 05:00:00,11.795,600.0,221.391,141.0,28.0,47.159515,17.0,18.466125,69.33165,21.6,98.712006,45.0,42.250656,3.9,50.0
2022-10-09 06:00:00,15.657,1460.0,434.812,417.0,87.0,173.21986,110.0,76.85361,318.32016,94.56,432.1392,197.0,43.636364,27.0,209.0
2022-10-09 07:00:00,19.103,2224.0,647.121,610.0,114.0,286.41666,250.0,144.95541,574.68524,174.72,798.47046,364.0,56.909092,5.1000004,371.0
2022-10-09 08:00:00,21.754,2744.0,803.049,727.0,124.0,325.79004,380.0,246.22333,791.67175,241.92,1105.5745,504.0,50.303032,16.0,504.0
2022-10-09 09:00:00,23.207,2972.0,880.568,768.0,134.0,306.8735,460.0,325.7924,926.517,285.12,1302.9984,594.0,43.636364,27.0,594.0
2022-10-09 10:00:00,24.566,2800.0,910.718,783.0,138.0,275.46967,493.0,364.10065,981.6675,302.88,1384.1616,631.0,54.545452,9.0,631.0
2022-10-09 11:00:00,25.043,2880.0,849.976,775.0,136.0,231.37611,475.0,359.1568,950.93024,293.28,1340.2897,611.0,14.545455,75.0,611.0
2022-10-09 12:00:00,25.38,2452.0,707.812,776.0,117.0,181.77415,426.0,314.5642,852.70734,260.63998,1191.1248,543.0,0.0,100.0,537.0
2022-10-09 13:00:00,25.017,1724.0,499.573,679.0,113.0,114.41469,302.0,234.99135,653.2783,199.2,910.344,415.0,0.0,100.0,415.0
2022-10-09 14:00:00,24.276,688.0,219.948,518.0,94.0,52.139194,160.0,128.84665,396.7379,121.92,557.17444,254.0,0.0,100.0,260.0
2022-10-09 15:00:00,22.699,16.0,15.995,244.0,50.0,30.385668,36.0,1.6069775,137.20016,41.28,188.6496,86.0,0.0,100.0,94.0
2022-10-09 16:00:00,21.527,0.0,2.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-09 17:00:00,20.519,0.0,2.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
2022-10-09 18:00:00,18.657,0.0,2.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2022-10-09 19:00:00,17.332,0.0,2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-09 20:00:00,16.886,0.0,2.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-09 21:00:00,17.262,0.0,2.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-09 22:00:00,17.072,0.0,2.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0
2022-10-09 23:00:00,15.941,0.0,2.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-10-10 00:00:00,14.929,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2022-10-10 01:00:00,14.529,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10 02:00:00,13.92,0.0,2.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2022-10-10 03:00:00,13.486,0.0,2.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-10 04:00:00,13.98,4.0,10.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10 05:00:00,14.196,176.0,64.758,13.0,22.0,44.66416,1.0,17.457535,23.0053,11.04,50.4528,23.0,38.40185,10.0,47.0
2022-10-10 06:00:00,14.9,288.0,90.053,25.0,76.0,64.84616,5.0,68.47255,85.711235,38.879997,177.6816,81.0,20.60606,65.0,205.0
2022-10-10 07:00:00,16.173,732.0,221.872,32.0,153.0,31.336332,14.0,179.68398,179.88889,80.159996,366.3312,167.0,53.939396,10.0,366.0
2022-10-10 08:00:00,17.59,1020.0,305.358,68.0,228.0,71.179924,34.0,226.4747,293.26898,125.759995,574.7232,262.0,0.0,100.0,499.0
2022-10-10 09:00:00,18.573,924.0,266.697,64.0,274.0,125.43348,37.0,205.92169,347.28766,149.28,682.2096,311.0,0.0,100.0,589.0
2022-10-10 10:00:00,19.98,2000.0,591.373,38.0,271.0,175.13521,24.0,123.84346,319.84644,141.59999,647.112,295.0,0.0,100.0,625.0
2022-10-10 11:00:00,20.998,2316.0,742.927,347.0,256.0,123.91047,209.0,325.27795,639.3565,223.2,1020.02405,465.0,0.0,100.0,605.0
2022-10-10 12:00:00,21.405,2448.0,704.784,481.0,205.0,127.691505,258.0,295.0234,678.79065,222.23999,1015.6368,463.0,0.0,100.0,531.0
2022-10-10 13:00:00,21.353,1768.0,509.138,602.0,132.0,103.26719,262.0,227.5906,612.60626,189.12,864.2784,394.0,60.0,0.0,409.0
2022-10-10 14:00:00,20.689,592.0,186.686,559.0,86.0,48.66045,168.0,130.97374,411.8846,121.92,557.17444,254.0,59.81818,0.3,254.0
2022-10-10 15:00:00,17.569,12.0,12.778,220.0,49.0,27.08215,31.0,1.2769661,120.21712,38.399998,175.48799,80.0,59.636364,0.6,89.0
2022-10-10 16:00:00,14.054,0.0,2.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.997173,2.4,0.0
2022-10-10 17:00:00,13.032,0.0,2.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
2022-10-10 18:00:00,11.857,0.0,2.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2022-10-10 19:00:00,11.835,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400001,0.0
2022-10-10 20:00:00,9.271,0.0,2.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0
2022-10-10 21:00:00,7.678,0.0,2.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.200001,0.0
2022-10-10 22:00:00,6.947,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0
2022-10-10 23:00:00,6.78,0.0,2.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 00:00:00,6.72,0.0,2.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
2022-10-11 01:00:00,6.14,0.0,2.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-10-11 02:00:00,6.2,0.0,2.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0
2022-10-11 03:00:00,6.807,0.0,2.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
2022-10-11 04:00:00,7.138,20.0,18.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0
2022-10-11 05:00:00,8.716,532.0,186.434,126.0,26.0,42.204575,14.0,16.466412,62.158302,19.199999,87.743996,40.0,40.33576,2.7,45.0
2022-10-11 06:00:00,13.93,1420.0,425.679,369.0,90.0,166.7726,94.0,73.47783,299.071,88.32,403.6224,184.0,57.81818,3.6000001,201.0
2022-10-11 07:00:00,18.507,2152.0,631.319,563.0,122.0,279.79996,225.0,140.61273,548.7425,166.56,761.1792,347.0,58.727276,2.1000001,361.0
2022-10-11 08:00:00,22.051,2856.0,852.266,723.0,123.0,322.6512,371.0,239.1506,787.2787,237.12,1083.6384,494.0,59.454544,0.90000004,494.0
2022-10-11 09:00:00,23.57,2832.0,847.565,735.0,144.0,295.07874,432.0,318.82996,904.2012,276.47998,1263.5135,576.0,59.272728,1.2,583.0
2022-10-11 10:00:00,23.733,2548.0,757.929,595.0,204.0,227.56297,369.0,353.1098,860.4756,275.04,1256.9329,573.0,58.727276,2.1000001,619.0
2022-10-11 11:00:00,24.76,2476.0,806.909,549.0,213.0,181.43987,330.0,342.8166,808.04443,260.63998,1191.1248,543.0,57.63636,3.9,599.0
2022-10-11 12:00:00,24.669,1588.0,436.371,490.0,201.0,131.67574,265.0,293.26562,689.39075,223.68,1022.2176,466.0,10.30303,82.0,525.0
2022-10-11 13:00:00,23.127,500.0,145.011,268.0,188.0,89.790215,121.0,168.99167,422.47104,148.31999,677.8224,309.0,0.0,100.0,403.0
2022-10-11 14:00:00,22.244,152.0,51.413,72.0,124.0,78.45639,22.0,23.9943,162.16574,70.08,320.26562,146.0,0.0,100.0,248.0
2022-10-11 15:00:00,21.059,0.0,7.127,51.0,46.0,17.430962,7.0,0.39504242,62.703957,25.439999,116.260796,53.0,0.0,100.0,84.0
2022-10-11 16:00:00,19.835,0.0,2.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 17:00:00,19.03,0.0,2.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 18:00:00,18.21,0.0,2.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 19:00:00,17.353,0.0,2.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 20:00:00,16.426,0.0,2.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 21:00:00,15.54,0.0,2.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 22:00:00,15.042,0.0,2.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-11 23:00:00,14.669,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0
2022-10-12 00:00:00,13.577,0.0,2.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0
2022-10-12 01:00:00,12.881,0.0,2.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
2022-10-12 02:00:00,13.302,0.0,2.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
2022-10-12 03:00:00,13.364,0.0,2.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0
2022-10-12 04:00:00,12.923,12.0,11.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
2022-10-12 05:00:00,12.422,152.0,59.755,105.0,25.0,39.78313,10.0,15.4935875,52.921665,16.8,76.776,35.0,5.278788,86.0,42.0
2022-10-12 06:00:00,13.888,752.0,236.525,203.0,102.0,163.53157,51.0,71.79712,226.55186,73.439995,335.6208,153.0,13.333332,77.0,196.0
2022-10-12 07:00:00,18.507,2072.0,617.227,316.0,165.0,222.53325,127.0,148.44887,417.61353,140.16,640.53125,292.0,52.727272,12.0,356.0
2022-10-12 08:00:00,21.09,2700.0,806.7,654.0,141.0,303.03223,335.0,238.86633,751.7445,228.48,1044.1536,476.0,56.9697,5.0,489.0
2022-10-12 09:00:00,22.597,2760.0,838.851,762.0,133.0,301.77176,445.0,314.4832,918.58136,277.44,1267.9009,578.0,55.757576,7.0,578.0
2022-10-12 10:00:00,24.18,2936.0,889.153,580.0,206.0,220.90355,356.0,348.56665,846.3043,269.75998,1232.8031,562.0,60.0,0.0,614.0
2022-10-12 11:00:00,24.449,2624.0,845.093,483.0,229.0,165.81155,290.0,335.00092,765.2869,249.12,1138.4784,519.0,60.0,0.0,593.0
2022-10-12 12:00:00,24.108,1188.0,365.314,180.0,253.0,119.34137,97.0,199.42749,441.501,168.0,767.76,350.0,60.0,0.0,519.0
2022-10-12 13:00:00,24.075,1396.0,424.6,243.0,196.0,92.88133,102.0,155.99857,387.59497,143.04,653.6928,298.0,60.0,0.0,397.0
2022-10-12 14:00:00,23.123,488.0,162.948,325.0,116.0,66.48624,91.0,77.59384,298.3246,99.36,454.07523,207.0,57.81818,3.6000001,242.0
2022-10-12 15:00:00,19.543,24.0,14.981,126.0,45.0,19.11872,17.0,0.5770836,89.70141,29.76,136.0032,62.0,55.272728,7.8,80.0
2022-10-12 16:00:00,17.06,0.0,2.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.272373,12.3,0.0
2022-10-12 17:00:00,15.822,0.0,2.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.900001,0.0
2022-10-12 18:00:00,15.023,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2022-10-12 19:00:00,13.716,0.0,2.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3000002,0.0
2022-10-12 20:00:00,12.61,0.0,2.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5000005,0.0
2022-10-12 21:00:00,11.049,0.0,2.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7000003,0.0
2022-10-12 22:00:00,10.193,0.0,2.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
2022-10-12 23:00:00,9.82,0.0,2.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2022-10-13 00:00:00,9.87,0.0,2.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000004,0.0
2022-10-13 01:00:00,8.844,0.0,2.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
2022-10-13 02:00:00,8.574,0.0,2.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
2022-10-13 03:00:00,8.281,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
2022-10-13 04:00:00,7.88,20.0,21.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
2022-10-13 05:00:00,10.99,400.0,150.894,134.0,23.0,37.393047,14.0,14.536251,60.098423,17.76,81.1632,37.0,26.348822,32.0,40.0
2022-10-13 06:00:00,14.173,780.0,241.573,417.0,82.0,160.27632,99.0,70.11948,310.88034,86.88,397.0416,181.0,44.242424,26.0,192.0
2022-10-13 07:00:00,16.98,1980.0,588.713,617.0,107.0,273.09982,241.0,136.27301,573.6116,167.04,763.3728,348.0,53.939396,10.0,352.0
2022-10-13 08:00:00,19.481,2572.0,740.328,561.0,167.0,273.2022,283.0,239.65643,692.43414,216.0,987.12006,450.0,0.0,100.0,483.0
2022-10-13 09:00:00,21.363,2848.0,846.117,596.0,188.0,255.95796,345.0,312.53418,813.7899,255.84,1169.1888,533.0,0.0,100.0,572.0
2022-10-13 10:00:00,23.113,2704.0,810.625,621.0,192.0,231.4631,378.0,346.07364,870.516,273.6,1250.352,570.0,0.0,100.0,608.0
2022-10-13 11:00:00,23.747,2416.0,782.884,591.0,195.0,188.46379,350.0,337.1676,828.483,261.6,1195.5121,545.0,0.0,100.0,587.0
2022-10-13 12:00:00,23.664,2176.0,633.247,502.0,193.0,131.15137,266.0,286.39255,689.6101,220.31999,1006.8624,459.0,5.454544,90.0,512.0
2022-10-13 13:00:00,22.982,972.0,285.278,283.0,188.0,82.47012,120.0,174.06241,425.92987,147.84,675.6288,308.0,0.0,100.0,391.0
2022-10-13 14:00:00,22.108,372.0,128.746,363.0,107.0,63.05269,102.0,81.23956,322.71304,100.32,458.4624,209.0,34.545456,42.0,237.0
2022-10-13 15:00:00,19.449,16.0,12.944,163.0,41.0,18.562124,23.0,0.5822506,99.583694,30.72,140.3904,64.0,54.545452,9.0,75.0
2022-10-13 16:00:00,16.589,0.0,2.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.899393,5.4,0.0
2022-10-13 17:00:00,17.174,0.0,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13 18:00:00,17.0,0.0,2.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13 19:00:00,16.71,0.0,2.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13 20:00:00,16.69,0.0,2.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13 21:00:00,16.271,0.0,2.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2022-10-13 22:00:00,15.823,0.0,2.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
2022-10-13 23:00:00,15.192,0.0,2.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 00:00:00,15.261,0.0,2.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 01:00:00,15.49,0.0,2.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 02:00:00,15.205,0.0,2.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 03:00:00,14.613,0.0,2.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 04:00:00,14.534,0.0,6.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 05:00:00,15.177,272.0,97.071,4.0,16.0,33.119293,0.0,12.851334,13.865725,7.68,35.0976,16.0,0.0,100.0,37.0
2022-10-14 06:00:00,15.864,480.0,152.908,128.0,81.0,139.88441,36.0,60.981155,174.82562,56.16,256.6512,117.0,0.0,100.0,188.0
2022-10-14 07:00:00,16.669,544.0,177.482,374.0,154.0,235.84067,139.0,138.57706,433.342,140.64,642.7248,293.0,0.0,100.0,347.0
2022-10-14 08:00:00,20.289,2324.0,683.941,377.0,204.0,210.80838,192.0,241.01291,569.3432,190.08,868.66565,396.0,0.0,100.0,478.0
2022-10-14 09:00:00,21.905,1676.0,503.895,292.0,257.0,153.52289,165.0,296.75293,581.4086,202.56,925.6992,422.0,0.0,100.0,567.0
2022-10-14 10:00:00,21.94,440.0,138.218,120.0,271.0,135.57103,72.0,211.9406,423.28714,164.64,752.40485,343.0,53.939396,10.0,602.0
2022-10-14 11:00:00,20.075,40.0,25.962,0.0,59.0,56.906963,0.0,0.0,50.618073,28.32,129.42241,59.0,60.0,0.0,581.0
2022-10-14 12:00:00,21.124,312.0,103.651,0.0,50.0,45.558743,0.0,0.0,42.840843,24.0,109.68001,50.0,0.0,100.0,506.0
2022-10-14 13:00:00,20.488,240.0,77.469,10.0,139.0,111.01398,4.0,7.757187,133.09045,68.64,313.6848,143.0,0.0,100.0,385.0
2022-10-14 14:00:00,19.67,96.0,40.361,15.0,97.0,65.773125,4.0,3.3664398,94.911575,48.48,221.5536,101.0,0.0,100.0,231.0
2022-10-14 15:00:00,16.944,12.0,9.452,102.0,38.0,13.217731,10.0,0.22569561,62.61518,23.039999,105.2928,48.0,0.0,100.0,70.0
2022-10-14 16:00:00,15.647,0.0,2.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2022-10-14 17:00:00,14.881,0.0,2.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0
2022-10-14 18:00:00,13.849,0.0,2.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0
2022-10-14 19:00:00,12.847,0.0,2.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.700001,0.0
2022-10-14 20:00:00,10.957,0.0,2.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2000003,0.0
2022-10-14 21:00:00,9.096,0.0,2.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
2022-10-14 22:00:00,8.858,0.0,2.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
2022-10-14 23:00:00,9.544,0.0,2.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3000002,0.0
2022-10-15 00:00:00,9.651,0.0,2.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
2022-10-15 01:00:00,9.46,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7000003,0.0
2022-10-15 02:00:00,9.51,0.0,2.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0
2022-10-15 03:00:00,9.078,0.0,2.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400001,0.0
2022-10-15 04:00:00,8.444,0.0,8.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900001,0.0
2022-10-15 05:00:00,8.737,284.0,110.306,199.0,19.0,32.741634,18.0,12.681515,66.37461,17.76,81.1632,37.0,31.297373,13.8,35.0
2022-10-15 06:00:00,10.883,564.0,190.168,484.0,71.0,153.73491,113.0,66.780624,337.61926,88.32,403.6224,184.0,52.909092,11.700001,184.0
2022-10-15 07:00:00,13.653,1176.0,363.566,422.0,143.0,247.29144,153.0,132.10513,458.9818,142.08,649.3056,296.0,53.090908,11.400001,342.0
2022-10-15 08:00:00,17.498,2464.0,708.226,341.0,214.0,200.84267,170.0,237.78947,547.13,184.31999,842.3424,384.0,53.333332,11.0,473.0
