period_end,172.0,D.156.DELTA,D.171.ISIRR,air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,precipitation_rate,relative_humidity
2024-06-01 00:15:00,16.338,0.0,0.605,19,0,0,0,0,30.2,0,0,0,0,0,82.9
2024-06-01 00:30:00,17.015,0.0,0.609,19,0,0,0,0,33.8,0,0,0,0,0,83.3
2024-06-01 00:45:00,16.936,0.0,0.607,18,0,0,0,0,53.4,0,0,0,0,0,83.7
2024-06-01 01:00:00,16.384,0.0,0.607,18,0,0,0,0,75.1,0,0,0,0,0,84.1
2024-06-01 01:15:00,16.143,0.0,0.605,18,0,0,0,0,17.7,0,0,0,0,0,84.3
2024-06-01 01:30:00,16.192,0.0,0.608,18,0,0,0,0,0,0,0,0,0,0,84.4
2024-06-01 01:45:00,16.523,0.0,0.606,18,0,0,0,0,7.2,0,0,0,0,0,84.6
2024-06-01 02:00:00,16.125,0.0,0.612,18,0,0,0,0,18.9,0,0,0,0,0,84.7
2024-06-01 02:15:00,16.636,0.0,1.12,18,0,0,0,0,17.4,0,0,0,0,0,84.7
2024-06-01 02:30:00,17.215,4.0,3.325,18,0,0,0,0,33.8,0,0,0,0,0,84.7
2024-06-01 02:45:00,17.952,12.0,7.115,17,4,2,4,3,33.2,2,0,2,2,0,84.7
2024-06-01 03:00:00,19.522,24.0,10.779,17,18,36,21,16,25.1,16,0,16,15,0,84.7
2024-06-01 03:15:00,20.585,40.0,13.299,17,32,123,44,28,16.4,36,1,36,35,0,84.2
2024-06-01 03:30:00,21.186,36.0,14.199,18,45,200,72,37,50.4,35,0,35,34,0,83.3
2024-06-01 03:45:00,21.435,52.0,17.793,18,58,271,106,54,41.5,63,0,63,60,0,82.4
2024-06-01 04:00:00,22.228,64.0,21.842,18,69,336,143,85,28.4,100,10,103,98,0,81.5
2024-06-01 04:15:00,22.672,72.0,23.278,18,79,395,184,122,47.8,95,0,95,92,0,79.7
2024-06-01 04:30:00,22.835,60.0,21.401,19,89,447,226,165,52.8,106,0,106,103,0,77.2
2024-06-01 04:45:00,23.232,72.0,25.184,20,97,493,270,211,43.6,152,0,152,147,0,74.7
2024-06-01 05:00:00,24.122,92.0,33.507,20,105,535,314,259,42.2,182,0,182,176,0,72.3
2024-06-01 05:15:00,27.834,212.0,68.096,21,111,571,359,310,0,111,571,359,310,0,70.5
2024-06-01 05:30:00,30.008,280.0,87.861,21,117,603,404,361,0,117,603,404,361,0,69.3
2024-06-01 05:45:00,31.13,340.0,104.592,22,123,630,448,413,0,123,630,448,413,0,68.1
2024-06-01 06:00:00,30.055,384.0,117.53,22,129,652,490,464,0,129,652,490,464,0,66.9
2024-06-01 06:15:00,28.966,428.0,130.471,23,134,671,532,515,0,134,671,532,515,0,65.6
2024-06-01 06:30:00,29.791,468.0,143.326,23,139,688,572,564,0,139,688,572,564,0,64.4
2024-06-01 06:45:00,30.402,332.0,155.672,24,143,705,611,612,0,143,705,611,612,0,63.2
2024-06-01 07:00:00,31.244,532.0,167.262,24,146,722,649,659,0,146,722,649,659,0,62
2024-06-01 07:15:00,31.673,556.0,178.424,25,148,736,685,703,0,148,736,685,703,0,60.2
2024-06-01 07:30:00,32.279,580.0,189.379,25,150,749,718,745,0,150,749,718,745,0,57.9
2024-06-01 07:45:00,32.563,604.0,199.261,26,152,761,750,784,0,152,761,750,784,0,55.7
2024-06-01 08:00:00,33.077,616.0,208.717,27,153,771,778,820,0,153,771,778,820,0,53.6
2024-06-01 08:15:00,33.79,628.0,216.351,27,154,780,804,853,0,154,780,804,853,0,51.8
2024-06-01 08:30:00,34.349,640.0,224.378,27,155,788,828,882,0,155,788,828,882,0,50.3
2024-06-01 08:45:00,34.963,644.0,229.14,28,151,801,849,910,0,151,801,849,910,0,48.8
2024-06-01 09:00:00,34.907,652.0,235.311,28,143,819,869,935,0,143,819,869,935,0,47.4
2024-06-01 09:15:00,34.931,664.0,241.781,29,135,836,887,957,0,135,836,887,957,0,46.1
2024-06-01 09:30:00,35.217,664.0,245.174,29,125,854,902,976,0,125,854,902,976,0,45
2024-06-01 09:45:00,35.503,672.0,248.328,29,120,864,912,989,0,120,864,912,989,0,44
2024-06-01 10:00:00,35.756,608.0,216.231,29,121,866,918,996,0,121,866,918,996,0,43
2024-06-01 10:15:00,35.021,424.0,143.874,30,121,867,920,999,1.6,145,825,906,981,0,41.8
2024-06-01 10:30:00,35.927,432.0,194.705,30,121,867,919,997,0,121,867,919,997,0,40.5
2024-06-01 10:45:00,36.485,680.0,255.015,30,121,867,915,992,0,121,867,915,992,0,39.3
2024-06-01 11:00:00,36.435,680.0,254.308,30,120,866,907,982,0,120,866,907,982,0,38.1
2024-06-01 11:15:00,36.97,692.0,260.855,31,120,863,896,968,4.5,185,746,856,919,0,37.2
2024-06-01 11:30:00,38.045,672.0,253.04,31,119,860,882,950,10.2,258,602,792,842,0,36.5
2024-06-01 11:45:00,37.391,656.0,241.757,31,118,857,865,928,0,118,857,865,928,0,35.8
2024-06-01 12:00:00,37.297,636.0,231.836,31,117,852,845,902,0,117,852,845,902,0,35.1
2024-06-01 12:15:00,37.481,616.0,220.346,31,116,846,822,873,0,116,846,822,873,0,34.4
2024-06-01 12:30:00,37.67,604.0,214.145,31,115,839,795,840,0,115,839,795,840,0,33.9
2024-06-01 12:45:00,37.317,576.0,202.553,31,113,831,767,803,0,113,831,767,803,0,33.4
2024-06-01 13:00:00,37.195,560.0,193.772,32,111,822,735,764,0,111,822,735,764,0,32.9
2024-06-01 13:15:00,37.478,532.0,181.159,32,110,812,702,722,0,110,812,702,722,0,32.6
2024-06-01 13:30:00,37.272,332.0,168.532,32,107,801,667,677,0,107,801,667,677,0,32.6
2024-06-01 13:45:00,37.366,480.0,156.5,32,105,789,629,631,0,105,789,629,631,0,32.6
2024-06-01 14:00:00,37.062,444.0,145.025,32,101,777,591,582,0,101,777,591,582,0,32.6
2024-06-01 14:15:00,37.06,416.0,130.87,32,98,763,550,532,0,98,763,550,532,0,32.6
2024-06-01 14:30:00,36.834,376.0,121.7,32,94,747,509,481,0,94,747,509,481,0,32.5
2024-06-01 14:45:00,37.008,324.0,102.429,32,91,727,466,428,0,91,727,466,428,0,32.4
2024-06-01 15:00:00,36.088,212.0,71.415,32,88,702,422,375,0,88,702,422,375,0,32.3
2024-06-01 15:15:00,36.906,228.0,75.559,32,85,673,377,322,0,85,673,377,322,0,32.4
2024-06-01 15:30:00,38.199,180.0,63.191,32,81,640,332,270,0,81,640,332,270,0,32.8
2024-06-01 15:45:00,38.499,128.0,50.472,32,76,602,287,219,6.4,103,474,269,212,0,33.2
2024-06-01 16:00:00,38.814,92.0,38.547,31,71,559,243,170,17.3,127,242,201,163,0,33.7
2024-06-01 16:15:00,38.658,56.0,27.5,31,65,509,200,124,18.9,113,186,162,129,0,34.8
2024-06-01 16:30:00,37.715,32.0,18.225,31,58,450,158,83,21.5,98,117,124,100,0,36.8
2024-06-01 16:45:00,35.824,16.0,12.294,30,50,384,119,48,21.2,79,84,94,75,0,38.9
2024-06-01 17:00:00,34.171,12.0,8.783,30,41,307,83,31,19.8,58,58,66,54,0,41.2
2024-06-01 17:15:00,31.121,4.0,4.781,29,30,213,51,24,14.5,38,56,43,35,0,43.3
2024-06-01 17:30:00,28.957,0.0,2.478,28,18,76,24,16,25,18,0,18,17,0,45.2
2024-06-01 17:45:00,27.632,0.0,1.024,28,4,7,5,4,18.4,4,0,4,4,0,47.1
2024-06-01 18:00:00,26.385,0.0,0.626,27,0,0,0,0,23.7,0,0,0,0,0,49.2
2024-06-01 18:15:00,25.787,0.0,0.628,27,0,0,0,0,37,0,0,0,0,0,51.1
2024-06-01 18:30:00,24.89,0.0,0.62,26,0,0,0,0,58.8,0,0,0,0,0,52.8
2024-06-01 18:45:00,24.505,0.0,0.619,26,0,0,0,0,73.1,0,0,0,0,0,54.6
2024-06-01 19:00:00,24.889,0.0,0.618,25,0,0,0,0,82.6,0,0,0,0,0,56.4
2024-06-01 19:15:00,24.135,0.0,0.618,25,0,0,0,0,78.3,0,0,0,0,0,58.1
2024-06-01 19:30:00,23.305,0.0,0.619,24,0,0,0,0,75.4,0,0,0,0,0,59.6
2024-06-01 19:45:00,23.25,0.0,0.618,24,0,0,0,0,74.4,0,0,0,0,0,61.2
2024-06-01 20:00:00,23.202,0.0,0.618,24,0,0,0,0,75,0,0,0,0,0,62.8
2024-06-01 20:15:00,23.237,0.0,0.619,23,0,0,0,0,75,0,0,0,0,0,64.1
2024-06-01 20:30:00,23.158,0.0,0.619,23,0,0,0,0,74.1,0,0,0,0,0,65.2
2024-06-01 20:45:00,23.577,0.0,0.616,23,0,0,0,0,70.5,0,0,0,0,0,66.3
2024-06-01 21:00:00,23.77,0.0,0.62,23,0,0,0,0,22.6,0,0,0,0,0,67.4
2024-06-01 21:15:00,24.05,0.0,0.618,22,0,0,0,0,57.6,0,0,0,0,0,68.2
2024-06-01 21:30:00,24.174,0.0,0.619,22,0,0,0,0,81,0,0,0,0,0,68.6
2024-06-01 21:45:00,23.93,0.0,0.621,22,0,0,0,0,78.8,0,0,0,0,0,69
2024-06-01 22:00:00,23.323,0.0,0.621,22,0,0,0,0,64.5,0,0,0,0,0,69.4
2024-06-01 22:15:00,22.626,0.0,0.622,22,0,0,0,0,82.7,0,0,0,0,0,70.2
2024-06-01 22:30:00,22.41,0.0,0.62,22,0,0,0,0,36.6,0,0,0,0,0,71.3
2024-06-01 22:45:00,22.22,0.0,0.619,21,0,0,0,0,36.9,0,0,0,0,0,72.4
2024-06-01 23:00:00,21.729,0.0,0.618,21,0,0,0,0,46.2,0,0,0,0,0,73.5
2024-06-01 23:15:00,21.306,0.0,0.619,21,0,0,0,0,58.5,0,0,0,0,0,74.4
2024-06-01 23:30:00,21.146,0.0,0.618,21,0,0,0,0,55.1,0,0,0,0,0,75.1
2024-06-01 23:45:00,20.657,0.0,0.619,21,0,0,0,0,45,0,0,0,0,0,75.8
2024-06-02 00:00:00,21.163,0.0,0.616,20,0,0,0,0,52.5,0,0,0,0,0,76.5
2024-06-02 00:15:00,20.936,0.0,0.616,20,0,0,0,0,26.3,0,0,0,0,0,77.2
2024-06-02 00:30:00,20.88,0.0,0.623,20,0,0,0,0,14.3,0,0,0,0,0,77.9
2024-06-02 00:45:00,20.44,0.0,0.618,20,0,0,0,0,12.3,0,0,0,0,0,78.6
2024-06-02 01:00:00,20.161,0.0,0.616,20,0,0,0,0,4.3,0,0,0,0,0,79.4
2024-06-02 01:15:00,20.131,0.0,0.615,20,0,0,0,0,0,0,0,0,0,0,80.2
2024-06-02 01:30:00,20.086,0.0,0.617,19,0,0,0,0,0,0,0,0,0,0,81
2024-06-02 01:45:00,20.022,0.0,0.613,19,0,0,0,0,0,0,0,0,0,0,81.9
2024-06-02 02:00:00,19.55,0.0,0.615,19,0,0,0,0,0,0,0,0,0,0,82.8
2024-06-02 02:15:00,19.725,0.0,0.857,19,0,0,0,0,4.6,0,0,0,0,0,83.2
2024-06-02 02:30:00,19.692,0.0,2.166,19,0,0,0,0,3.8,0,0,0,0,0,83.1
2024-06-02 02:45:00,20.57,4.0,4.974,19,4,1,4,4,14.3,3,0,3,3,0,82.9
2024-06-02 03:00:00,21.322,8.0,7.135,19,18,18,19,17,16.9,16,0,16,16,0,82.8
2024-06-02 03:15:00,21.571,16.0,9.118,19,33,71,40,30,12,33,17,35,32,0,82.3
2024-06-02 03:30:00,22.593,24.0,12.088,19,48,125,66,43,7.5,49,90,61,44,0,81.4
2024-06-02 03:45:00,23.559,28.0,14.926,19,63,182,96,60,0,63,182,96,60,0,80.5
2024-06-02 04:00:00,24.237,40.0,20.389,20,78,242,131,88,0,78,242,131,88,0,79.7
2024-06-02 04:15:00,25.135,68.0,29.99,20,91,298,170,121,0,91,298,170,121,0,77.7
2024-06-02 04:30:00,26.913,100.0,40.86,21,103,351,211,160,2.2,109,316,206,159,0,74.8
2024-06-02 04:45:00,30.832,144.0,51.823,21,113,401,254,204,1.5,118,376,251,203,0,72
2024-06-02 05:00:00,31.906,188.0,65.022,22,122,450,299,250,0,122,450,299,250,0,69.3
2024-06-02 05:15:00,31.958,240.0,78.529,23,129,495,345,300,0,129,495,345,300,0,66.6
2024-06-02 05:30:00,32.537,288.0,91.868,23,135,536,390,351,0,135,536,390,351,0,64.1
2024-06-02 05:45:00,32.371,336.0,105.425,24,140,574,436,403,0,140,574,436,403,0,61.6
2024-06-02 06:00:00,31.137,384.0,118.455,25,143,609,481,455,0,143,609,481,455,0,59.2
2024-06-02 06:15:00,30.568,284.0,131.987,25,144,641,525,507,0,144,641,525,507,0,57.2
2024-06-02 06:30:00,31.244,460.0,145.459,26,145,671,568,559,0,145,671,568,559,0,55.6
2024-06-02 06:45:00,31.71,500.0,157.408,26,146,695,609,608,0,146,695,609,608,0,53.9
2024-06-02 07:00:00,31.932,536.0,169.69,27,147,716,647,656,0,147,716,647,656,0,52.4
2024-06-02 07:15:00,32.4,568.0,180.451,27,148,735,684,701,0,148,735,684,701,0,50.5
2024-06-02 07:30:00,32.643,592.0,191.644,28,148,752,719,745,0,148,752,719,745,0,48.4
2024-06-02 07:45:00,32.86,616.0,201.208,28,148,768,752,785,0,148,768,752,785,0,46.4
2024-06-02 08:00:00,33.256,628.0,208.338,29,148,782,782,823,0,148,782,782,823,0,44.5
2024-06-02 08:15:00,33.588,632.0,212.295,29,147,796,810,858,0,147,796,810,858,0,42.8
2024-06-02 08:30:00,33.756,648.0,226.698,29,145,808,836,891,0,145,808,836,891,0,41.3
2024-06-02 08:45:00,34.337,660.0,230.111,29,142,822,859,920,0,142,822,859,920,0,39.8
2024-06-02 09:00:00,34.789,676.0,240.159,30,138,836,880,946,0,138,836,880,946,0,38.3
2024-06-02 09:15:00,34.949,672.0,240.993,30,133,849,898,968,0,133,849,898,968,0,36.9
2024-06-02 09:30:00,35.269,668.0,245.53,30,128,861,912,986,0,128,861,912,986,0,35.5
2024-06-02 09:45:00,35.658,688.0,248.729,30,127,868,922,999,1.4,148,830,909,983,0,34.2
2024-06-02 10:00:00,35.107,640.0,232.253,30,128,869,929,1006,7.7,242,668,858,920,0,32.9
2024-06-02 10:15:00,35.276,644.0,227.032,31,130,869,931,1009,7.1,235,682,865,929,0,31.9
2024-06-02 10:30:00,35.232,600.0,215.161,31,131,867,930,1008,7.6,244,668,859,921,0,31.2
2024-06-02 10:45:00,35.833,688.0,250.297,31,131,866,926,1002,4.4,198,748,885,953,0,30.5
2024-06-02 11:00:00,36.099,692.0,258.028,31,131,865,918,992,0,131,865,918,992,0,29.8
2024-06-02 11:15:00,35.978,632.0,226.719,31,131,862,907,978,0,131,862,907,978,0,29
2024-06-02 11:30:00,35.636,624.0,220.071,31,130,859,893,960,1.3,150,823,881,946,0,28.3
2024-06-02 11:45:00,35.09,516.0,172.388,31,130,853,875,937,9.1,251,622,795,842,0,27.6
2024-06-02 12:00:00,34.528,440.0,143.068,32,130,846,854,911,26,424,243,632,642,0,26.9
2024-06-02 12:15:00,34.303,376.0,122.349,32,130,838,830,880,23.7,390,291,634,647,0,26.3
2024-06-02 12:30:00,35.358,536.0,178.221,32,130,828,803,846,11.3,245,576,711,737,0,25.8
2024-06-02 12:45:00,34.579,472.0,151.957,32,129,819,774,810,20.8,340,347,612,621,0,25.3
2024-06-02 13:00:00,35.68,416.0,206.221,32,126,811,743,770,0,126,811,743,770,0,24.8
2024-06-02 13:15:00,34.877,512.0,171.198,32,123,801,709,728,5.1,177,677,673,688,0,24.1
2024-06-02 13:30:00,35.294,576.0,186.043,32,120,790,673,683,0,120,790,673,683,0,23.4
2024-06-02 13:45:00,35.245,508.0,162.12,32,118,776,635,635,0,118,776,635,635,0,22.6
2024-06-02 14:00:00,34.706,404.0,128.128,32,116,758,595,586,0,116,758,595,586,0,21.8
2024-06-02 14:15:00,34.903,444.0,141.65,32,114,738,553,534,0,114,738,553,534,0,21.4
2024-06-02 14:30:00,35.148,380.0,117.91,32,111,715,509,481,0,111,715,509,481,0,21.2
2024-06-02 14:45:00,34.843,300.0,96.235,32,108,689,465,428,0,108,689,465,428,0,21
2024-06-02 15:00:00,34.097,188.0,57.457,32,104,662,420,374,0,104,662,420,374,0,20.8
2024-06-02 15:15:00,32.538,68.0,28.115,31,100,630,375,321,0,100,630,375,321,0,20.6
2024-06-02 15:30:00,33.778,136.0,55.829,31,94,595,329,269,15.9,149,321,279,243,0,20.5
2024-06-02 15:45:00,36.802,168.0,59.769,31,89,555,284,219,17.4,152,234,235,201,0,20.4
2024-06-02 16:00:00,37.298,104.0,41.923,31,82,510,240,171,24,149,107,182,162,0,20.3
2024-06-02 16:15:00,34.652,56.0,25.591,31,74,458,197,127,22,124,108,153,132,0,20.5
2024-06-02 16:30:00,34.479,40.0,19.948,30,66,399,155,87,23.6,106,58,118,105,0,21.1
2024-06-02 16:45:00,33.359,20.0,12.968,30,56,334,116,53,20.3,81,62,93,78,0,21.7
2024-06-02 17:00:00,31.067,12.0,7.359,30,45,261,81,35,17.8,60,49,67,56,0,22.3
2024-06-02 17:15:00,30.533,4.0,5.683,29,32,176,50,27,25.6,37,0,37,36,0,23.3
2024-06-02 17:30:00,28.229,0.0,3.056,29,19,61,24,17,25.4,18,0,18,17,0,24.6
2024-06-02 17:45:00,26.418,0.0,0.995,28,5,5,5,5,17.1,4,0,4,4,0,26
2024-06-02 18:00:00,25.373,0.0,0.621,28,0,0,0,0,18.4,0,0,0,0,0,27.4
2024-06-02 18:15:00,24.853,0.0,0.621,27,0,0,0,0,16.3,0,0,0,0,0,29
2024-06-02 18:30:00,24.703,0.0,0.623,27,0,0,0,0,16.9,0,0,0,0,0,30.7
2024-06-02 18:45:00,23.955,0.0,0.614,26,0,0,0,0,23.7,0,0,0,0,0,32.5
2024-06-02 19:00:00,23.285,0.0,0.612,26,0,0,0,0,21.8,0,0,0,0,0,34.4
2024-06-02 19:15:00,22.822,0.0,0.611,25,0,0,0,0,20,0,0,0,0,0,36.1
2024-06-02 19:30:00,22.024,0.0,0.612,25,0,0,0,0,19.2,0,0,0,0,0,37.7
2024-06-02 19:45:00,22.108,0.0,0.61,24,0,0,0,0,12.3,0,0,0,0,0,39.3
2024-06-02 20:00:00,21.996,0.0,0.612,24,0,0,0,0,14.8,0,0,0,0,0,41
2024-06-02 20:15:00,22.123,0.0,0.617,23,0,0,0,0,9.2,0,0,0,0,0,42.3
2024-06-02 20:30:00,22.189,0.0,0.612,23,0,0,0,0,0,0,0,0,0,0,43
2024-06-02 20:45:00,21.933,0.0,0.618,23,0,0,0,0,0,0,0,0,0,0,43.9
2024-06-02 21:00:00,20.877,0.0,0.613,23,0,0,0,0,0,0,0,0,0,0,44.7
2024-06-02 21:15:00,20.731,0.0,0.612,22,0,0,0,0,0,0,0,0,0,0,45.8
2024-06-02 21:30:00,20.765,0.0,0.615,22,0,0,0,0,14,0,0,0,0,0,47.2
2024-06-02 21:45:00,20.861,0.0,0.614,22,0,0,0,0,21.8,0,0,0,0,0,48.6
2024-06-02 22:00:00,20.37,0.0,0.617,21,0,0,0,0,22.6,0,0,0,0,0,50
2024-06-02 22:15:00,20.25,0.0,0.614,21,0,0,0,0,16.6,0,0,0,0,0,51.3
2024-06-02 22:30:00,20.282,0.0,0.615,21,0,0,0,0,10,0,0,0,0,0,52.5
2024-06-02 22:45:00,20.395,0.0,0.612,21,0,0,0,0,22.6,0,0,0,0,0,53.6
2024-06-02 23:00:00,19.63,0.0,0.61,20,0,0,0,0,3.8,0,0,0,0,0,54.8
2024-06-02 23:15:00,19.153,0.0,0.611,20,0,0,0,0,0,0,0,0,0,0,56.1
2024-06-02 23:30:00,18.347,0.0,0.612,20,0,0,0,0,0,0,0,0,0,0,57.4
2024-06-02 23:45:00,17.913,0.0,0.613,19,0,0,0,0,3.6,0,0,0,0,0,58.8
2024-06-03 00:00:00,17.747,0.0,0.609,19,0,0,0,0,7.7,0,0,0,0,0,60.2
2024-06-03 00:15:00,17.169,0.0,0.612,19,0,0,0,0,22.2,0,0,0,0,0,61.4
2024-06-03 00:30:00,16.465,0.0,0.599,19,0,0,0,0,29.4,0,0,0,0,0,62.4
2024-06-03 00:45:00,15.987,0.0,0.603,18,0,0,0,0,23.7,0,0,0,0,0,63.4
2024-06-03 01:00:00,15.753,0.0,0.602,18,0,0,0,0,11.3,0,0,0,0,0,64.4
2024-06-03 01:15:00,15.78,0.0,0.603,18,0,0,0,0,3.8,0,0,0,0,0,65.6
2024-06-03 01:30:00,16.105,0.0,0.606,18,0,0,0,0,22.7,0,0,0,0,0,66.8
2024-06-03 01:45:00,16.327,0.0,0.601,18,0,0,0,0,23.2,0,0,0,0,0,68.1
2024-06-03 02:00:00,15.839,0.0,0.604,17,0,0,0,0,20.3,0,0,0,0,0,69.4
2024-06-03 02:15:00,16.065,0.0,1.017,17,0,0,0,0,7.2,0,0,0,0,0,70.3
2024-06-03 02:30:00,16.877,0.0,2.692,17,0,0,0,0,0,0,0,0,0,0,70.8
2024-06-03 02:45:00,18.626,4.0,5.159,17,5,4,5,4,4.3,5,1,5,4,0,71.3
2024-06-03 03:00:00,18.769,12.0,7.4,17,19,56,24,17,14.3,21,1,21,20,0,71.7
2024-06-03 03:15:00,18.126,20.0,10.47,17,33,167,49,28,3.6,35,129,48,30,0,71.4
2024-06-03 03:30:00,20.018,28.0,13.735,18,46,248,80,36,11.7,56,107,70,51,0,70.4
2024-06-03 03:45:00,21.443,44.0,18.303,18,57,315,114,54,19,81,64,92,77,0,69.5
2024-06-03 04:00:00,22.866,64.0,25.306,18,69,372,152,87,21.4,104,66,119,104,0,68.5
2024-06-03 04:15:00,23.986,84.0,32.799,19,80,419,191,125,19.6,123,116,154,131,0,67.2
2024-06-03 04:30:00,25.235,112.0,42.959,19,90,460,232,168,16.9,138,178,193,163,0,65.6
2024-06-03 04:45:00,27.73,164.0,57.694,20,100,497,274,213,16,154,216,231,199,0,64
2024-06-03 05:00:00,28.546,212.0,70.59,20,108,531,317,261,14.5,167,263,271,239,0,62.5
2024-06-03 05:15:00,29.387,236.0,75.876,21,116,561,360,310,3,131,501,350,304,0,61.1
2024-06-03 05:30:00,30.853,288.0,91.493,21,123,587,403,360,0,123,587,403,360,0,59.8
2024-06-03 05:45:00,30.301,344.0,107.094,22,130,609,446,410,0,130,609,446,410,0,58.6
2024-06-03 06:00:00,30.045,256.0,118.279,23,137,629,487,460,0,137,629,487,460,0,57.4
2024-06-03 06:15:00,29.415,392.0,128.511,23,143,646,527,509,0,143,646,527,509,0,55.9
2024-06-03 06:30:00,30.299,456.0,138.451,24,149,662,567,557,0,149,662,567,557,0,54.1
2024-06-03 06:45:00,30.681,368.0,110.192,24,155,675,604,603,11,238,451,536,531,0,52.3
2024-06-03 07:00:00,30.928,388.0,135.257,25,160,687,640,647,21.3,334,242,504,500,0,50.6
2024-06-03 07:15:00,31.121,528.0,168.926,25,165,697,674,689,16.2,306,354,566,569,0.5,48.6
2024-06-03 07:30:00,31.164,632.0,196.391,26,170,706,706,729,0,170,706,706,729,0.5,46.4
2024-06-03 07:45:00,30.855,300.0,83.054,26,175,712,736,766,52.6,345,4,348,337,0.5,44.3
2024-06-03 08:00:00,31.303,364.0,135.749,27,181,716,763,800,17,295,415,634,651,0.5,42.3
2024-06-03 08:15:00,32.916,672.0,221.172,28,187,718,787,830,0,187,718,787,830,0,41.1
2024-06-03 08:30:00,33.545,640.0,235.79,28,193,720,809,857,0.1,194,717,808,856,0,40.8
2024-06-03 08:45:00,34.263,532.0,181.299,28,191,732,831,885,6.4,271,580,777,820,0,40.4
2024-06-03 09:00:00,35.074,604.0,224.154,29,183,753,852,912,2.6,216,692,831,886,0,40
2024-06-03 09:15:00,36.285,624.0,231.331,29,173,774,871,935,0,173,774,871,935,0,39.8
2024-06-03 09:30:00,36.857,628.0,238.36,29,163,794,887,955,0,163,794,887,955,0,39.5
2024-06-03 09:45:00,37.305,628.0,241.723,29,161,801,897,968,0,161,801,897,968,0,39.3
2024-06-03 10:00:00,37.642,628.0,241.748,29,168,795,901,973,0,168,795,901,973,0,39.1
2024-06-03 10:15:00,37.346,620.0,235.771,29,173,788,901,973,0,173,788,901,973,0,38.8
2024-06-03 10:30:00,37.45,636.0,243.302,29,179,779,898,968,0,179,779,898,968,0,38.4
2024-06-03 10:45:00,37.981,624.0,241.254,30,180,775,892,961,0,180,775,892,961,0,37.9
2024-06-03 11:00:00,38.32,616.0,238.022,30,178,775,885,952,0,178,775,885,952,0,37.5
2024-06-03 11:15:00,38.434,612.0,233.604,31,175,774,874,938,0,175,774,874,938,0,37.1
2024-06-03 11:30:00,38.892,604.0,229.673,31,173,772,860,921,0,173,772,860,921,0,36.8
2024-06-03 11:45:00,39.274,596.0,223.614,31,171,767,842,898,0,171,767,842,898,0,36.5
2024-06-03 12:00:00,39.333,388.0,216.325,32,172,757,820,871,0,172,757,820,871,0,36.2
2024-06-03 12:15:00,39.402,572.0,209.257,32,172,746,796,841,0,172,746,796,841,0,36.2
2024-06-03 12:30:00,39.345,560.0,200.527,32,171,734,769,807,0,171,734,769,807,0,36.7
2024-06-03 12:45:00,39.545,536.0,191.656,32,172,720,739,770,0,172,720,739,770,0,37.1
2024-06-03 13:00:00,39.772,520.0,182.035,32,172,702,707,730,0,172,702,707,730,0,37.6
2024-06-03 13:15:00,39.835,492.0,171.473,32,172,683,672,687,0,172,683,672,687,0,38.1
2024-06-03 13:30:00,39.833,456.0,159.654,32,171,662,635,642,0,171,662,635,642,0,38.5
2024-06-03 13:45:00,39.954,440.0,149.286,32,170,637,596,594,0,170,637,596,594,0,38.9
2024-06-03 14:00:00,40.157,408.0,137.482,32,169,608,554,544,0,169,608,554,544,0,39.3
2024-06-03 14:15:00,39.579,376.0,125.376,32,168,576,511,494,0,168,576,511,494,0,39.8
2024-06-03 14:30:00,39.399,340.0,112.821,32,165,542,467,443,0,165,542,467,443,0,40.3
2024-06-03 14:45:00,39.123,292.0,100.139,32,163,494,420,389,0,163,494,420,389,0,40.8
2024-06-03 15:00:00,38.434,252.0,86.887,32,161,435,370,335,0,161,435,370,335,0,41.3
2024-06-03 15:15:00,38.878,208.0,69.805,32,156,376,320,283,0,156,376,320,283,0,41.9
2024-06-03 15:30:00,37.314,104.0,38.289,32,147,316,272,235,2.5,155,279,266,232,0,42.7
2024-06-03 15:45:00,35.554,88.0,30.727,31,134,264,227,191,23.8,163,29,174,165,0,43.5
2024-06-03 16:00:00,34.4,72.0,26.297,31,119,218,187,153,40.2,112,0,112,108,0,44.4
2024-06-03 16:15:00,33.49,60.0,20.784,31,102,173,149,118,49,76,0,76,73,0,46.5
2024-06-03 16:30:00,32.68,36.0,13.935,30,85,128,114,89,50.8,56,0,56,54,0,50.1
2024-06-03 16:45:00,32.145,20.0,9.853,29,68,92,85,65,48.4,43,0,43,42,0,54
2024-06-03 17:00:00,31.741,12.0,6.912,29,51,62,60,47,46.9,32,0,32,30,0,58.2
2024-06-03 17:15:00,31.422,0.0,3.817,28,34,33,38,33,44.2,21,0,21,20,0,61.1
2024-06-03 17:30:00,30.996,0.0,1.484,28,19,8,20,18,52.8,10,0,10,9,0,62.5
2024-06-03 17:45:00,29.905,0.0,0.739,27,5,0,5,4,73.8,1,0,1,1,0,64
2024-06-03 18:00:00,26.125,0.0,2.422,27,0,0,0,0,77.1,0,0,0,0,0,65.5
2024-06-03 18:15:00,25.536,0.0,0.612,26,0,0,0,0,76.1,0,0,0,0,0,66.8
2024-06-03 18:30:00,26.445,0.0,0.746,26,0,0,0,0,87.4,0,0,0,0,0,68
2024-06-03 18:45:00,25.008,0.0,0.899,25,0,0,0,0,90.1,0,0,0,0,0,69.2
