timestamp,156,172,D.156.DELTA,D.171.ISIRR
2022-03-18 07:00:00,47487776.0,3.226,440.0,675.62
2022-03-18 08:00:00,47491120.0,4.607,3344.0,836.143
2022-03-18 09:00:00,47494692.0,5.69,3572.0,939.744
2022-03-18 10:00:00,47498144.0,6.827,3452.0,972.46
2022-03-18 11:00:00,47501184.0,7.632,3040.0,792.876
2022-03-18 12:00:00,47503416.0,7.811,2232.0,594.932
2022-03-18 13:00:00,47504896.0,7.346,1480.0,426.254
2022-03-18 14:00:00,47505732.0,6.457,836.0,223.692
2022-03-18 15:00:00,47505880.0,4.978,148.0,45.06
2022-03-18 16:00:00,47505880.0,2.83,0.0,0.506
2022-03-18 17:00:00,47505880.0,0.47,0.0,0.0
2022-03-18 18:00:00,47505880.0,-0.085,0.0,0.0
2022-03-18 19:00:00,47505880.0,-0.654,0.0,0.0
2022-03-18 20:00:00,47505880.0,-2.626,0.0,0.398
2022-03-18 21:00:00,47505880.0,-2.165,0.0,0.948
2022-03-18 22:00:00,47505880.0,-0.284,0.0,0.006
2022-03-18 23:00:00,47505880.0,0.354,0.0,0.0
2022-03-19 00:00:00,47505880.0,0.342,0.0,0.0
2022-03-19 01:00:00,47505880.0,0.028,0.0,0.0
2022-03-19 02:00:00,47505880.0,-1.023,0.0,0.0
2022-03-19 03:00:00,47505880.0,-2.503,0.0,0.0
2022-03-19 04:00:00,47505924.0,-3.249,44.0,24.701
2022-03-19 05:00:00,47506400.0,-1.194,476.0,148.949
2022-03-19 06:00:00,47507856.0,1.91,1456.0,416.758
2022-03-19 07:00:00,47509916.0,3.512,2060.0,538.542
2022-03-19 08:00:00,47511184.0,3.929,1268.0,330.197
2022-03-19 09:00:00,47512844.0,4.669,1660.0,431.006
2022-03-19 10:00:00,47515056.0,5.455,2212.0,679.565
2022-03-19 11:00:00,47517736.0,6.228,2680.0,761.217
2022-03-19 12:00:00,47521036.0,7.584,3300.0,862.51
2022-03-19 13:00:00,47523424.0,7.942,2388.0,674.626
2022-03-19 14:00:00,47524900.0,7.933,1476.0,394.782
2022-03-19 15:00:00,47525416.0,7.221,516.0,156.504
2022-03-19 16:00:00,47525424.0,5.224,8.0,4.104
2022-03-19 17:00:00,47525424.0,2.928,0.0,0.0
2022-03-19 18:00:00,47525424.0,1.437,0.0,0.0
2022-03-19 19:00:00,47525424.0,0.406,0.0,0.0
