,172,D.156.DELTA,D.171.ISIRR,SARAH Clearsky Shortwave (W/m²),SARAH DNI - backwards (W/m²),SARAH Diffuse Shortwave Radiation (W/m²),SARAH Global tilted radiation GTI (W/m²),SARAH Photosynthetic active radiation (W/m²),SARAH Photosynthetic photon flux density (µmol/m²),SARAH Shortwave Radiation (W/m²),ERA5T Temperature (°C),ERA5T Daylight Duration (min),ERA5T Cloud Cover Total (%),ERA5T DNI - backwards (W/m²)
2024-09-09 14:00:00,31.412,912.0,299.243,426.0,647.0,123.0,535.35187,204.48,934.47363,426.0,27.67,60.0,27.900002,699.3902
2024-09-09 15:00:00,29.605,272.0,109.859,250.0,516.0,91.0,292.12976,120.0,548.4,250.0,27.18,60.0,30.000002,521.6929
2024-09-09 16:00:00,24.614,20.0,9.916,79.0,267.0,41.0,79.25934,37.92,173.2944,79.0,25.09,60.0,29.400002,275.54355
2024-09-09 17:00:00,23.684,0.0,2.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46,32.0,28.500002,11.473705
2024-09-09 18:00:00,22.092,0.0,2.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19,0.0,27.6,0.0
2024-09-09 19:00:00,20.726,0.0,2.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.36,0.0,19.2,0.0
2024-09-09 20:00:00,19.205,0.0,2.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0
2024-09-09 21:00:00,18.533,0.0,2.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,0.3,0.0
2024-09-09 22:00:00,18.801,0.0,2.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,0.0,27.6,0.0
2024-09-09 23:00:00,17.399,0.0,2.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,0.0,30.000002,0.0
2024-09-10 00:00:00,16.699,0.0,2.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11,0.0,28.800001,0.0
2024-09-10 01:00:00,16.849,0.0,2.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,0.0,28.500002,0.0
2024-09-10 02:00:00,17.879,0.0,2.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.82,0.0,19.5,0.0
2024-09-10 03:00:00,18.591,0.0,5.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,0.0,12.6,0.0
2024-09-10 04:00:00,20.031,92.0,37.228,8.0,19.0,6.0,5.2646093,3.36,15.3552,7.0,16.07,18.0,27.900002,0.0
2024-09-10 05:00:00,22.118,448.0,167.098,134.0,38.0,40.0,43.725246,23.519999,107.4864,49.0,16.98,60.0,34.0,85.08799
2024-09-10 06:00:00,24.616,880.0,274.027,311.0,100.0,154.0,190.98482,90.72,414.59042,189.0,18.32,60.0,70.0,191.2869
2024-09-10 07:00:00,26.377,1236.0,351.686,482.0,414.0,191.0,486.60492,196.31999,897.1824,409.0,20.3,60.0,60.0,463.31177
2024-09-10 08:00:00,28.323,1868.0,570.915,623.0,300.0,265.0,544.94604,222.23999,1015.6368,463.0,22.91,60.0,19.2,403.6545
2024-09-10 09:00:00,30.245,2048.0,626.315,722.0,405.0,306.0,723.16235,286.56,1309.5792,597.0,24.59,60.0,33.0,353.7069
2024-09-10 10:00:00,31.716,2296.0,742.516,768.0,451.0,309.0,820.04584,312.96,1430.2272,652.0,25.73,60.0,50.0,446.99478
2024-09-10 11:00:00,32.773,2352.0,818.395,758.0,679.0,207.0,943.5699,344.63998,1575.0048,718.0,26.49,60.0,29.1,407.00815
2024-09-10 12:00:00,33.14,1864.0,566.52,691.0,640.0,208.0,851.39606,314.4,1436.808,655.0,27.37,60.0,20.7,555.40466
2024-09-10 13:00:00,31.503,560.0,174.013,575.0,266.0,254.0,492.85052,201.12,919.1184,419.0,27.74,60.0,17.0,537.35913
2024-09-10 14:00:00,30.432,440.0,136.139,421.0,24.0,185.0,180.37158,94.079994,429.9456,196.0,27.23,60.0,21.0,364.26773
2024-09-10 15:00:00,28.808,116.0,45.727,245.0,94.0,125.0,149.49039,73.439995,335.6208,153.0,26.91,60.0,48.0,370.64902
2024-09-10 16:00:00,27.059,0.0,5.0,75.0,94.0,44.0,50.537228,25.92,118.45441,54.0,25.75,60.0,29.0,65.24998
2024-09-10 17:00:00,25.613,0.0,2.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,31.0,55.0,0.0
2024-09-10 18:00:00,24.726,0.0,2.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.54,0.0,54.0,0.0
2024-09-10 19:00:00,24.011,0.0,2.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,0.0,27.0,0.0
2024-09-10 20:00:00,23.56,0.0,2.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83,0.0,24.0,0.0
2024-09-10 21:00:00,23.446,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,0.0,33.0,0.0
2024-09-10 22:00:00,22.985,0.0,2.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,40.0,0.0
2024-09-10 23:00:00,22.966,0.0,2.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,61.0,0.0
2024-09-11 00:00:00,22.661,0.0,2.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.0,58.0,0.0
2024-09-11 01:00:00,22.302,0.0,2.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.53,0.0,57.0,0.0
2024-09-11 02:00:00,21.948,0.0,2.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55,0.0,73.0,0.0
2024-09-11 03:00:00,22.057,0.0,3.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54,0.0,79.0,0.0
2024-09-11 04:00:00,22.136,44.0,25.349,8.0,0.0,1.0,0.8467858,0.48,2.1936,1.0,19.12,17.0,69.0,0.0
2024-09-11 05:00:00,22.784,56.0,24.746,131.0,22.0,60.0,55.307774,30.24,138.19681,63.0,19.35,60.0,90.0,119.28809
2024-09-11 06:00:00,22.811,192.0,65.3,308.0,1.0,83.0,72.084015,39.84,182.0688,83.0,19.62,60.0,64.0,42.632126
2024-09-11 07:00:00,24.806,756.0,222.162,478.0,2.0,144.0,128.72116,69.6,318.072,145.0,20.62,60.0,82.0,42.828876
2024-09-11 08:00:00,26.307,1300.0,400.236,620.0,31.0,275.0,296.33823,141.59999,647.112,295.0,21.95,60.0,100.0,23.30209
2024-09-11 09:00:00,27.308,1088.0,325.404,718.0,306.0,332.0,660.11993,264.96,1210.8672,552.0,22.17,60.0,100.0,113.29664
2024-09-11 10:00:00,27.051,456.0,139.982,764.0,97.0,357.0,458.12967,206.4,943.248,430.0,21.99,60.0,94.0,30.673937
2024-09-11 11:00:00,21.831,4.0,12.71,753.0,0.0,156.0,137.44629,74.88,342.2016,156.0,21.18,60.0,95.0,6.6240945
2024-09-11 12:00:00,20.62,60.0,29.424,686.0,0.0,148.0,130.02498,71.04,324.6528,148.0,20.85,60.0,98.0,0.0
2024-09-11 13:00:00,21.222,200.0,62.372,569.0,0.0,158.0,139.52678,75.84,346.5888,158.0,21.03,60.0,100.0,0.0
2024-09-11 14:00:00,21.65,72.0,29.582,415.0,1.0,138.0,121.55322,66.24,302.7168,138.0,21.4,60.0,95.0,4.0229554
2024-09-11 15:00:00,21.562,4.0,8.987,239.0,0.0,60.0,51.392124,28.8,131.616,60.0,21.41,60.0,84.0,61.786022
2024-09-11 16:00:00,21.545,0.0,3.06,70.0,39.0,33.0,30.952984,16.8,76.776,35.0,20.33,60.0,75.0,30.683214
2024-09-11 17:00:00,21.53,0.0,2.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.33,29.0,76.0,0.0
2024-09-11 18:00:00,21.376,0.0,2.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,0.0,76.0,0.0
2024-09-11 19:00:00,20.951,0.0,2.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,0.0,62.0,0.0
2024-09-11 20:00:00,21.31,0.0,2.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.49,0.0,41.0,0.0
2024-09-11 21:00:00,21.105,0.0,2.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,0.0,52.0,0.0
2024-09-11 22:00:00,20.677,0.0,2.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,0.0,88.0,0.0
2024-09-11 23:00:00,20.454,0.0,2.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71,0.0,100.0,0.0
2024-09-12 00:00:00,20.8,0.0,2.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,94.0,0.0
2024-09-12 01:00:00,21.043,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,0.0,99.0,0.0
2024-09-12 02:00:00,21.132,0.0,2.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,0.0,91.0,0.0
2024-09-12 03:00:00,21.317,0.0,2.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,0.0,84.0,0.0
2024-09-12 04:00:00,21.337,36.0,20.286,7.0,1.0,3.0,2.5460334,1.4399999,6.5808,3.0,18.15,15.0,97.0,0.0
2024-09-12 05:00:00,21.82,176.0,69.188,128.0,3.0,33.0,28.253159,15.839999,72.3888,33.0,18.54,60.0,100.0,106.38698
2024-09-12 06:00:00,23.369,656.0,211.445,304.0,69.0,147.0,167.9796,82.08,375.10562,171.0,19.02,60.0,85.0,136.03091
2024-09-12 07:00:00,25.523,1240.0,385.585,474.0,68.0,229.0,269.32123,127.2,581.304,265.0,19.77,60.0,80.0,51.79299
2024-09-12 08:00:00,27.387,1956.0,605.515,615.0,209.0,304.0,489.74677,208.79999,954.216,435.0,21.03,60.0,45.0,177.53053
2024-09-12 09:00:00,28.072,2004.0,634.292,714.0,245.0,334.0,588.528,244.79999,1118.736,510.0,22.63,60.0,46.0,258.16226
2024-09-12 10:00:00,28.361,1772.0,584.199,759.0,266.0,357.0,669.76624,267.36,1221.8352,557.0,24.06,60.0,44.0,492.18762
2024-09-12 11:00:00,29.414,1860.0,642.952,748.0,378.0,325.0,744.0187,290.88,1329.3217,606.0,25.03,60.0,73.0,558.3958
2024-09-12 12:00:00,30.37,2336.0,748.44,681.0,486.0,260.0,752.5288,283.68,1296.4176,591.0,25.41,60.0,83.0,483.62057
2024-09-12 13:00:00,30.829,1952.0,588.194,564.0,493.0,216.0,637.9073,242.87999,1109.9615,506.0,26.01,60.0,55.0,602.5979
2024-09-12 14:00:00,30.384,1244.0,391.162,409.0,569.0,136.0,496.89362,190.08,868.66565,396.0,26.18,60.0,30.0,506.2791
2024-09-12 15:00:00,28.857,364.0,144.523,233.0,500.0,88.0,279.23013,111.84,511.1088,233.0,25.82,60.0,24.0,454.6384
2024-09-12 16:00:00,25.768,8.0,10.383,66.0,228.0,35.0,68.047775,31.199999,142.584,65.0,25.36,60.0,16.0,190.79698
2024-09-12 17:00:00,22.604,0.0,2.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.02,27.0,16.0,11.473705
2024-09-12 18:00:00,21.548,0.0,2.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,14.0,0.0
2024-09-12 19:00:00,20.836,0.0,2.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,0.0,9.0,0.0
2024-09-12 20:00:00,20.508,0.0,2.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.36,0.0,8.0,0.0
2024-09-12 21:00:00,19.754,0.0,2.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,0.0,5.0,0.0
2024-09-12 22:00:00,19.464,0.0,2.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26,0.0,0.0,0.0
2024-09-12 23:00:00,18.854,0.0,2.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0
2024-09-13 00:00:00,18.439,0.0,2.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,0.0,0.0,0.0
2024-09-13 01:00:00,17.9,0.0,2.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.28,0.0,0.0,0.0
2024-09-13 02:00:00,17.636,0.0,2.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,0.0,0.0,0.0
2024-09-13 03:00:00,17.116,0.0,4.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.35,0.0,3.0,0.0
2024-09-13 04:00:00,18.826,108.0,57.074,7.0,13.0,5.0,4.253543,2.3999999,10.967999,5.0,15.93,14.0,10.0,0.0
2024-09-13 05:00:00,22.387,756.0,261.686,125.0,319.0,60.0,116.6114,58.559998,267.6192,122.0,16.7,60.0,13.0,295.1407
2024-09-13 06:00:00,25.404,1224.0,368.566,301.0,416.0,129.0,309.56195,129.12,590.0784,269.0,18.68,60.0,21.900002,470.10385
2024-09-13 07:00:00,28.154,1636.0,489.245,470.0,212.0,234.0,380.35992,164.64,752.40485,343.0,20.74,60.0,27.000002,417.64374
2024-09-13 08:00:00,30.619,1824.0,542.476,611.0,334.0,279.0,582.50195,234.23999,1070.4768,488.0,23.94,60.0,29.1,365.76328
2024-09-13 09:00:00,31.779,2172.0,663.611,709.0,310.0,325.0,660.3585,262.56,1199.8993,547.0,26.13,60.0,29.400002,285.7728
2024-09-13 10:00:00,33.086,2188.0,770.987,755.0,554.0,262.0,877.7241,324.96,1485.0673,677.0,26.81,60.0,29.1,137.57875
2024-09-13 11:00:00,34.082,2544.0,817.472,743.0,421.0,309.0,788.6353,298.08,1362.2256,621.0,27.84,60.0,39.0,375.42526
2024-09-13 12:00:00,33.589,2024.0,606.558,675.0,523.0,244.0,768.45795,286.56,1309.5792,597.0,28.57,60.0,42.0,367.35175
2024-09-13 13:00:00,34.023,1988.0,632.113,558.0,507.0,203.0,639.38403,240.95999,1101.1873,502.0,28.97,60.0,42.0,405.63412
2024-09-13 14:00:00,32.853,1112.0,349.617,403.0,436.0,161.0,447.2911,173.28,791.88965,361.0,28.52,60.0,34.0,191.19
2024-09-13 15:00:00,30.369,352.0,129.017,228.0,211.0,119.0,198.41132,85.92,392.65442,179.0,27.9,60.0,25.0,91.26378
2024-09-13 16:00:00,27.979,0.0,8.016,61.0,118.0,36.0,51.25947,24.48,111.873604,51.0,26.74,60.0,53.0,72.62449
2024-09-13 17:00:00,26.542,0.0,2.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,25.0,95.0,0.0
2024-09-13 18:00:00,26.012,0.0,2.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,0.0,97.0,0.0
2024-09-13 19:00:00,25.911,0.0,2.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,0.0,69.0,0.0
2024-09-13 20:00:00,25.211,0.0,2.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79,0.0,52.0,0.0
2024-09-13 21:00:00,24.819,0.0,2.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,40.0,0.0
2024-09-13 22:00:00,24.461,0.0,2.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64,0.0,51.0,0.0
2024-09-13 23:00:00,23.832,0.0,2.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,0.0,73.0,0.0
2024-09-14 00:00:00,23.475,0.0,2.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.61,0.0,43.0,0.0
2024-09-14 01:00:00,24.037,0.0,2.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,0.0,16.0,0.0
2024-09-14 02:00:00,23.86,0.0,2.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17,0.0,15.0,0.0
2024-09-14 03:00:00,23.06,0.0,3.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,13.0,0.0
2024-09-14 04:00:00,23.108,104.0,50.21,6.0,39.0,4.0,3.185186,2.8799999,13.1616,6.0,21.25,13.0,29.0,0.0
2024-09-14 05:00:00,25.214,356.0,141.389,122.0,379.0,56.0,121.767426,59.52,272.0064,124.0,21.48,60.0,26.0,156.5563
2024-09-14 06:00:00,26.811,880.0,290.979,297.0,348.0,132.0,277.04843,117.6,537.432,245.0,22.45,60.0,26.0,285.52213
2024-09-14 07:00:00,28.865,1976.0,604.924,467.0,543.0,163.0,545.4608,209.76,958.6032,437.0,23.27,60.0,59.0,401.28058
2024-09-14 08:00:00,29.454,2444.0,774.991,607.0,509.0,227.0,689.5518,261.6,1195.5121,545.0,24.59,60.0,79.0,378.31766
2024-09-14 09:00:00,26.936,1320.0,420.347,705.0,358.0,304.0,679.1672,266.4,1217.448,555.0,25.55,60.0,39.0,299.1292
2024-09-14 10:00:00,24.266,768.0,216.613,750.0,79.0,323.0,403.1861,182.87999,835.7616,381.0,23.13,60.0,53.0,231.98985
2024-09-14 11:00:00,25.14,1616.0,519.039,738.0,77.0,296.0,370.6089,168.95999,772.1472,352.0,21.9,60.0,81.0,338.6207
2024-09-14 12:00:00,25.584,1312.0,399.908,670.0,288.0,299.0,599.06665,237.12,1083.6384,494.0,22.32,60.0,74.0,301.0975
2024-09-14 13:00:00,22.14,220.0,73.119,553.0,116.0,222.0,324.53503,140.64,642.7248,293.0,21.88,60.0,51.0,141.28679
2024-09-14 14:00:00,21.938,392.0,130.046,398.0,63.0,125.0,147.4325,71.52,326.8464,149.0,21.78,60.0,51.0,309.7669
2024-09-14 15:00:00,21.408,212.0,82.449,222.0,185.0,113.0,177.06607,79.2,361.944,165.0,21.29,60.0,80.0,222.8502
2024-09-14 16:00:00,19.747,4.0,6.288,57.0,190.0,33.0,59.24055,26.4,120.648,55.0,20.46,60.0,68.0,178.46732
2024-09-14 17:00:00,19.379,0.0,2.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77,23.0,67.0,0.0
2024-09-14 18:00:00,19.551,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,87.0,0.0
2024-09-14 19:00:00,18.657,0.0,2.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.24,0.0,99.0,0.0
2024-09-14 20:00:00,17.599,0.0,2.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,0.0,95.0,0.0
2024-09-14 21:00:00,17.103,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31,0.0,99.0,0.0
2024-09-14 22:00:00,16.756,0.0,2.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.56,0.0,98.0,0.0
2024-09-14 23:00:00,16.46,0.0,2.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.34,0.0,97.0,0.0
2024-09-15 00:00:00,16.126,0.0,2.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,0.0,87.0,0.0
2024-09-15 01:00:00,15.68,0.0,2.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,70.0,0.0
2024-09-15 02:00:00,15.113,0.0,2.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21,0.0,71.0,0.0
2024-09-15 03:00:00,14.508,0.0,3.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14,0.0,63.0,0.0
2024-09-15 04:00:00,14.944,132.0,72.497,5.0,2.0,3.0,2.5467787,1.4399999,6.5808,3.0,12.48,12.0,50.0,0.0
2024-09-15 05:00:00,17.037,692.0,217.218,119.0,54.0,60.0,64.748535,33.12,151.3584,69.0,12.14,60.0,44.0,161.64177
2024-09-15 06:00:00,17.267,508.0,162.475,293.0,11.0,120.0,111.48732,59.039997,269.8128,123.0,12.88,60.0,42.0,244.34239
2024-09-15 07:00:00,20.549,2280.0,701.094,463.0,255.0,190.0,384.74774,156.95999,717.3072,327.0,14.82,60.0,38.0,450.9917
2024-09-15 08:00:00,22.903,1980.0,582.368,603.0,659.0,174.0,768.2246,280.32,1281.0625,584.0,16.94,60.0,58.0,486.68353
2024-09-15 09:00:00,23.575,304.0,92.366,701.0,182.0,266.0,453.98413,189.12,864.2784,394.0,19.08,60.0,84.0,481.46506
2024-09-15 10:00:00,21.171,116.0,39.61,745.0,0.0,149.0,131.10135,71.52,326.8464,149.0,19.22,60.0,72.0,218.34836
2024-09-15 11:00:00,18.613,40.0,23.04,733.0,0.0,142.0,124.62585,68.159996,311.49118,142.0,19.06,60.0,82.0,222.63608
2024-09-15 12:00:00,16.734,76.0,30.532,664.0,0.0,111.0,96.26002,53.28,243.48961,111.0,17.64,60.0,92.0,109.74103
2024-09-15 13:00:00,16.277,28.0,19.553,547.0,0.0,129.0,112.80531,61.92,282.9744,129.0,17.13,60.0,69.0,198.84041
2024-09-15 14:00:00,16.145,168.0,57.253,392.0,0.0,102.0,88.51411,48.96,223.74721,102.0,16.44,60.0,94.0,109.34407
2024-09-15 15:00:00,16.918,260.0,87.165,216.0,23.0,80.0,80.189156,41.28,188.6496,86.0,16.25,60.0,94.0,3.150196
2024-09-15 16:00:00,16.602,20.0,11.339,52.0,0.0,12.0,10.204999,5.7599998,26.3232,12.0,16.04,60.0,99.0,157.25716
2024-09-15 17:00:00,16.059,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,21.0,79.0,0.0
2024-09-15 18:00:00,15.557,0.0,2.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07,0.0,31.0,0.0
2024-09-15 19:00:00,14.804,0.0,2.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,28.500002,0.0
2024-09-15 20:00:00,14.384,0.0,2.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06,0.0,27.300001,0.0
2024-09-15 21:00:00,13.8,0.0,2.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46,0.0,24.0,0.0
2024-09-15 22:00:00,13.36,0.0,2.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41,0.0,96.0,0.0
2024-09-15 23:00:00,13.083,0.0,2.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,0.0,68.0,0.0
2024-09-16 00:00:00,13.154,0.0,2.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18,0.0,99.0,0.0
2024-09-16 01:00:00,13.915,0.0,2.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,0.0,99.0,0.0
2024-09-16 02:00:00,13.223,0.0,2.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,0.0,90.0,0.0
2024-09-16 03:00:00,12.589,0.0,3.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74,0.0,58.0,0.0
2024-09-16 04:00:00,13.282,100.0,60.812,5.0,10.0,4.0,3.4004536,1.92,8.7744,4.0,11.52,11.0,22.0,0.0
2024-09-16 05:00:00,15.571,756.0,263.021,116.0,342.0,56.0,118.634445,55.68,254.45761,116.0,11.86,60.0,3.0,269.17737
2024-09-16 06:00:00,17.968,1656.0,491.747,290.0,553.0,101.0,357.4042,139.2,636.144,290.0,13.24,60.0,4.0,484.42032
2024-09-16 07:00:00,20.078,2412.0,698.73,459.0,667.0,129.0,598.85596,220.31999,1006.8624,459.0,14.82,60.0,6.0,546.12854
2024-09-16 08:00:00,21.758,2860.0,861.55,599.0,735.0,145.0,803.1811,287.52,1313.9664,599.0,17.1,60.0,0.0,715.12946
2024-09-16 09:00:00,22.926,3064.0,955.928,696.0,773.0,155.0,946.44495,334.08,1526.7456,696.0,18.67,60.0,8.0,769.39764
2024-09-16 10:00:00,23.9,2840.0,978.179,740.0,789.0,159.0,1013.0841,355.19998,1623.264,740.0,19.48,60.0,1.2,766.05
2024-09-16 11:00:00,25.123,2972.0,927.133,727.0,784.0,158.0,996.0678,348.96,1594.7472,727.0,20.54,60.0,5.1000004,797.8372
2024-09-16 12:00:00,25.923,2656.0,805.812,659.0,759.0,152.0,898.2983,316.32,1445.5825,659.0,21.11,60.0,0.3,776.61743
2024-09-16 13:00:00,25.905,2084.0,616.448,541.0,709.0,139.0,728.8444,259.68,1186.7377,541.0,21.46,60.0,2.0,733.7728
2024-09-16 14:00:00,25.303,1252.0,385.55,386.0,623.0,118.0,508.53748,185.28,846.7296,386.0,21.76,60.0,2.0,661.56647
2024-09-16 15:00:00,23.611,352.0,143.797,211.0,477.0,83.0,262.34964,101.28,462.8496,211.0,21.61,60.0,7.0,538.84454
2024-09-16 16:00:00,20.478,4.0,6.534,48.0,174.0,28.0,53.62529,23.039999,105.2928,48.0,20.03,60.0,3.0,305.7333
2024-09-16 17:00:00,17.007,0.0,2.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.44,19.0,2.0,0.0
2024-09-16 18:00:00,16.977,0.0,2.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,0.0,0.0,0.0
2024-09-16 19:00:00,16.75,0.0,2.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43,0.0,2.0,0.0
2024-09-16 20:00:00,15.288,0.0,2.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77,0.0,2.0,0.0
2024-09-16 21:00:00,14.752,0.0,2.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,0.0,0.0,0.0
2024-09-16 22:00:00,14.752,0.0,2.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,0.0,2.0,0.0
2024-09-16 23:00:00,13.549,0.0,2.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22,0.0,3.0,0.0
2024-09-17 00:00:00,13.167,0.0,2.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96,0.0,2.0,0.0
2024-09-17 01:00:00,12.521,0.0,2.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,3.0,0.0
2024-09-17 02:00:00,12.535,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,0.0,2.0,0.0
2024-09-17 03:00:00,12.481,0.0,3.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,2.0,0.0
2024-09-17 04:00:00,13.27,96.0,59.309,4.0,13.0,3.0,2.5473728,1.4399999,6.5808,3.0,11.41,10.0,2.0,0.0
2024-09-17 05:00:00,16.619,692.0,236.113,112.0,336.0,54.0,117.558876,53.76,245.6832,112.0,12.51,60.0,1.0,268.9646
2024-09-17 06:00:00,20.204,1580.0,474.753,286.0,531.0,103.0,352.52325,136.31999,622.98236,284.0,14.98,60.0,1.0,455.37183
2024-09-17 07:00:00,22.8,2284.0,674.343,455.0,665.0,128.0,598.50397,218.4,998.088,455.0,17.19,60.0,1.8000001,588.95105
2024-09-17 08:00:00,24.525,2708.0,814.943,595.0,661.0,172.0,767.15234,276.47998,1263.5135,576.0,20.06,60.0,14.0,702.67365
2024-09-17 09:00:00,25.262,2784.0,851.251,691.0,772.0,154.0,945.01495,331.68,1515.7776,691.0,21.58,60.0,18.0,741.4446
2024-09-17 10:00:00,25.397,2684.0,824.819,735.0,659.0,216.0,942.6433,335.03998,1531.1328,698.0,22.9,60.0,15.900001,662.97894
2024-09-17 11:00:00,25.518,2280.0,741.968,722.0,783.0,157.0,994.41235,346.56,1583.7793,722.0,23.46,60.0,17.7,640.73987
2024-09-17 12:00:00,25.143,1812.0,538.967,653.0,586.0,218.0,803.9465,291.36,1331.5151,607.0,23.29,60.0,25.2,515.6669
2024-09-17 13:00:00,24.681,1372.0,401.294,535.0,481.0,208.0,619.23773,229.92,1050.7344,479.0,22.79,60.0,22.2,386.1611
2024-09-17 14:00:00,23.842,548.0,169.139,380.0,414.0,162.0,427.91333,162.72,743.63043,339.0,21.83,60.0,26.1,193.71713
