,172,D.156.DELTA,D.171.ISIRR,SARAH Global tilted radiation GTI (W/m²),SARAH Global tilted radiation GTI (W/m²)
2024-03-14 17:00:00,7.553,0.0,2.292,0.0,0.0
2024-03-14 18:00:00,7.021,0.0,2.288,0.0,0.0
2024-03-14 19:00:00,6.996,0.0,2.3,0.0,0.0
2024-03-14 20:00:00,6.862,0.0,2.276,0.0,0.0
2024-03-14 21:00:00,6.78,0.0,2.278,0.0,0.0
2024-03-14 22:00:00,6.644,0.0,2.283,0.0,0.0
2024-03-14 23:00:00,6.311,0.0,2.229,0.0,0.0
2024-03-15 00:00:00,5.903,0.0,2.275,0.0,0.0
2024-03-15 01:00:00,5.914,0.0,2.296,0.0,0.0
2024-03-15 02:00:00,5.85,0.0,2.3,0.0,0.0
2024-03-15 03:00:00,5.821,0.0,2.313,0.0,0.0
2024-03-15 04:00:00,5.875,8.0,8.668,0.0,0.0
2024-03-15 05:00:00,6.401,116.0,39.831,58.35907,16.12179
2024-03-15 06:00:00,7.246,368.0,102.783,195.35526,102.39491
2024-03-15 07:00:00,8.509,740.0,198.326,333.0703,220.645
2024-03-15 08:00:00,9.743,1104.0,296.01,473.74677,350.2737
2024-03-15 09:00:00,10.89,1192.0,191.525,625.95,520.9224
2024-03-15 10:00:00,10.798,808.0,283.684,357.198,306.50055
2024-03-15 11:00:00,11.251,1096.0,344.698,368.38724,331.7193
2024-03-15 12:00:00,11.598,936.0,134.809,423.00772,407.18524
2024-03-15 13:00:00,11.178,464.0,134.262,184.72327,198.47719
2024-03-15 14:00:00,11.027,304.0,90.119,165.75188,195.50732
2024-03-15 15:00:00,10.561,120.0,56.537,102.36179,161.61282
2024-03-15 16:00:00,9.626,0.0,6.811,4.3807707,33.700573
2024-03-15 17:00:00,9.049,0.0,2.312,0.0,0.0
2024-03-15 18:00:00,8.753,0.0,2.287,0.0,0.0
2024-03-15 19:00:00,8.464,0.0,2.322,0.0,0.0
2024-03-15 20:00:00,8.266,0.0,2.359,0.0,0.0
2024-03-15 21:00:00,8.362,0.0,2.307,0.0,0.0
2024-03-15 22:00:00,8.218,0.0,2.314,0.0,0.0
2024-03-15 23:00:00,8.129,0.0,2.333,0.0,0.0
2024-03-16 00:00:00,8.095,0.0,2.3,0.0,0.0
2024-03-16 01:00:00,7.534,0.0,2.299,0.0,0.0
2024-03-16 02:00:00,7.319,0.0,2.319,0.0,0.0
2024-03-16 03:00:00,7.14,0.0,2.286,0.0,0.0
2024-03-16 04:00:00,7.049,0.0,6.32,0.0,0.0
2024-03-16 05:00:00,8.111,156.0,50.215,68.05552,18.973799
2024-03-16 06:00:00,10.297,704.0,193.827,209.83601,113.91397
2024-03-16 07:00:00,12.272,952.0,254.596,330.80798,219.48007
2024-03-16 08:00:00,13.785,1308.0,365.238,530.2682,419.32996
2024-03-16 09:00:00,15.211,1360.0,385.821,588.2722,483.02988
2024-03-16 10:00:00,15.56,756.0,267.231,432.34457,373.65887
2024-03-16 11:00:00,16.082,672.0,190.342,271.78976,257.0393
2024-03-16 12:00:00,16.824,1004.0,267.187,203.66379,213.1753
2024-03-16 13:00:00,16.674,808.0,240.343,289.07678,304.7881
2024-03-16 14:00:00,15.844,864.0,275.775,252.07483,298.13663
2024-03-16 15:00:00,14.58,284.0,124.808,153.60129,239.03235
2024-03-16 16:00:00,10.454,4.0,13.679,6.8378096,54.906086
2024-03-16 17:00:00,7.418,0.0,2.251,0.0,0.0
2024-03-16 18:00:00,6.664,0.0,2.256,0.0,0.0
2024-03-16 19:00:00,5.172,0.0,2.256,0.0,0.0
2024-03-16 20:00:00,3.974,0.0,2.239,0.0,0.0
2024-03-16 21:00:00,4.402,0.0,2.267,0.0,0.0
2024-03-16 22:00:00,4.655,0.0,2.286,0.0,0.0
2024-03-16 23:00:00,5.242,0.0,2.294,0.0,0.0
2024-03-17 00:00:00,4.276,0.0,2.296,0.0,0.0
2024-03-17 01:00:00,2.883,0.0,2.262,0.0,0.0
2024-03-17 02:00:00,2.305,0.0,2.224,0.0,0.0
2024-03-17 03:00:00,1.282,0.0,2.256,0.0,0.0
2024-03-17 04:00:00,1.349,28.0,15.96,0.0,0.0
2024-03-17 05:00:00,4.948,496.0,146.739,76.727844,43.879017
2024-03-17 06:00:00,10.17,1356.0,376.89,297.98123,286.66483
2024-03-17 07:00:00,14.068,2188.0,605.198,529.81506,510.40378
2024-03-17 08:00:00,17.057,2616.0,802.913,739.1564,695.52765
2024-03-17 09:00:00,18.591,2716.0,928.405,863.73126,852.2119
2024-03-17 10:00:00,19.644,2508.0,958.098,907.1443,921.9405
2024-03-17 11:00:00,20.231,2532.0,963.969,877.7139,923.5431
2024-03-17 12:00:00,20.516,2320.0,781.119,774.27277,847.7317
2024-03-17 13:00:00,20.416,2036.0,621.261,555.83466,611.8194
2024-03-17 14:00:00,19.546,1044.0,369.277,405.5894,503.68298
2024-03-17 15:00:00,17.557,232.0,110.96,162.55037,252.09277
2024-03-17 16:00:00,15.316,4.0,14.599,7.631521,55.330765
2024-03-17 17:00:00,13.364,0.0,2.377,0.0,0.0
2024-03-17 18:00:00,12.974,0.0,2.314,0.0,0.0
2024-03-17 19:00:00,12.926,0.0,2.345,0.0,0.0
2024-03-17 20:00:00,12.532,0.0,2.321,0.0,0.0
2024-03-17 21:00:00,12.187,0.0,2.382,0.0,0.0
2024-03-17 22:00:00,11.91,0.0,2.36,0.0,0.0
2024-03-17 23:00:00,11.592,0.0,2.393,0.0,0.0
2024-03-18 00:00:00,10.096,0.0,2.345,0.0,0.0
2024-03-18 01:00:00,9.426,0.0,2.313,0.0,0.0
2024-03-18 02:00:00,8.632,0.0,2.345,0.0,0.0
2024-03-18 03:00:00,8.117,0.0,2.315,0.0,0.0
2024-03-18 04:00:00,7.902,12.0,10.986,0.0,0.0
2024-03-18 05:00:00,8.392,144.0,42.061,53.374435,15.328353
2024-03-18 06:00:00,8.727,296.0,91.839,170.0888,83.71496
2024-03-18 07:00:00,9.398,688.0,195.908,271.73715,167.67209
2024-03-18 08:00:00,10.758,1844.0,440.48,483.62225,375.55835
2024-03-18 09:00:00,13.154,2344.0,636.784,794.9052,746.48047
2024-03-18 10:00:00,14.926,2704.0,921.891,811.2067,793.16656
2024-03-18 11:00:00,15.501,2696.0,925.853,873.9069,918.17285
2024-03-18 12:00:00,15.884,1228.0,406.763,714.1004,747.1308
2024-03-18 13:00:00,17.03,1728.0,497.027,309.20673,317.93164
2024-03-18 14:00:00,16.961,1116.0,388.223,334.15103,387.30273
2024-03-18 15:00:00,15.536,448.0,179.66,101.839806,157.02518
2024-03-18 16:00:00,13.489,4.0,18.815,7.352386,44.957554
2024-03-18 17:00:00,10.563,0.0,2.291,0.0,0.0
2024-03-18 18:00:00,9.331,0.0,2.303,0.0,0.0
2024-03-18 19:00:00,8.936,0.0,2.295,0.0,0.0
2024-03-18 20:00:00,9.469,0.0,2.343,0.0,0.0
2024-03-18 21:00:00,9.342,0.0,2.33,0.0,0.0
2024-03-18 22:00:00,8.89,0.0,2.371,0.0,0.0
2024-03-18 23:00:00,8.021,0.0,2.361,0.0,0.0
2024-03-19 00:00:00,7.323,0.0,2.379,0.0,0.0
2024-03-19 01:00:00,6.577,0.0,2.351,0.0,0.0
2024-03-19 02:00:00,5.319,0.0,2.315,0.0,0.0
2024-03-19 03:00:00,4.736,0.0,2.298,0.0,0.0
2024-03-19 04:00:00,4.343,0.0,5.548,0.0,0.0
2024-03-19 05:00:00,3.987,28.0,14.746,39.642387,11.362284
2024-03-19 06:00:00,3.653,84.0,30.156,146.4261,69.59217
2024-03-19 07:00:00,4.274,192.0,54.082,149.17188,103.09092
2024-03-19 08:00:00,5.303,324.0,76.703,0.0,
2024-03-19 09:00:00,6.674,636.0,159.261,0.0,
2024-03-19 10:00:00,7.474,528.0,163.32,0.0,
2024-03-19 11:00:00,8.106,652.0,179.99,0.0,
2024-03-19 12:00:00,8.36,552.0,155.609,0.0,
2024-03-19 13:00:00,8.814,472.0,128.819,0.0,
2024-03-19 14:00:00,8.9,472.0,120.904,95.80265,117.770935
2024-03-19 15:00:00,9.001,436.0,157.877,84.63636,135.94342
2024-03-19 16:00:00,6.736,8.0,21.365,11.072716,69.849106
2024-03-19 17:00:00,4.59,0.0,2.219,0.0,0.0
2024-03-19 18:00:00,3.578,0.0,2.233,0.0,0.0
2024-03-19 19:00:00,3.216,0.0,2.178,0.0,0.0
2024-03-19 20:00:00,2.291,0.0,2.191,0.0,0.0
2024-03-19 21:00:00,2.143,0.0,2.213,0.0,0.0
2024-03-19 22:00:00,2.248,0.0,2.264,0.0,0.0
2024-03-19 23:00:00,1.842,0.0,2.251,0.0,0.0
2024-03-20 00:00:00,0.963,0.0,2.246,0.0,0.0
2024-03-20 01:00:00,0.718,0.0,2.264,0.0,0.0
2024-03-20 02:00:00,0.427,0.0,2.212,0.0,0.0
2024-03-20 03:00:00,-0.663,0.0,2.16,0.0,0.0
2024-03-20 04:00:00,1.336,8.0,8.203,0.0,0.0
2024-03-20 05:00:00,3.208,120.0,44.898,88.42417,25.9206
2024-03-20 06:00:00,6.981,1136.0,276.631,278.66772,180.3954
2024-03-20 07:00:00,8.198,1968.0,484.758,533.69415,442.59897
2024-03-20 08:00:00,9.714,2920.0,883.217,757.6286,711.116
2024-03-20 09:00:00,11.867,2784.0,936.672,883.2328,867.4077
2024-03-20 10:00:00,12.926,1432.0,529.669,836.16614,816.30365
2024-03-20 11:00:00,11.723,884.0,227.824,332.77585,339.79312
2024-03-20 12:00:00,11.719,1276.0,343.974,428.0753,430.3631
2024-03-20 13:00:00,11.969,1296.0,291.735,375.7779,396.84262
2024-03-20 14:00:00,12.559,1396.0,538.114,287.29782,328.72424
2024-03-20 15:00:00,11.252,388.0,171.5,163.27696,248.88078
2024-03-20 16:00:00,8.294,4.0,11.218,12.491527,72.64202
2024-03-20 17:00:00,5.316,0.0,2.215,0.0,0.0
2024-03-20 18:00:00,5.543,0.0,2.226,0.0,0.0
2024-03-20 19:00:00,6.458,0.0,2.29,0.0,0.0
2024-03-20 20:00:00,6.725,0.0,2.283,0.0,0.0
2024-03-20 21:00:00,6.678,0.0,2.275,0.0,0.0
2024-03-20 22:00:00,7.294,0.0,2.328,0.0,0.0
2024-03-20 23:00:00,6.746,0.0,2.289,0.0,0.0
2024-03-21 00:00:00,6.486,0.0,2.299,0.0,0.0
2024-03-21 01:00:00,6.761,0.0,2.347,0.0,0.0
2024-03-21 02:00:00,6.524,0.0,2.35,0.0,0.0
2024-03-21 03:00:00,5.716,0.0,2.28,0.0,0.0
2024-03-21 04:00:00,5.213,52.0,27.782,0.0,0.0
2024-03-21 05:00:00,6.935,364.0,105.453,97.645294,43.40987
2024-03-21 06:00:00,9.088,896.0,174.188,313.75253,201.68188
2024-03-21 07:00:00,10.367,1364.0,418.516,521.1521,431.00598
2024-03-21 08:00:00,9.87,1288.0,324.056,497.36066,387.5569
2024-03-21 09:00:00,10.445,1064.0,339.048,519.4258,413.529
2024-03-21 10:00:00,11.842,1416.0,399.234,404.45776,340.1753
2024-03-21 11:00:00,12.146,1060.0,383.226,516.3669,462.21765
2024-03-21 12:00:00,8.999,216.0,65.899,178.77359,190.49565
2024-03-21 13:00:00,8.658,1108.0,242.583,147.25429,164.20125
2024-03-21 14:00:00,9.316,292.0,185.472,259.73438,306.68658
2024-03-21 15:00:00,7.029,56.0,27.962,69.05675,105.11846
2024-03-21 16:00:00,6.958,0.0,6.095,9.701232,45.409523
2024-03-21 17:00:00,5.937,0.0,2.283,0.0,0.0
2024-03-21 18:00:00,4.692,0.0,2.267,0.0,0.0
2024-03-21 19:00:00,4.551,0.0,2.274,0.0,0.0
2024-03-21 20:00:00,4.605,0.0,2.261,0.0,0.0
2024-03-21 21:00:00,3.929,0.0,2.248,0.0,0.0
2024-03-21 22:00:00,3.726,0.0,2.224,0.0,0.0
2024-03-21 23:00:00,3.762,0.0,2.277,0.0,0.0
2024-03-22 00:00:00,1.9,0.0,2.227,0.0,0.0
2024-03-22 01:00:00,1.792,0.0,2.244,0.0,0.0
2024-03-22 02:00:00,1.741,0.0,2.253,0.0,0.0
2024-03-22 03:00:00,1.837,0.0,2.236,0.0,0.0
2024-03-22 04:00:00,1.683,56.0,25.195,0.0,0.0
2024-03-22 05:00:00,2.521,448.0,121.689,103.02159,65.1846
2024-03-22 06:00:00,4.677,1204.0,353.312,330.07422,292.0194
2024-03-22 07:00:00,8.751,2416.0,650.143,561.9701,540.45905
2024-03-22 08:00:00,11.751,2748.0,846.918,770.26715,751.9834
2024-03-22 09:00:00,13.88,2580.0,813.944,898.9002,889.7366
2024-03-22 10:00:00,14.838,2208.0,1215.973,930.42096,943.89075
2024-03-22 11:00:00,15.513,2104.0,743.605,869.15173,902.10645
2024-03-22 12:00:00,16.182,2444.0,698.82,723.67017,756.0236
2024-03-22 13:00:00,15.981,1724.0,462.859,601.2424,674.9714
2024-03-22 14:00:00,15.781,1192.0,347.135,415.44022,510.79028
2024-03-22 15:00:00,15.036,448.0,182.863,198.57039,299.748
2024-03-22 16:00:00,11.782,12.0,23.228,15.923434,79.00211
2024-03-22 17:00:00,8.409,0.0,2.277,0.0,0.0
2024-03-22 18:00:00,6.441,0.0,2.218,0.0,0.0
2024-03-22 19:00:00,5.349,0.0,2.281,0.0,0.0
2024-03-22 20:00:00,5.326,0.0,2.283,0.0,0.0
2024-03-22 21:00:00,4.952,0.0,2.24,0.0,0.0
2024-03-22 22:00:00,4.442,0.0,2.254,0.0,0.0
2024-03-22 23:00:00,3.381,0.0,2.222,0.0,0.0
2024-03-23 00:00:00,2.348,0.0,2.218,0.0,0.0
2024-03-23 01:00:00,2.233,0.0,2.251,0.0,0.0
2024-03-23 02:00:00,2.234,0.0,2.228,0.0,0.0
2024-03-23 03:00:00,2.136,0.0,2.202,0.0,0.0
2024-03-23 04:00:00,2.178,60.0,30.037,0.0,0.0
2024-03-23 05:00:00,5.06,612.0,179.031,108.44122,76.150505
2024-03-23 06:00:00,9.548,1532.0,417.901,336.41373,316.8993
2024-03-23 07:00:00,13.292,2356.0,643.464,568.3901,533.54956
2024-03-23 08:00:00,16.529,2868.0,831.982,772.77985,725.2994
2024-03-23 09:00:00,18.633,3112.0,954.666,889.78577,871.8714
2024-03-23 10:00:00,20.069,2872.0,1018.563,934.1542,942.30426
2024-03-23 11:00:00,21.143,3048.0,966.211,901.87036,941.75134
2024-03-23 12:00:00,21.563,2772.0,877.738,813.5694,892.1705
2024-03-23 13:00:00,21.571,2316.0,706.038,657.6828,764.7315
2024-03-23 14:00:00,20.803,1492.0,478.987,442.39343,554.0052
2024-03-23 15:00:00,18.849,504.0,222.06,208.12506,313.61102
2024-03-23 16:00:00,14.265,24.0,29.591,17.320866,78.655205
2024-03-23 17:00:00,10.15,0.0,2.318,0.0,0.0
2024-03-23 18:00:00,7.367,0.0,2.267,0.0,0.0
2024-03-23 19:00:00,7.181,0.0,2.227,0.0,0.0
2024-03-23 20:00:00,8.191,0.0,2.343,0.0,0.0
2024-03-23 21:00:00,7.388,0.0,2.275,0.0,0.0
2024-03-23 22:00:00,6.425,0.0,2.275,0.0,0.0
2024-03-23 23:00:00,4.909,0.0,2.211,0.0,0.0
2024-03-24 00:00:00,4.255,0.0,2.256,0.0,0.0
2024-03-24 01:00:00,4.176,0.0,2.271,0.0,0.0
2024-03-24 02:00:00,4.295,0.0,2.231,0.0,0.0
2024-03-24 03:00:00,3.499,0.0,2.501,0.0,0.0
2024-03-24 04:00:00,4.716,92.0,40.465,0.0,0.0
2024-03-24 05:00:00,9.431,596.0,202.769,113.89901,62.850014
2024-03-24 06:00:00,13.93,1392.0,351.617,339.24258,225.41096
2024-03-24 07:00:00,16.917,1288.0,383.363,418.7301,307.9108
2024-03-24 08:00:00,20.292,1348.0,457.25,575.41614,468.4229
2024-03-24 09:00:00,19.647,0.0,276.534,416.80334,347.34515
2024-03-24 10:00:00,20.925,0.0,748.7,622.703,547.12427
2024-03-24 11:00:00,22.382,0.0,938.077,906.5468,946.327
2024-03-24 12:00:00,23.406,0.0,844.923,799.545,872.50757
2024-03-24 13:00:00,23.711,0.0,675.254,654.3497,757.452
2024-03-24 14:00:00,23.424,0.0,443.55,441.4784,551.1341
2024-03-24 15:00:00,21.586,368.0,189.393,207.4182,310.482
2024-03-24 16:00:00,16.863,8.0,20.273,19.028147,81.31704
2024-03-24 17:00:00,14.349,0.0,2.396,0.0,0.0
2024-03-24 18:00:00,12.115,0.0,2.371,0.0,0.0
2024-03-24 19:00:00,11.02,0.0,2.402,0.0,0.0
2024-03-24 20:00:00,9.892,0.0,2.358,0.0,0.0
2024-03-24 21:00:00,9.635,0.0,2.357,0.0,0.0
2024-03-24 22:00:00,9.457,0.0,2.37,0.0,0.0
2024-03-24 23:00:00,7.87,0.0,2.724,0.0,0.0
2024-03-25 00:00:00,7.227,0.0,2.454,0.0,0.0
2024-03-25 01:00:00,6.43,0.0,2.425,0.0,0.0
2024-03-25 02:00:00,6.102,0.0,2.323,0.0,0.0
2024-03-25 03:00:00,6.227,0.0,2.333,0.0,0.0
2024-03-25 04:00:00,6.364,0.0,4.937,0.0,0.0
2024-03-25 05:00:00,6.384,120.0,36.97,47.341946,14.20654
2024-03-25 06:00:00,6.238,168.0,51.508,104.31418,58.13323
2024-03-25 07:00:00,6.552,392.0,93.878,103.19797,81.95703
2024-03-25 08:00:00,7.392,696.0,161.761,225.9261,178.47533
2024-03-25 09:00:00,7.985,800.0,206.328,321.32666,267.03058
2024-03-25 10:00:00,10.28,1300.0,337.586,366.94885,320.2115
2024-03-25 11:00:00,11.566,1132.0,340.721,470.2057,433.75635
2024-03-25 12:00:00,11.326,392.0,142.782,236.62337,239.26003
2024-03-25 13:00:00,8.918,68.0,32.603,162.91927,182.54813
2024-03-25 14:00:00,9.787,372.0,101.072,78.45092,95.461784
2024-03-25 15:00:00,8.197,96.0,46.184,87.518074,130.62173
2024-03-25 16:00:00,8.014,12.0,14.046,8.911469,31.127815
2024-03-25 17:00:00,8.535,0.0,2.579,0.0,0.0
2024-03-25 18:00:00,8.64,0.0,2.351,0.0,0.0
2024-03-25 19:00:00,8.153,0.0,2.358,0.0,0.0
2024-03-25 20:00:00,7.192,0.0,2.336,0.0,0.0
2024-03-25 21:00:00,5.903,0.0,2.246,0.0,0.0
2024-03-25 22:00:00,5.268,0.0,2.284,0.0,0.0
2024-03-25 23:00:00,5.712,0.0,2.308,0.0,0.0
2024-03-26 00:00:00,6.058,0.0,2.364,0.0,0.0
2024-03-26 01:00:00,5.088,0.0,2.295,0.0,0.0
2024-03-26 02:00:00,5.033,0.0,2.293,0.0,0.0
2024-03-26 03:00:00,3.999,0.0,2.423,0.0,0.0
2024-03-26 04:00:00,3.511,60.0,33.534,0.0,0.0
2024-03-26 05:00:00,5.638,660.0,201.79,124.90235,69.05169
2024-03-26 06:00:00,9.031,1104.0,448.739,0.0,
2024-03-26 07:00:00,12.467,1496.0,684.869,0.0,
2024-03-26 08:00:00,15.349,1004.0,869.508,0.0,
2024-03-26 09:00:00,17.178,1096.0,995.648,0.0,
2024-03-26 10:00:00,18.275,992.0,981.933,0.0,
2024-03-26 11:00:00,19.035,1160.0,1054.762,0.0,
2024-03-26 12:00:00,19.005,1208.0,800.58,0.0,
2024-03-26 13:00:00,19.273,2180.0,737.522,616.52344,704.87787
2024-03-26 14:00:00,18.908,1468.0,486.509,438.68835,542.6589
2024-03-26 15:00:00,16.804,388.0,181.296,203.38727,297.7124
2024-03-26 16:00:00,12.476,12.0,18.051,21.473404,81.43382
2024-03-26 17:00:00,8.311,0.0,2.321,0.0,0.0
2024-03-26 18:00:00,7.563,0.0,2.256,0.0,0.0
2024-03-26 19:00:00,7.855,0.0,2.31,0.0,0.0
2024-03-26 20:00:00,7.649,0.0,2.284,0.0,0.0
2024-03-26 21:00:00,7.249,0.0,2.269,0.0,0.0
2024-03-26 22:00:00,6.785,0.0,2.3,0.0,0.0
2024-03-26 23:00:00,6.532,0.0,2.31,0.0,0.0
2024-03-27 00:00:00,6.347,0.0,2.307,0.0,0.0
2024-03-27 01:00:00,6.407,0.0,2.283,0.0,0.0
2024-03-27 02:00:00,6.678,0.0,2.336,0.0,0.0
2024-03-27 03:00:00,7.032,0.0,2.71,0.0,0.0
2024-03-27 04:00:00,8.164,12.0,10.476,0.0,0.0
2024-03-27 05:00:00,9.63,60.0,26.765,130.40312,42.525673
2024-03-27 06:00:00,10.595,100.0,33.806,130.53517,71.83391
2024-03-27 07:00:00,12.0,376.0,97.403,137.48636,104.56642
2024-03-27 08:00:00,14.261,920.0,247.174,333.63492,253.88455
2024-03-27 09:00:00,16.497,1636.0,410.06,523.14954,422.37543
2024-03-27 10:00:00,17.739,1692.0,549.647,595.619,520.09625
2024-03-27 11:00:00,18.691,1540.0,440.666,696.5514,658.97675
2024-03-27 12:00:00,18.413,1084.0,319.107,390.2864,380.17526
2024-03-27 13:00:00,19.056,1820.0,539.529,431.63248,449.7778
2024-03-27 14:00:00,17.87,1352.0,386.876,364.99118,422.84515
2024-03-27 15:00:00,15.966,496.0,207.203,182.95761,268.5033
2024-03-27 16:00:00,13.181,16.0,25.835,24.547218,88.965126
2024-03-27 17:00:00,11.481,0.0,2.372,0.0,0.0
2024-03-27 18:00:00,10.61,0.0,2.377,0.0,0.0
2024-03-27 19:00:00,10.147,0.0,2.39,0.0,0.0
2024-03-27 20:00:00,9.563,0.0,2.33,0.0,0.0
2024-03-27 21:00:00,9.393,0.0,2.332,0.0,0.0
2024-03-27 22:00:00,9.187,0.0,2.317,0.0,0.0
2024-03-27 23:00:00,9.506,0.0,2.344,0.0,0.0
2024-03-28 00:00:00,9.836,0.0,2.404,0.0,0.0
2024-03-28 01:00:00,10.012,0.0,2.381,0.0,0.0
2024-03-28 02:00:00,10.263,0.0,2.404,0.0,0.0
2024-03-28 03:00:00,10.496,0.0,2.57,0.0,0.0
2024-03-28 04:00:00,11.048,52.0,21.123,0.0,0.0
2024-03-28 05:00:00,13.06,264.0,75.503,97.438736,30.41114
2024-03-28 06:00:00,15.581,592.0,163.24,179.8259,99.06312
2024-03-28 07:00:00,17.918,1040.0,278.89,312.38205,207.32312
2024-03-28 08:00:00,21.749,1924.0,529.209,509.2016,402.7095
2024-03-28 09:00:00,23.867,1632.0,446.091,532.2462,433.23975
2024-03-28 10:00:00,23.027,1384.0,491.55,679.90784,602.11847
2024-03-28 11:00:00,22.737,1648.0,517.705,422.2459,391.75943
2024-03-28 12:00:00,23.04,1972.0,676.139,578.5446,558.3133
2024-03-28 13:00:00,23.096,1832.0,544.715,573.96594,625.45715
2024-03-28 14:00:00,23.083,1356.0,435.749,395.0999,466.2016
2024-03-28 15:00:00,21.762,524.0,241.771,201.347,291.3504
2024-03-28 16:00:00,17.934,48.0,39.188,25.230007,86.88844
2024-03-28 17:00:00,15.18,0.0,2.403,0.0,0.0
2024-03-28 18:00:00,12.981,0.0,2.363,0.0,0.0
2024-03-28 19:00:00,12.014,0.0,2.298,0.0,0.0
2024-03-28 20:00:00,10.574,0.0,2.331,0.0,0.0
2024-03-28 21:00:00,10.089,0.0,2.29,0.0,0.0
2024-03-28 22:00:00,9.384,0.0,2.344,0.0,0.0
2024-03-28 23:00:00,8.761,0.0,2.31,0.0,0.0
2024-03-29 00:00:00,10.065,0.0,2.309,0.0,0.0
2024-03-29 01:00:00,10.507,0.0,2.344,0.0,0.0
2024-03-29 02:00:00,10.073,0.0,2.283,0.0,0.0
2024-03-29 03:00:00,10.213,0.0,2.665,0.0,0.0
2024-03-29 04:00:00,11.281,52.0,33.278,0.0,0.0
2024-03-29 05:00:00,14.648,640.0,207.498,141.46718,106.665115
2024-03-29 06:00:00,18.245,1424.0,407.219,373.60468,341.73468
2024-03-29 07:00:00,20.353,1820.0,580.215,609.63416,547.9233
2024-03-29 08:00:00,22.198,2332.0,732.966,748.7963,683.8213
2024-03-29 09:00:00,24.47,2972.0,883.22,894.4787,866.0183
2024-03-29 10:00:00,26.388,2908.0,1010.519,959.43335,966.28314
2024-03-29 11:00:00,27.302,3016.0,969.163,924.4072,963.4327
2024-03-29 12:00:00,27.703,2808.0,886.96,816.16986,888.72797
2024-03-29 13:00:00,27.528,2212.0,691.885,648.2938,741.9865
2024-03-29 14:00:00,26.687,1332.0,478.014,442.019,542.5154
2024-03-29 15:00:00,24.506,520.0,194.814,218.44467,319.48898
2024-03-29 16:00:00,20.286,20.0,34.907,28.432629,93.895065
2024-03-29 17:00:00,16.705,0.0,2.373,0.0,0.0
2024-03-29 18:00:00,14.872,0.0,2.384,0.0,0.0
2024-03-29 19:00:00,13.593,0.0,2.369,0.0,0.0
2024-03-29 20:00:00,12.772,0.0,2.349,0.0,0.0
2024-03-29 21:00:00,12.119,0.0,2.326,0.0,0.0
2024-03-29 22:00:00,11.873,0.0,2.388,0.0,0.0
2024-03-29 23:00:00,10.585,0.0,2.368,0.0,0.0
2024-03-30 00:00:00,10.26,0.0,2.351,0.0,0.0
2024-03-30 01:00:00,8.842,0.0,2.347,0.0,0.0
2024-03-30 02:00:00,7.493,0.0,2.338,0.0,0.0
2024-03-30 03:00:00,8.492,0.0,2.734,0.0,0.0
2024-03-30 04:00:00,9.381,84.0,31.839,0.6303416,1.8897088
2024-03-30 05:00:00,13.783,504.0,141.413,147.02972,68.2608
2024-03-30 06:00:00,18.36,996.0,277.569,272.63965,174.69626
2024-03-30 07:00:00,23.04,1980.0,516.037,484.6018,374.23618
2024-03-30 08:00:00,26.385,2460.0,748.536,722.38086,642.2798
2024-03-30 09:00:00,28.839,2692.0,805.767,794.1702,732.3687
2024-03-30 10:00:00,30.346,2536.0,780.819,888.37964,870.32825
2024-03-30 11:00:00,31.232,2872.0,929.819,880.7015,907.48785
2024-03-30 12:00:00,31.691,2720.0,826.099,810.3583,879.02966
2024-03-30 13:00:00,31.428,2276.0,715.724,650.808,744.435
2024-03-30 14:00:00,30.288,1484.0,487.13,444.6069,545.24963
2024-03-30 15:00:00,27.182,544.0,230.897,217.8019,317.03107
2024-03-30 16:00:00,22.023,24.0,38.052,30.38873,96.35873
2024-03-30 17:00:00,18.534,0.0,2.46,0.0,0.0
2024-03-30 18:00:00,16.771,0.0,2.388,0.0,0.0
2024-03-30 19:00:00,15.379,0.0,2.382,0.0,0.0
2024-03-30 20:00:00,14.229,0.0,2.375,0.0,0.0
2024-03-30 21:00:00,13.285,0.0,2.374,0.0,0.0
2024-03-30 22:00:00,12.403,0.0,2.344,0.0,0.0
2024-03-30 23:00:00,11.712,0.0,2.337,0.0,0.0
2024-03-31 00:00:00,11.177,0.0,2.346,0.0,0.0
2024-03-31 01:00:00,10.84,0.0,2.371,0.0,0.0
2024-03-31 02:00:00,10.362,0.0,2.398,0.0,0.0
2024-03-31 03:00:00,9.33,0.0,3.231,0.0,0.0
2024-03-31 04:00:00,10.43,104.0,48.458,1.5882621,1.8895949
2024-03-31 05:00:00,14.699,692.0,211.9,152.58067,106.7916
2024-03-31 06:00:00,19.377,1616.0,436.421,385.65186,337.0109
2024-03-31 07:00:00,22.486,2204.0,645.771,621.5795,547.4509
2024-03-31 08:00:00,25.11,2632.0,806.859,782.7744,725.5798
2024-03-31 09:00:00,28.058,2776.0,916.987,916.0875,891.8795
2024-03-31 10:00:00,30.068,2524.0,980.469,948.32306,953.0636
2024-03-31 11:00:00,31.092,344.0,859.783,871.3339,888.91626
2024-03-31 12:00:00,31.282,1004.0,714.252,767.46655,808.62726
2024-03-31 13:00:00,30.935,1744.0,583.151,603.8014,664.7724
2024-03-31 14:00:00,29.228,672.0,269.913,414.0813,488.01727
2024-03-31 15:00:00,25.478,164.0,74.764,190.91568,270.65427
2024-03-31 16:00:00,22.493,20.0,19.088,26.784052,79.1347
