,172,D.156.DELTA,D.171.ISIRR,NEMS4 Temperature (°C),SARAH Global tilted radiation GTI (W/m²)_x,SARAH Global tilted radiation GTI (W/m²)_y
2023-11-26 16:00:00,3.509,0.0,2.217,0.73,0.0,0.0
2023-11-26 17:00:00,3.627,0.0,2.258,-0.25,0.0,0.0
2023-11-26 18:00:00,3.085,0.0,2.276,-2.87,0.0,0.0
2023-11-26 19:00:00,3.352,0.0,2.256,-4.88,0.0,0.0
2023-11-26 20:00:00,3.124,0.0,2.242,-4.12,0.0,0.0
2023-11-26 21:00:00,2.634,0.0,2.257,-4.1,0.0,0.0
2023-11-26 22:00:00,1.453,0.0,2.224,-4.13,0.0,0.0
2023-11-26 23:00:00,0.787,0.0,2.191,-5.28,0.0,0.0
2023-11-27 00:00:00,0.38,0.0,2.191,-4.66,0.0,0.0
2023-11-27 01:00:00,0.609,0.0,2.214,-4.53,0.0,0.0
2023-11-27 02:00:00,-0.134,0.0,2.192,-5.0,0.0,0.0
2023-11-27 03:00:00,-0.739,0.0,2.181,-5.15,0.0,0.0
2023-11-27 04:00:00,-0.877,0.0,2.181,-5.19,0.0,0.0
2023-11-27 05:00:00,-0.878,4.0,55.89,-4.21,0.0,0.0
2023-11-27 06:00:00,-0.492,72.0,219.564,-3.65,5.674078,5.674078
2023-11-27 07:00:00,1.299,612.0,541.055,-2.64,116.630646,116.630646
2023-11-27 08:00:00,3.421,1504.0,695.171,-1.33,88.52161,88.52161
2023-11-27 09:00:00,4.536,2072.0,660.434,-0.62,103.15334,103.15334
2023-11-27 10:00:00,4.813,2432.0,802.237,0.13,101.091805,101.091805
2023-11-27 11:00:00,4.689,2660.0,739.92,0.38,95.860565,95.860565
2023-11-27 12:00:00,4.763,1648.0,507.93,0.29,75.69391,75.69391
2023-11-27 13:00:00,3.447,228.0,120.642,-0.13,73.07387,73.07387
2023-11-27 14:00:00,3.032,28.0,32.645,-1.43,77.12473,77.12473
2023-11-27 15:00:00,2.688,0.0,2.191,-3.02,0.0,0.0
2023-11-27 16:00:00,3.114,0.0,2.224,0.85,0.0,0.0
2023-11-27 17:00:00,3.107,0.0,2.24,0.69,0.0,0.0
2023-11-27 18:00:00,2.991,0.0,2.244,0.51,0.0,0.0
2023-11-27 19:00:00,2.845,0.0,2.252,-0.01,0.0,0.0
2023-11-27 20:00:00,2.444,0.0,2.265,-0.39,0.0,0.0
2023-11-27 21:00:00,1.403,0.0,2.233,-0.51,0.0,0.0
2023-11-27 22:00:00,0.666,0.0,2.226,-0.81,0.0,0.0
2023-11-27 23:00:00,1.983,0.0,2.25,-1.11,0.0,0.0
2023-11-28 00:00:00,1.569,0.0,2.251,-1.28,0.0,0.0
2023-11-28 01:00:00,2.371,0.0,2.262,-1.82,0.0,0.0
2023-11-28 02:00:00,3.234,0.0,2.279,-2.51,0.0,0.0
2023-11-28 03:00:00,2.187,0.0,2.266,-3.93,0.0,0.0
2023-11-28 04:00:00,0.735,0.0,2.231,-4.56,0.0,0.0
2023-11-28 05:00:00,0.998,12.0,14.258,-4.44,0.0,0.0
2023-11-28 06:00:00,3.19,248.0,83.579,-3.66,16.479073,16.479073
2023-11-28 07:00:00,5.477,676.0,188.512,-1.58,36.351192,36.351192
2023-11-28 08:00:00,8.089,1296.0,359.562,-0.21,47.4397,47.4397
2023-11-28 09:00:00,8.737,1056.0,286.536,0.22,112.01358,112.01358
2023-11-28 10:00:00,8.672,940.0,282.611,0.26,88.56881,88.56881
2023-11-28 11:00:00,8.308,792.0,194.128,0.48,118.35217,118.35217
2023-11-28 12:00:00,6.91,396.0,107.962,0.54,79.89594,79.89594
2023-11-28 13:00:00,6.014,196.0,56.801,0.68,58.32536,58.32536
2023-11-28 14:00:00,4.873,4.0,5.916,0.78,57.285484,57.285484
2023-11-28 15:00:00,5.133,0.0,2.258,1.15,0.0,0.0
2023-11-28 16:00:00,5.375,0.0,2.339,1.53,0.0,0.0
2023-11-28 17:00:00,6.23,0.0,2.289,2.01,0.0,0.0
2023-11-28 18:00:00,6.182,0.0,2.393,2.79,0.0,0.0
2023-11-28 19:00:00,5.79,0.0,2.294,2.76,0.0,0.0
2023-11-28 20:00:00,5.052,0.0,2.277,2.72,0.0,0.0
2023-11-28 21:00:00,5.679,0.0,2.285,2.46,0.0,0.0
2023-11-28 22:00:00,5.276,0.0,2.378,3.19,0.0,0.0
2023-11-28 23:00:00,4.506,0.0,2.274,2.99,0.0,0.0
2023-11-29 00:00:00,4.443,0.0,2.279,2.6,0.0,0.0
2023-11-29 01:00:00,4.661,0.0,2.284,2.23,0.0,0.0
2023-11-29 02:00:00,4.297,0.0,2.284,2.32,0.0,0.0
2023-11-29 03:00:00,4.236,0.0,2.291,2.77,0.0,0.0
2023-11-29 04:00:00,4.369,0.0,2.297,2.58,0.0,0.0
2023-11-29 05:00:00,4.37,8.0,44.73,2.27,0.0,0.0
2023-11-29 06:00:00,5.156,268.0,275.279,1.18,41.952057,41.952057
2023-11-29 07:00:00,6.385,1756.0,504.378,1.99,248.18033,248.18033
2023-11-29 08:00:00,7.726,2396.0,668.792,3.06,411.7988,411.7988
2023-11-29 09:00:00,8.794,2732.0,765.055,4.47,546.1365,546.1365
2023-11-29 10:00:00,9.96,2412.0,721.274,5.76,603.39246,603.39246
2023-11-29 11:00:00,10.581,896.0,232.625,6.9,477.76993,477.76993
2023-11-29 12:00:00,10.764,592.0,173.577,4.49,160.94246,160.94246
2023-11-29 13:00:00,10.441,196.0,59.725,4.96,195.86691,195.86691
2023-11-29 14:00:00,9.292,8.0,8.073,5.79,41.747734,41.747734
2023-11-29 15:00:00,8.395,0.0,2.284,6.86,0.0,0.0
2023-11-29 16:00:00,8.135,0.0,2.284,5.71,0.0,0.0
2023-11-29 17:00:00,8.001,0.0,2.308,4.39,0.0,0.0
2023-11-29 18:00:00,7.119,0.0,2.309,3.51,0.0,0.0
2023-11-29 19:00:00,5.382,0.0,2.29,3.67,0.0,0.0
2023-11-29 20:00:00,5.151,0.0,2.268,3.09,0.0,0.0
2023-11-29 21:00:00,5.258,0.0,2.281,2.82,0.0,0.0
2023-11-29 22:00:00,5.333,0.0,2.304,2.46,0.0,0.0
2023-11-29 23:00:00,4.913,0.0,2.274,2.28,0.0,0.0
2023-11-30 00:00:00,4.416,0.0,2.267,2.06,0.0,0.0
2023-11-30 01:00:00,3.656,0.0,2.25,0.74,0.0,0.0
2023-11-30 02:00:00,3.885,0.0,2.257,0.24,0.0,0.0
2023-11-30 03:00:00,3.592,0.0,2.258,-0.2,0.0,0.0
2023-11-30 04:00:00,3.318,0.0,2.251,-0.31,0.0,0.0
2023-11-30 05:00:00,4.337,0.0,4.865,-0.8,0.0,0.0
2023-11-30 06:00:00,4.724,4.0,13.908,-1.27,39.302193,39.302193
2023-11-30 07:00:00,5.473,112.0,42.792,-1.46,206.91356,206.91356
2023-11-30 08:00:00,5.904,216.0,66.94,0.23,200.52695,200.52695
2023-11-30 09:00:00,6.345,336.0,100.349,1.91,120.76244,120.76244
2023-11-30 10:00:00,7.438,640.0,224.831,3.56,103.411285,103.411285
2023-11-30 11:00:00,8.122,668.0,199.146,4.65,293.8419,293.8419
2023-11-30 12:00:00,9.214,704.0,240.687,5.26,218.91315,218.91315
2023-11-30 13:00:00,8.402,256.0,87.26,5.44,217.18793,217.18793
2023-11-30 14:00:00,6.797,28.0,24.295,5.28,108.775215,108.775215
2023-11-30 15:00:00,5.042,0.0,2.201,4.98,0.0,0.0
2023-11-30 16:00:00,4.658,0.0,2.202,4.02,0.0,0.0
2023-11-30 17:00:00,4.169,0.0,2.215,2.96,0.0,0.0
2023-11-30 18:00:00,4.135,0.0,2.212,2.27,0.0,0.0
2023-11-30 19:00:00,4.058,0.0,2.217,2.25,0.0,0.0
2023-11-30 20:00:00,3.374,0.0,2.217,2.66,0.0,0.0
2023-11-30 21:00:00,3.894,0.0,2.242,2.1,0.0,0.0
2023-11-30 22:00:00,4.132,0.0,2.222,2.62,0.0,0.0
2023-11-30 23:00:00,3.806,0.0,2.226,2.75,0.0,0.0
2023-12-01 00:00:00,3.123,0.0,2.221,2.8,0.0,0.0
2023-12-01 01:00:00,3.397,0.0,2.246,2.15,0.0,0.0
2023-12-01 02:00:00,3.549,0.0,2.251,2.52,0.0,0.0
2023-12-01 03:00:00,4.702,0.0,2.277,2.7,0.0,0.0
2023-12-01 04:00:00,5.131,0.0,2.284,2.37,0.0,0.0
2023-12-01 05:00:00,5.564,8.0,10.372,2.49,0.0,0.0
2023-12-01 06:00:00,7.06,188.0,65.262,3.08,27.67402,27.67402
2023-12-01 07:00:00,9.003,508.0,199.903,4.54,177.51503,177.51503
2023-12-01 08:00:00,12.018,1868.0,510.228,7.39,313.90634,313.90634
2023-12-01 09:00:00,13.662,900.0,236.547,9.23,358.37424,358.37424
2023-12-01 10:00:00,13.77,436.0,122.358,10.77,174.74432,174.74432
2023-12-01 11:00:00,13.425,296.0,89.829,11.96,126.969986,126.969986
2023-12-01 12:00:00,12.736,276.0,88.111,12.75,130.09715,130.09715
2023-12-01 13:00:00,12.333,232.0,115.209,13.57,158.549,158.549
2023-12-01 14:00:00,11.371,28.0,12.678,13.18,103.16355,103.16355
2023-12-01 15:00:00,11.389,0.0,2.346,12.35,0.0,0.0
2023-12-01 16:00:00,11.362,0.0,2.364,11.2,0.0,0.0
2023-12-01 17:00:00,10.811,0.0,2.363,10.15,0.0,0.0
2023-12-01 18:00:00,10.621,0.0,2.359,9.4,0.0,0.0
2023-12-01 19:00:00,10.64,0.0,2.363,8.4,0.0,0.0
2023-12-01 20:00:00,10.947,0.0,2.385,8.13,0.0,0.0
2023-12-01 21:00:00,10.855,0.0,2.375,7.78,0.0,0.0
2023-12-01 22:00:00,10.542,0.0,2.374,7.55,0.0,0.0
2023-12-01 23:00:00,10.462,0.0,2.364,7.58,0.0,0.0
2023-12-02 00:00:00,9.266,0.0,2.338,7.54,0.0,0.0
2023-12-02 01:00:00,8.683,0.0,2.342,7.14,0.0,0.0
2023-12-02 02:00:00,9.379,0.0,2.354,6.73,0.0,0.0
2023-12-02 03:00:00,9.766,0.0,2.364,6.58,0.0,0.0
2023-12-02 04:00:00,10.231,0.0,2.381,6.44,0.0,0.0
2023-12-02 05:00:00,10.058,4.0,12.4,6.14,0.0,0.0
2023-12-02 06:00:00,9.794,128.0,75.352,6.37,45.432472,45.432472
2023-12-02 07:00:00,13.502,1264.0,391.081,8.71,206.93799,206.93799
2023-12-02 08:00:00,16.696,1768.0,558.418,10.51,358.9808,358.9808
2023-12-02 09:00:00,19.319,2292.0,724.512,13.1,579.10004,579.10004
2023-12-02 10:00:00,19.188,1100.0,299.265,15.11,525.4924,525.4924
2023-12-02 11:00:00,18.382,588.0,181.823,16.34,193.03345,193.03345
2023-12-02 12:00:00,17.602,356.0,115.173,17.28,148.73573,148.73573
2023-12-02 13:00:00,16.569,108.0,40.7,17.05,101.532845,101.532845
2023-12-02 14:00:00,14.988,12.0,10.155,15.99,27.641645,27.641645
2023-12-02 15:00:00,13.441,0.0,2.336,14.38,0.0,0.0
2023-12-02 16:00:00,12.54,0.0,2.347,13.71,0.0,0.0
2023-12-02 17:00:00,11.361,0.0,2.327,12.04,0.0,0.0
2023-12-02 18:00:00,11.591,0.0,2.335,10.93,0.0,0.0
2023-12-02 19:00:00,11.785,0.0,2.355,9.98,0.0,0.0
2023-12-02 20:00:00,11.532,0.0,2.365,9.24,0.0,0.0
2023-12-02 21:00:00,10.84,0.0,2.325,8.75,0.0,0.0
2023-12-02 22:00:00,9.081,0.0,2.299,8.38,0.0,0.0
2023-12-02 23:00:00,8.913,0.0,2.285,8.37,0.0,0.0
2023-12-03 00:00:00,11.167,0.0,2.339,8.2,0.0,0.0
2023-12-03 01:00:00,11.968,0.0,2.376,8.19,0.0,0.0
2023-12-03 02:00:00,11.935,0.0,2.377,8.15,0.0,0.0
2023-12-03 03:00:00,10.56,0.0,2.349,8.02,0.0,0.0
2023-12-03 04:00:00,9.223,0.0,2.322,7.65,0.0,0.0
2023-12-03 05:00:00,9.182,8.0,8.604,7.4,0.0,0.0
2023-12-03 06:00:00,10.769,200.0,84.978,7.72,18.259523,18.259523
2023-12-03 07:00:00,12.811,360.0,111.288,9.2,110.24213,110.24213
2023-12-03 08:00:00,12.94,96.0,34.806,11.16,70.37121,70.37121
2023-12-03 09:00:00,12.976,84.0,32.715,13.12,46.483894,46.483894
2023-12-03 10:00:00,13.001,56.0,26.072,14.4,59.809532,59.809532
2023-12-03 11:00:00,12.579,16.0,15.306,15.1,83.57188,83.57188
2023-12-03 12:00:00,12.445,32.0,19.153,12.2,52.192596,52.192596
2023-12-03 13:00:00,11.846,4.0,9.938,11.83,58.50263,58.50263
2023-12-03 14:00:00,11.022,0.0,3.305,11.01,28.800999,28.800999
2023-12-03 15:00:00,10.031,0.0,2.459,10.29,0.0,0.0
2023-12-03 16:00:00,7.615,0.0,2.353,9.9,0.0,0.0
2023-12-03 17:00:00,5.898,0.0,2.292,7.49,0.0,0.0
2023-12-03 18:00:00,5.533,0.0,2.295,7.42,0.0,0.0
2023-12-03 19:00:00,5.488,0.0,2.29,6.75,0.0,0.0
2023-12-03 20:00:00,5.42,0.0,2.303,5.9,0.0,0.0
2023-12-03 21:00:00,5.017,0.0,2.291,5.46,0.0,0.0
2023-12-03 22:00:00,4.563,0.0,1.706,4.84,0.0,0.0
2023-12-03 23:00:00,4.433,0.0,2.283,4.2,0.0,0.0
2023-12-04 00:00:00,4.335,0.0,2.302,3.68,0.0,0.0
2023-12-04 01:00:00,4.107,0.0,2.306,3.36,0.0,0.0
2023-12-04 02:00:00,4.081,0.0,2.278,1.61,0.0,0.0
2023-12-04 03:00:00,3.735,0.0,2.269,1.84,0.0,0.0
2023-12-04 04:00:00,3.669,0.0,2.286,0.67,0.0,0.0
2023-12-04 05:00:00,3.855,0.0,2.744,0.1,0.0,0.0
2023-12-04 06:00:00,3.87,28.0,15.931,0.35,33.60236,33.60236
2023-12-04 07:00:00,4.186,124.0,42.1,2.01,79.55153,79.55153
2023-12-04 08:00:00,5.048,296.0,82.26,3.24,141.79332,141.79332
2023-12-04 09:00:00,5.763,436.0,134.158,4.2,142.28493,142.28493
2023-12-04 10:00:00,6.695,812.0,224.307,4.94,139.07732,139.07732
2023-12-04 11:00:00,7.176,844.0,310.446,5.44,270.0919,270.0919
2023-12-04 12:00:00,8.131,1120.0,382.658,5.55,391.88443,391.88443
2023-12-04 13:00:00,7.837,224.0,279.066,5.39,301.8412,301.8412
2023-12-04 14:00:00,4.773,16.0,22.235,4.76,133.51869,133.51869
2023-12-04 15:00:00,3.02,0.0,2.176,4.1,0.0,0.0
2023-12-04 16:00:00,1.897,0.0,2.128,3.48,0.0,0.0
2023-12-04 17:00:00,1.571,0.0,2.13,3.04,0.0,0.0
2023-12-04 18:00:00,0.475,0.0,2.113,2.74,0.0,0.0
2023-12-04 19:00:00,0.153,0.0,2.167,2.25,0.0,0.0
2023-12-04 20:00:00,-0.225,0.0,2.15,1.51,0.0,0.0
2023-12-04 21:00:00,-0.83,0.0,2.172,1.0,0.0,0.0
2023-12-04 22:00:00,-1.055,0.0,2.133,0.38,0.0,0.0
2023-12-04 23:00:00,-0.62,0.0,2.177,-0.11,0.0,0.0
2023-12-05 00:00:00,0.607,0.0,2.174,-0.58,0.0,0.0
2023-12-05 01:00:00,1.196,0.0,2.19,-1.01,0.0,0.0
2023-12-05 02:00:00,1.935,0.0,2.194,-1.22,0.0,0.0
2023-12-05 03:00:00,2.5,0.0,2.243,-1.42,0.0,0.0
2023-12-05 04:00:00,3.002,0.0,2.23,-0.92,0.0,0.0
2023-12-05 05:00:00,3.744,4.0,6.297,-1.49,0.0,0.0
2023-12-05 06:00:00,4.539,120.0,38.346,-0.86,13.248166,13.248166
2023-12-05 07:00:00,6.605,500.0,133.54,1.4,95.90356,95.90356
2023-12-05 08:00:00,8.629,544.0,162.538,3.76,159.83759,159.83759
2023-12-05 09:00:00,10.241,524.0,149.706,5.81,110.5888,110.5888
2023-12-05 10:00:00,11.667,568.0,164.14,6.21,157.56757,157.56757
2023-12-05 11:00:00,11.548,240.0,72.0,6.78,133.58359,133.58359
2023-12-05 12:00:00,10.497,60.0,25.073,7.12,56.000523,56.000523
2023-12-05 13:00:00,10.003,4.0,9.86,7.14,72.53716,72.53716
2023-12-05 14:00:00,9.599,0.0,2.977,6.89,22.74136,22.74136
2023-12-05 15:00:00,9.13,0.0,2.323,6.35,0.0,0.0
2023-12-05 16:00:00,8.98,0.0,2.311,6.09,0.0,0.0
2023-12-05 17:00:00,8.891,0.0,2.345,5.91,0.0,0.0
2023-12-05 18:00:00,8.658,0.0,2.323,5.71,0.0,0.0
2023-12-05 19:00:00,8.534,0.0,2.327,4.92,0.0,0.0
2023-12-05 20:00:00,8.325,0.0,2.296,4.6,0.0,0.0
2023-12-05 21:00:00,8.119,0.0,2.3,4.75,0.0,0.0
2023-12-05 22:00:00,8.066,0.0,2.295,4.36,0.0,0.0
2023-12-05 23:00:00,7.727,0.0,2.292,4.48,0.0,0.0
2023-12-06 00:00:00,7.588,0.0,2.298,4.48,0.0,0.0
2023-12-06 01:00:00,7.636,0.0,2.305,4.51,0.0,0.0
2023-12-06 02:00:00,6.981,0.0,2.309,4.72,0.0,0.0
2023-12-06 03:00:00,6.723,0.0,2.289,4.88,0.0,0.0
2023-12-06 04:00:00,6.517,0.0,2.309,5.01,0.0,0.0
2023-12-06 05:00:00,5.817,0.0,5.222,5.09,0.0,0.0
2023-12-06 06:00:00,5.405,56.0,29.451,5.26,13.308545,13.308545
2023-12-06 07:00:00,6.418,208.0,69.452,6.16,92.63127,92.63127
2023-12-06 08:00:00,8.345,540.0,155.109,7.69,173.38129,173.38129
2023-12-06 09:00:00,9.574,432.0,122.736,8.47,242.72818,242.72818
2023-12-06 10:00:00,9.414,316.0,89.188,9.14,110.29185,110.29185
2023-12-06 11:00:00,9.459,180.0,54.396,9.5,93.10845,93.10845
2023-12-06 12:00:00,9.724,32.0,17.723,10.38,65.58881,65.58881
2023-12-06 13:00:00,10.109,4.0,11.817,10.12,60.74044,60.74044
2023-12-06 14:00:00,9.726,0.0,5.108,10.01,17.991755,17.991755
2023-12-06 15:00:00,9.277,0.0,2.324,9.41,0.0,0.0
2023-12-06 16:00:00,8.536,0.0,2.332,7.85,0.0,0.0
2023-12-06 17:00:00,7.547,0.0,2.317,6.71,0.0,0.0
2023-12-06 18:00:00,6.906,0.0,2.334,6.2,0.0,0.0
2023-12-06 19:00:00,5.79,0.0,2.3,5.71,0.0,0.0
2023-12-06 20:00:00,4.986,0.0,2.292,5.49,0.0,0.0
2023-12-06 21:00:00,4.282,0.0,2.282,5.33,0.0,0.0
2023-12-06 22:00:00,3.36,0.0,2.286,5.1,0.0,0.0
2023-12-06 23:00:00,2.744,0.0,2.286,4.65,0.0,0.0
2023-12-07 00:00:00,2.351,0.0,2.289,4.33,0.0,0.0
2023-12-07 01:00:00,2.068,0.0,2.286,3.97,0.0,0.0
2023-12-07 02:00:00,1.875,0.0,2.287,3.69,0.0,0.0
2023-12-07 03:00:00,1.655,0.0,2.267,3.43,0.0,0.0
2023-12-07 04:00:00,1.475,0.0,2.255,3.34,0.0,0.0
2023-12-07 05:00:00,1.205,0.0,3.676,3.19,0.0,0.0
2023-12-07 06:00:00,1.066,24.0,19.323,3.02,10.973187,10.973187
2023-12-07 07:00:00,1.012,120.0,44.678,3.16,49.031292,49.031292
2023-12-07 08:00:00,1.102,232.0,64.845,3.08,84.44946,84.44946
2023-12-07 09:00:00,1.166,264.0,75.11,2.81,94.271194,94.271194
2023-12-07 10:00:00,1.309,244.0,67.476,2.86,82.655716,82.655716
2023-12-07 11:00:00,1.323,132.0,44.667,2.77,76.43105,76.43105
2023-12-07 12:00:00,1.359,84.0,33.807,2.6,75.99789,75.99789
2023-12-07 13:00:00,1.332,36.0,22.602,2.54,68.22874,68.22874
2023-12-07 14:00:00,1.271,0.0,4.649,2.21,28.958216,28.958216
2023-12-07 15:00:00,1.158,0.0,2.191,1.67,0.0,0.0
2023-12-07 16:00:00,0.995,0.0,2.201,1.57,0.0,0.0
2023-12-07 17:00:00,0.855,0.0,2.231,1.39,0.0,0.0
2023-12-07 18:00:00,0.799,0.0,2.199,1.17,0.0,0.0
2023-12-07 19:00:00,0.692,0.0,2.215,1.06,0.0,0.0
2023-12-07 20:00:00,0.467,0.0,2.208,0.98,0.0,0.0
2023-12-07 21:00:00,0.396,0.0,2.22,0.97,0.0,0.0
2023-12-07 22:00:00,0.342,0.0,2.209,0.98,0.0,0.0
2023-12-07 23:00:00,0.111,0.0,2.202,0.92,0.0,0.0
2023-12-08 00:00:00,0.202,0.0,2.235,0.79,0.0,0.0
2023-12-08 01:00:00,0.418,0.0,2.215,0.73,0.0,0.0
2023-12-08 02:00:00,0.376,0.0,2.208,0.7,0.0,0.0
2023-12-08 03:00:00,0.336,0.0,2.224,0.45,0.0,0.0
2023-12-08 04:00:00,-0.262,0.0,2.203,0.7,0.0,0.0
2023-12-08 05:00:00,-0.081,0.0,12.362,0.02,0.0,0.0
2023-12-08 06:00:00,0.551,12.0,162.627,-0.79,5.6765633,5.6765633
2023-12-08 07:00:00,0.964,160.0,443.819,0.77,85.20883,85.20883
2023-12-08 08:00:00,1.975,372.0,636.266,2.04,164.39299,164.39299
2023-12-08 09:00:00,2.343,792.0,738.571,2.87,240.11087,240.11087
2023-12-08 10:00:00,2.704,2300.0,754.011,3.55,347.32535,347.32535
2023-12-08 11:00:00,2.891,2268.0,678.3,4.1,440.43256,440.43256
2023-12-08 12:00:00,2.811,1192.0,436.879,5.08,407.4046,407.4046
2023-12-08 13:00:00,2.104,300.0,172.561,4.98,280.44687,280.44687
2023-12-08 14:00:00,1.307,36.0,17.675,4.25,67.53422,67.53422
2023-12-08 15:00:00,0.619,0.0,2.174,2.94,0.0,0.0
2023-12-08 16:00:00,0.345,0.0,2.194,2.09,0.0,0.0
2023-12-08 17:00:00,-0.295,0.0,2.176,1.45,0.0,0.0
2023-12-08 18:00:00,-0.745,0.0,2.172,1.0,0.0,0.0
2023-12-08 19:00:00,-1.105,0.0,2.166,0.45,0.0,0.0
2023-12-08 20:00:00,-1.551,0.0,2.178,0.0,0.0,0.0
2023-12-08 21:00:00,-1.019,0.0,2.188,-0.54,0.0,0.0
2023-12-08 22:00:00,-0.834,0.0,2.189,-0.98,0.0,0.0
2023-12-08 23:00:00,-0.022,0.0,2.228,-1.17,0.0,0.0
2023-12-09 00:00:00,0.422,0.0,2.228,-1.34,0.0,0.0
2023-12-09 01:00:00,0.529,0.0,2.227,-1.47,0.0,0.0
2023-12-09 02:00:00,0.61,0.0,2.238,-1.62,0.0,0.0
2023-12-09 03:00:00,0.523,0.0,2.23,-1.78,0.0,0.0
2023-12-09 04:00:00,0.251,0.0,2.235,-1.73,0.0,0.0
2023-12-09 05:00:00,0.238,0.0,4.799,-1.5,0.0,0.0
2023-12-09 06:00:00,0.336,92.0,43.565,-1.52,12.135783,12.135783
2023-12-09 07:00:00,0.698,276.0,83.358,-0.52,134.95871,134.95871
2023-12-09 08:00:00,1.186,332.0,97.999,0.74,150.42072,150.42072
2023-12-09 09:00:00,1.438,396.0,110.129,2.05,148.20862,148.20862
2023-12-09 10:00:00,1.733,384.0,108.727,3.05,103.957924,103.957924
2023-12-09 11:00:00,1.701,280.0,86.983,3.84,100.68271,100.68271
2023-12-09 12:00:00,1.644,196.0,56.14,4.68,84.53353,84.53353
2023-12-09 13:00:00,1.422,68.0,27.415,4.72,61.887608,61.887608
2023-12-09 14:00:00,1.113,4.0,4.89,3.84,23.692856,23.692856
2023-12-09 15:00:00,0.928,0.0,2.198,2.11,0.0,0.0
2023-12-09 16:00:00,0.803,0.0,2.206,1.19,0.0,0.0
2023-12-09 17:00:00,0.655,0.0,2.214,0.41,0.0,0.0
2023-12-09 18:00:00,0.655,0.0,2.231,-0.21,0.0,0.0
2023-12-09 19:00:00,0.846,0.0,2.246,-0.9,0.0,0.0
2023-12-09 20:00:00,0.729,0.0,2.242,-1.31,0.0,0.0
2023-12-09 21:00:00,0.683,0.0,2.259,-1.56,0.0,0.0
2023-12-09 22:00:00,0.703,0.0,2.235,-1.67,0.0,0.0
2023-12-09 23:00:00,0.793,0.0,2.231,-1.83,0.0,0.0
2023-12-10 00:00:00,0.936,0.0,2.239,-1.9,0.0,0.0
2023-12-10 01:00:00,1.696,0.0,2.25,-2.02,0.0,0.0
2023-12-10 02:00:00,1.897,0.0,2.229,-2.37,0.0,0.0
2023-12-10 03:00:00,2.058,0.0,2.254,-2.5,0.0,0.0
2023-12-10 04:00:00,2.011,0.0,2.264,-2.45,0.0,0.0
2023-12-10 05:00:00,2.059,0.0,3.644,-2.39,0.0,0.0
2023-12-10 06:00:00,2.419,8.0,15.369,-2.11,4.728848,4.728848
2023-12-10 07:00:00,3.205,84.0,33.993,0.0,59.92453,59.92453
2023-12-10 08:00:00,3.93,164.0,52.307,2.72,77.923004,77.923004
2023-12-10 09:00:00,3.977,180.0,54.207,4.34,62.66998,62.66998
2023-12-10 10:00:00,4.004,120.0,43.46,5.43,93.68174,93.68174
2023-12-10 11:00:00,4.008,128.0,41.496,6.06,70.32261,70.32261
2023-12-10 12:00:00,4.229,136.0,43.187,5.76,49.337494,49.337494
2023-12-10 13:00:00,4.161,36.0,18.353,6.49,16.09222,16.09222
2023-12-10 14:00:00,3.845,0.0,3.533,6.18,7.5642877,7.5642877
2023-12-10 15:00:00,3.594,0.0,2.231,5.57,0.0,0.0
2023-12-10 16:00:00,3.22,0.0,2.251,4.65,0.0,0.0
2023-12-10 17:00:00,3.014,0.0,2.257,3.86,0.0,0.0
2023-12-10 18:00:00,2.8,0.0,2.268,3.17,0.0,0.0
2023-12-10 19:00:00,2.616,0.0,2.251,2.59,0.0,0.0
2023-12-10 20:00:00,2.654,0.0,2.258,1.26,0.0,0.0
2023-12-10 21:00:00,2.786,0.0,2.256,0.49,0.0,0.0
2023-12-10 22:00:00,2.665,0.0,2.254,0.5,0.0,0.0
2023-12-10 23:00:00,2.718,0.0,2.262,0.19,0.0,0.0
2023-12-11 00:00:00,3.086,0.0,2.276,-0.2,0.0,0.0
2023-12-11 01:00:00,3.146,0.0,2.282,-0.34,0.0,0.0
2023-12-11 02:00:00,3.169,0.0,2.284,-0.37,0.0,0.0
2023-12-11 03:00:00,3.224,0.0,2.289,-0.76,0.0,0.0
2023-12-11 04:00:00,3.118,0.0,2.278,-1.2,0.0,0.0
2023-12-11 05:00:00,3.234,0.0,4.377,-1.53,0.0,0.0
2023-12-11 06:00:00,3.461,28.0,20.747,-1.49,1.8890893,1.8890893
2023-12-11 07:00:00,3.983,96.0,37.371,0.35,40.97286,40.97286
2023-12-11 08:00:00,4.376,160.0,53.774,3.14,95.19044,95.19044
2023-12-11 09:00:00,4.832,244.0,72.415,5.4,86.920555,86.920555
2023-12-11 10:00:00,5.577,252.0,75.441,6.43,85.911736,85.911736
2023-12-11 11:00:00,6.978,504.0,180.963,7.53,108.30616,108.30616
2023-12-11 12:00:00,7.843,1000.0,447.946,6.97,239.11183,239.11183
2023-12-11 13:00:00,6.449,176.0,133.782,6.96,325.2442,325.2442
2023-12-11 14:00:00,5.886,4.0,4.742,6.01,102.82578,102.82578
2023-12-11 15:00:00,5.827,0.0,2.291,5.75,0.0,0.0
2023-12-11 16:00:00,5.511,0.0,2.3,5.65,0.0,0.0
2023-12-11 17:00:00,5.323,0.0,2.292,5.58,0.0,0.0
2023-12-11 18:00:00,4.792,0.0,2.297,4.32,0.0,0.0
2023-12-11 19:00:00,3.861,0.0,2.242,3.23,0.0,0.0
2023-12-11 20:00:00,2.362,0.0,2.213,2.37,0.0,0.0
